,job_id,has_phd,title
396,jl_59d0f65c7115595e,1,2017 PhD Summer Intern: Functional Genomics
397,jl_af1acc505fdeece5,1,"Epidemiologist â€“ Real-World Evidence â€“ Waltham, MA"
398,jl_be32c160a2a92839,1,Senior Consultant Strategy & Analytics
399,jl_be748ff43d80867e,1,Senior Machine Learning Scientist- Amazon Alexa
400,jl_6e21471b8eb04d5d,1,Senior Computational Biologist
401,jl_fb45435f476b8872,1,IS PROGRAMMER ANALYST II / PER DIEM / DAY / BWH - PSYCHIATRY
402,jl_f30de037dd0ccb5c,1,"Scientific Director, Quantitative Clinical Pharmacology"
403,jl_2c5458f35efa6948,1,Data Scientist
404,jl_24e4afbfcce7db7e,1,"Programs Administrator, Advanced Studies"
405,jl_363d957aa1aada51,1,Associate Director Bioinformatics
406,jl_c5475257c38f0c4b,1,IHP Assistant or Associate Professor of Quantitative Methods...
407,jl_f41f4454007bd5e8,1,"Associate Director, Health Economics and Outcomes Research (..."
408,jl_50a72f171dba94fb,1,Postdoctoral Associate Computational- Microbiome
409,jl_0916f430650785de,1,Senior Data Scientist
410,jl_1caa9bfcba1e3fcf,1,"Director, Data & Advanced Analytic Tools Consulting"
411,jl_e40649282f4e0b97,1,"Computational Biologist, Verily Life Sciences"
412,jl_1517be92f9487e9a,1,Principal Medical Software Architect
413,jl_e1e3c806589293d1,1,Senior Statistician (Biomarkers)
414,jl_8db0cd92498e762e,1,Principal Scientist - Artificial Intelligence Lead
415,jl_17e09680e8e03c44,1,"Associate Director/Principal Scientist â€“ Discovery Biology,..."
416,jl_8f43d379ba8a5e66,1,Senior iOS Engineer
417,jl_ec00e290cc6be033,1,Postdoctoral Position â€“ Biostatician
418,jl_866f0611498d20e9,1,Field Application Specialist- Boston
419,jl_fa0e8bf423b57b57,1,Co-op: Computational Biology
420,jl_6631918d408df0ad,1,PT Lecturer Data Structures and Discrete Mathematics
421,jl_17e09680e8e03c44,1,"Associate Director/Principal Scientist â€“ Discovery Biology,..."
422,jl_fb1c52e6b21530e1,1,Principal â€“ Payer Strategy (Global Market Access Consulting)...
423,jl_1caa9bfcba1e3fcf,1,"Director, Data & Advanced Analytic Tools Consulting"
424,jl_46323e0e19a61a3b,1,Assistant Professor of Computer Science
425,jl_b5ce6f6be95d20fa,1,cGMP R&D Manager
426,jl_8222cf4413d6e1b3,1,"Associate Scientific Director, Quatitative Clinical Pharmaco..."
427,jl_140e07c5ab75149e,1,Principal Data Security Engineer
428,jl_9fad691a569ce00a,1,"Scientist, Clinical Pharmacology and Development"
429,jl_863c82f3a6e6499c,1,Sr. NLU Scientist
430,jl_140e07c5ab75149e,1,Principal Data Security Engineer
431,jl_33f74adee38cf5dc,1,"Manager, Applied Human Genetics;1042069"
432,jl_7eda87fb2afcd597,1,Associate or Full Professor and Chair
433,jl_30106137233f5c86,1,"Sr Director, CNS Portfolio Management"
434,jl_8222cf4413d6e1b3,1,"Associate Scientific Director, Quatitative Clinical Pharmaco..."
435,jl_b5ce6f6be95d20fa,1,cGMP R&D Manager
436,jl_3e6ac464d7d1e61b,1,Bioinformatics Software Specialist II
437,jl_e5082bbb73fae1bf,1,Senior Director of Engineering - Distributed Platform
438,jl_f3700f100375c29f,1,Principal / Lead Engineer: SaaS (Ruby / Python / Node / PHP)
439,jl_13372f028d0c0daf,1,"Sr. Manager, Robotic Manipulation"
440,jl_30106137233f5c86,1,"Sr Director, CNS Portfolio Management"
441,jl_e5082bbb73fae1bf,1,Senior Director of Engineering - Distributed Platform
442,jl_5415d6cbdeda71fb,1,Assistant Professor
443,jl_2c5458f35efa6948,1,Data Scientist
444,jl_73cb2723d093d5ec,1,Bioinformatics Scientist / Analyst
445,jl_0f8ad6bd17ac67ad,1,2017 Summer Internship - Quantitative Clinical Pharmacology
446,jl_74ebc27315e074bf,1,"Senior Director, Scientific Communications"
447,jl_0916f430650785de,1,Senior Data Scientist
448,jl_057740e20f0b49c9,1,Senior System Operations Engineer - Distributed Platform
449,jl_8f43d379ba8a5e66,1,Senior iOS Engineer
450,jl_f64cf8d448c6be18,1,Norbert Wiener Postdoctoral Fellowship in Statistics
451,jl_b43889351193ebb5,1,"Senior Director, GI New Product Planning"
452,jl_b96ae7ffa4e0c4c5,1,International Researcher
453,jl_673395daafa9cdbc,1,Strategy Analyst
454,jl_057740e20f0b49c9,1,Senior System Operations Engineer - Distributed Platform
455,jl_40d0da4f443f1964,1,"Associate Director, R&D Informatics Wearable Technology (Cam..."
456,jl_4448300d74bc8f6f,1,Senior Medical Science Liaison/Medical Science Liaison (Nort...
457,jl_ad3aa543fecd8cf8,1,"Director, Payment Reform Analytics and Provider Reporting"
458,jl_3057f60266379f36,1,"Computational Biologist, Oncology Drug Discovery"
459,jl_82ac385f2d150612,1,Field Application Specialist Representative
460,jl_673395daafa9cdbc,1,Strategy Analyst
461,jl_9ccc89d44358ba5a,1,"Head, Core Lab"
462,jl_f1c3d4b10a1737a6,1,Data Scientist
463,jl_0186784540c672f4,1,Modeling Half Precision Algorithms in MATLAB and Simulink
464,jl_9ba97f6b00d1079b,1,Assistant/Associate Professor - Operations & Information Sys...
465,jl_c69aff884b338dfe,1,"Senior Manager, Real world outcomes, Innovative partnerships..."
466,jl_bc00d3beffb45e8d,1,Project Manager - Data Science Team
467,jl_708da2f736d5d95e,1,Senior Medical Software Engineer - Embedded
468,jl_6efe8af1503e3105,1,Quantitative Developer â€“ C++/JavaScript
469,jl_46a436785e2c640a,1,Medical Science Liaison/Senior Medical Science Liaison â€“ Upp...
470,jl_06b836eb618ffa74,1,Biostatistician
471,jl_c69aff884b338dfe,1,"Senior Manager, Real world outcomes, Innovative partnerships..."
472,jl_fb11ac80f3443fae,1,Senior Technical Consultant -- Data Analytics
473,jl_e4dfeccf061b9f6f,1,"Manager I, Health Economics"
474,jl_6e1e66be34e500e0,1,"Director, PV Training, Standards & Intelligence"
475,jl_598631b194d36dc5,1,Consultant Biotech Consulting
476,jl_b35b4f454e873d0d,1,Senior Medical Writer
477,jl_df6c83c586335166,1,"Research Scientist, Senseable City Lab"
478,jl_a9d134b0c464d57e,1,Bioengineer
479,jl_6efe8af1503e3105,1,Quantitative Developer â€“ C++/JavaScript
480,jl_b913e4e8a2759060,1,Director Of Pharmacy
481,jl_f8683833e729469c,1,Assistant/Associate Professor of Computational Biology
482,jl_df6c83c586335166,1,"Research Scientist, Senseable City Lab"
483,jl_424a039701f88202,1,Visiting Assistant Professor of Applied Mathematics (full se...
484,jl_ff3a412bdbe343f9,1,"Manager, Medical Publications-MS therapeutic area"
485,jl_8b69565f1fd070f5,1,Mass Spectrometry Account Manager
486,jl_97347e28a623ab97,1,Postdoctoral Position: Multimodal Neuroimaging of TBI and PT...
487,jl_e028e08279a68fdc,1,Postdoctoral Fellow in Cancer Computational Biology
488,jl_598631b194d36dc5,1,Consultant Biotech Consulting
489,jl_7363cfb6dfd3319c,1,"Manager, Algorithms Engineering"
490,jl_09a8d34709c9e985,1,Senior Medical Informatician
491,jl_0d1351822d3a6df5,1,"Senior Scientist, Clinical Biomarker Development &Validation..."
492,jl_23b719cdba1a6daf,1,Control Systems Research Scientist
493,jl_73177ab8c1132e0c,1,Website & Information Systems Specialist
494,jl_b425320ca64968d7,1,Manager High Power R&D Programs
495,jl_8b69565f1fd070f5,1,Mass Spectrometry Account Manager
496,jl_594584009051c172,1,Head of Medical Affairs Services
497,jl_18214d812acba678,1,"Senior Project Manager, Cancer Cell Line Factory Clinical Ou..."
498,jl_52fa8cb3842dc766,1,"Director, Oncology, Global Strategic Insights (GSI)"
499,jl_bb1d158563a4acc1,1,"VP, DSO Relations & Compliance, Standards and Training"
500,jl_5dedeced904a85f7,1,Scientist (Immunology)
501,jl_f56b905b2d02273b,1,Sr Principal Statistician / Principal Statistician
502,jl_8752a92859de93ee,1,Engineering Lab Coordinator - Biomedical Engineering
503,jl_dc5b9ecce6fac899,1,Content Developer
504,jl_2534b1b7bcc5a4a4,1,"Late Stage Plasmids Manufacturing, Manager/Sr. Manager"
505,jl_2922d9e0c8b21613,1,"Late Stage Lentiviral Vector Manufacturing, Manager/Sr. Mana..."
506,jl_e028e08279a68fdc,1,Postdoctoral Fellow in Cancer Computational Biology
507,jl_424a039701f88202,1,Visiting Assistant Professor of Applied Mathematics (full se...
508,jl_3d7c51bac3bff5b0,1,"Principal Senior Scientist / Lab Head, Systems Immunology, P..."
509,jl_b913e4e8a2759060,1,Director Of Pharmacy
510,jl_bb1d158563a4acc1,1,"VP, DSO Relations & Compliance, Standards and Training"
511,jl_945d2c24951198ea,1,Sr. Multimodal Machine Learning Scientist
512,jl_e60f569dd00eeb20,1,Investment Research - Summer Internship 2017
513,jl_52fa8cb3842dc766,1,"Director, Oncology, Global Strategic Insights (GSI)"
514,jl_40d0da4f443f1964,1,"Associate Director, R&D Informatics Wearable Technology (Cam..."
515,jl_0d1351822d3a6df5,1,"Senior Scientist, Clinical Biomarker Development &Validation..."
516,jl_5f6b9ef9e0c8edd4,1,PT Lecturer - Analytics
517,jl_1f2c570c4a5700d1,1,Postdoctoral Associate in Computational Biology
518,jl_8e47a98089d3efa6,1,"Senior Director, Global Alliance Management"
519,jl_ff02e0f44353f1ef,1,"Global Head Clinical Operations, Translational Clinical Onco..."
520,jl_dc5b9ecce6fac899,1,Content Developer
521,jl_1c6dd45c3a596f28,1,Senior Software Development Engineer in Test II
522,jl_ea309bffd6b17951,1,Network Operations Intern
523,jl_da7043d7ae8017e1,1,"Medical Science Liaison - Oncology/Immunology- Cambridge, MA"
524,jl_2ba4b38ddb7b8f33,1,Principal Biostatistician
525,jl_fc3f4b9df2214ff7,1,Java / C++ / UI Developers
526,jl_7448899d2afbaacf,1,Software Magician
527,jl_a07eeef6646a2284,1,Group Leader - Analytical Development
528,jl_210f532ae4c42753,1,Assistant Professor - Sociology
529,jl_8591de4082bfb633,1,Health Researcher
530,jl_ff02e0f44353f1ef,1,"Global Head Clinical Operations, Translational Clinical Onco..."
531,jl_7fdc1099541d5aeb,1,Global TA Lead Biostatistics
532,jl_b05c63c4c15fc39a,1,Senior Research Scientist/Leader â€“ Real-World Evidence â€“ Wal...
533,jl_bd3f23772fcfcc98,1,Biostatistician IV
534,jl_56a526f9757fc61b,1,Cyber Security Developer
535,jl_1f2c570c4a5700d1,1,Postdoctoral Associate in Computational Biology
536,jl_ba439c39716efdb7,1,Fullstack Engineers (Ruby)
537,jl_2c54b66cef2ad25f,1,Senior Mission Technologist with Security Clearance
538,jl_a07eeef6646a2284,1,Group Leader - Analytical Development
539,jl_7d6452543cb80673,1,Computational Biologist
540,jl_fdc80868e79f458a,1,"Principal Scientist, Clinical Biomarker Development & Valida..."
541,jl_93c29ba5bb500370,1,Associate Director Biostatistics
542,jl_30624bc6c5fa086f,1,Associate Consultant - Biotech Consulting
543,jl_e2711f6d66bb05ac,1,Scientist II - MA
544,jl_41b6779f6433f9fa,1,Summer Research Program Intern - Control & Autonomous System...
545,jl_0ec431f1262d6f80,1,"Psychiatrist, Neuroscience Translational Medicine Expert"
546,jl_99767c9ba3ba1698,1,PhD - Recent Graduates - Physics or Computer Science
547,jl_37e715ac207093cd,1,"Manager/Associate Director, Health Economics and Outcomes Re..."
548,jl_3cb0dd0bb68dbd3d,1,Graduate Cyber Decision Systems Intern
549,jl_689ee7498da49c02,1,Speech Language & Multimedia Intern - Graduate Intern (Summe...
550,jl_ec9d038790d4c362,1,Process Stability and Attribute Sciences Lead
551,jl_81f28de5fb9a2dc8,1,JavaScript Class Diagram editor development intern
552,jl_52da4c0c0b824b4d,1,System Operations Engineer - Distributed Platform
553,jl_9a10d72f295b50fa,1,R&D Integration Lead
554,jl_1d9d385520014b41,1,"Associate Director / Director, Non Clinical Writing"
555,jl_3cb0dd0bb68dbd3d,1,Graduate Cyber Decision Systems Intern
556,jl_215ae96db820f347,1,Clinical Serology Project Manager (Dengue) - Vaccine Busines...
557,jl_df92f84220b366da,1,PT Lecturer - Fundamentals of Computer Science
558,jl_8ebdeed9d57c9abb,1,Sr. Speech Scientist
559,jl_3e4e883ea87b0ebf,1,Software Architect
560,jl_8ebdeed9d57c9abb,1,Sr. Speech Scientist
561,jl_52da4c0c0b824b4d,1,System Operations Engineer - Distributed Platform
562,jl_835e2c372f815b09,1,InterSystems Summer Internship 2017
563,jl_3fe0a21006973510,1,Program Manager â€“ Discovery Research
564,jl_091f740ab77e1222,1,"Medical Science Liaison, Oncology, Northeast"
565,jl_05f033101d1a6867,1,Quality Assurance Intern
566,jl_16750deea8dd32be,1,"SENIOR DATA SCIENTIST, LEADING INSURANCE BUSINESS"
567,jl_496cf4c0a5e536d9,1,Clinical Development Lead
568,jl_9ad2d63fd0f8a0ea,1,Sales Representative (Job Code: 2016SM103)
569,jl_e977c05cea7f4e8e,1,Senior Big Data Architect
570,jl_987fefbf4bbc7d82,1,R&D Manager/Technical Leader
571,jl_f7dd254a9fcf547e,1,Software Engineering Intern
572,jl_ee3790fd96def5ba,1,UX Architect
573,jl_90e2ecc7ac62e78e,1,"Medical Communications Lead, Immunology"
574,jl_d1b95e9aa3308340,1,Research Associate (Animal& Human Cell Immunology)
575,jl_7ac6f928fb3b1abc,1,Associate Vice President-Chief Software Architect
576,jl_0e8a898981e5e45f,1,Medical Writer
577,jl_df92f84220b366da,1,PT Lecturer - Fundamentals of Computer Science
578,jl_713e4bd7cbb3f928,1,Director of Software Engineering
579,jl_ae9cfbef41233d6b,1,"Machine Learning Engineers (big data science, real-time deci..."
580,jl_c7925afed80be4a5,1,Staff Electrical Engineer - Robotics
581,jl_e2711f6d66bb05ac,1,Scientist II - MA
582,jl_99767c9ba3ba1698,1,PhD - Recent Graduates - Physics or Computer Science
583,jl_d1d227cc394005ca,1,Senior Big Data Architect
584,jl_a38a9139a2539005,1,Field Application Scientist (Sales Engineer) ELN/LIMS - BIOV...
585,jl_713e4bd7cbb3f928,1,Director of Software Engineering
586,jl_98c93060c04d7f63,1,"Consultant, Strategy Consulting, Medtech focus"
587,jl_9ef863afc95fb76b,1,Senior Director of Engineering
588,jl_1d28d4c726b6980e,1,"Director, Oncology Statistics"
589,jl_8dbbfc6d02e52835,1,TOXICOLOGY-SCIENTIST
590,jl_84ae0328b284d4d7,1,"Director, Medical Affairs"
591,jl_63062f427d325b0b,1,Tenure Track Assistant Professor - Computer Science (2 Posit...
592,jl_7b732a0ff97a557a,1,"Associate Director/Director, Translational Medicine"
593,jl_16509662fff968ba,1,Supervisor of Upstream Process Development
594,jl_ad004ebe104908b6,1,Director of Marketing Sciences
595,jl_8244886d32334f76,1,"Manager, Publications and Medical Communications"
596,jl_d83a2b74995c9ec4,1,Staff Scientist
597,jl_f8faa4ad4a56f39a,1,Clinical Trial Leader
598,jl_cc7405fd696b1c22,1,Senior Director Medical Lead
599,jl_ae9cfbef41233d6b,1,"Machine Learning Engineers (big data science, real-time deci..."
600,jl_8ac84d8709ae34dc,1,Medical Writer
601,jl_2199dd05ccdfedb9,1,"Software Development Engineer, Speech and Language Technolog..."
602,jl_ec512dddb179aae9,1,"Global Clinical Operations Lead, Clinical Sciences & Innovat..."
603,jl_201ff02904ff340c,1,Director Scientific Operations
604,jl_c4ccc4e3583cd4a7,1,Fullstack Java / Python Engineers
605,jl_04782062fcdf08c9,1,"Senior Director, Medical Affairs"
606,jl_7e20a136058b27f1,1,"Senior Sales Specialist, Discovery Services (Boston/New Engl..."
607,jl_00d77807970d88ab,1,"Medical Director, US Medical Affairs, Aubagio"
608,jl_9b476549089a6ff7,1,Deep Learning Engineer
609,jl_ee50188f5ecdf55e,1,"Global Development Lead (Preclinical), Sr. Director Level"
610,jl_d8b08ffec4034e28,1,"Drug Design Expert, Discovery DMPK"
611,jl_348a613799261127,1,Optical System - Software Engineer with Security Clearance
612,jl_2471538c70b44aaf,1,"Bioverativ - Associate / Medical Director, Drug Safety"
613,jl_201ff02904ff340c,1,Director Scientific Operations
614,jl_3b8220f5c35aa6a8,1,Medical Communications Associate Director
615,jl_100daa4903ccb872,1,"Senior Scientist, Analytical Development, Sanofi Biopharmace..."
616,jl_c4ccc4e3583cd4a7,1,Fullstack Java / Python Engineers
617,jl_f455282f62ec3773,1,"Senior Manager, Manufacturing Operations"
618,jl_04782062fcdf08c9,1,"Senior Director, Medical Affairs"
619,jl_b2d27145cd014598,1,"Software Engineering Intern, PhD, Summer 2017"
620,jl_f916c99052ffbd9a,1,IHP Director of Financial Aid (STAFF)
621,jl_93804d69db029c1e,1,"Associate Director/Director, Medical Writing"
622,jl_0e3ab116b0a81f95,1,"Senior Member Technical Staff, IC Design"
623,jl_3a4df851a9a44b33,1,Associate Director - Biotech Consulting
624,jl_d8b08ffec4034e28,1,"Drug Design Expert, Discovery DMPK"
625,jl_ceb0d4d32d1e1fc8,1,"Quality Control, Director/Sr. Director"
626,jl_ee99d2f1d59e54e5,1,TECHNICAL RESEARCH ASST (Schizophrenia & Bipolar Disorder Pr...
627,jl_753c70e5f0d49865,1,"Director, Quality & Reliability"
628,jl_d6baff3e82b1db8f,1,Software Development Engineer
629,jl_4830b2b2dda3fe9c,1,Supervisor of Downstream Process development
630,jl_7db3cf5af0a5f397,1,Laboratory Head: In Vivo PK and Bioanalytical
631,jl_a69f1e9478415349,1,Senior Marketing Director - Life Sciences
632,jl_00d77807970d88ab,1,"Medical Director, US Medical Affairs, Aubagio"
633,jl_ac256079127fe61a,1,"Associate Director, Global Clinical Development Project Offi..."
634,jl_08ab79dfe216ee37,1,"Product Medical Lead, Specialty GI"
635,jl_ec512dddb179aae9,1,"Global Clinical Operations Lead, Clinical Sciences & Innovat..."
636,jl_bff68a67f8b34786,1,Assistant/Associate/Full Professor
637,jl_f916c99052ffbd9a,1,IHP Director of Financial Aid (STAFF)
638,jl_40f7c222f9109378,1,Assistant Researcher / Researcher - Friedman School of Nutri...
639,jl_d0ef7252513f1363,1,"Director, Preclinical Testing/Quality Control (Norwood)"
640,jl_ac256079127fe61a,1,"Associate Director, Global Clinical Development Project Offi..."
641,jl_7f19c0780c89bc09,1,"National MSL Director, Porphyria"
642,jl_100daa4903ccb872,1,"Senior Scientist, Analytical Development, Sanofi Biopharmace..."
643,jl_8a3e91781bf16ddb,1,Neuroinflammation and Innate Immunity / Multiple Sclerosis C...
644,jl_3c3becb2ba5d4225,1,Open Rank - Cyber Security
645,jl_40f7c222f9109378,1,Assistant Researcher / Researcher - Friedman School of Nutri...
646,jl_43eb2134fc17d0bf,1,Senior Machine Learning Engineer
647,jl_b46cd0e8ef4a7978,1,Associate/Full Professor - Electrical and Computer Engineeri...
648,jl_e7f2a6affb394fc9,1,"Software Development Manager, Machine Learning Data Platform"
649,jl_fd0f6c527069f41d,1,"Associate Medical Director,Global Medical Multiple Sclerosis"
650,jl_a1559a0018ab857d,1,Amazon Web Services (DMS) - Software Developer - Boston
651,jl_fefd5eee2c2a657c,1,"US Medical Team Lead, Neuroscience"
652,jl_4add58764a6573fb,1,Global Application Development Lead - Tire
653,jl_a1b3b5ff71b258a6,1,"Senior Global Clinical Operations Lead, Clinical Sciences &..."
654,jl_bb2c0553fcf28746,1,Amazon Web Services (DMS) - Software Development Manager - B...
655,jl_a2c845b25a036ca6,1,Software Engineer - Security
656,jl_1d3cada908b259a8,1,Global Applications Development Lead - Industrial Products
657,jl_77edafc9527d5a3b,1,Senior Software Development Engineer in Test DMS/SCT
658,jl_8a9dd82da20eb433,1,Sr Software Developer at Amazon Web Services
659,jl_2bb664c6b2fb453b,1,Senior Developer (RGT)
660,jl_8a9dd82da20eb433,1,Sr Software Developer at Amazon Web Services
661,jl_c0de31c74d29a00a,1,Supervisor of Downstream Process Development
662,jl_a1559a0018ab857d,1,Amazon Web Services (DMS) - Software Developer - Boston
663,jl_7ca7ec20e8a87bef,1,"Lead Data Scientist - very high traffic b2c/b2b, machine lea..."
664,jl_bb2c0553fcf28746,1,Amazon Web Services (DMS) - Software Development Manager - B...
665,jl_9709bd73eff4d356,1,"ASSISTANT PROFESSOR OF ELECTRICAL AND COMPUTER ENGINEERING,..."
666,jl_604980767b97f6e9,1,"Sales Specialist, Discovery Services (Bay Area Territory)"
667,jl_eae9bf2b44fc45ca,1,"NLP, NLU, Natural Language Understanding, Natural Language P..."
668,jl_77edafc9527d5a3b,1,Senior Software Development Engineer in Test DMS/SCT
669,jl_4f3b31156b84fb6b,1,Associate Director/Director Clinical Pharmacology (Oncology)...
670,jl_905a1082030e31e9,1,"Sr. Principal DSP Engineer (4G, LTE-A, 5G)"
671,jl_c0de31c74d29a00a,1,Supervisor of Downstream Process Development
672,jl_4c7626db5e2e9dda,1,Director of Engineering
673,jl_fc1f842786c79ede,1,Associate Director Process Engineering Development
674,jl_9709bd73eff4d356,1,"ASSISTANT PROFESSOR OF ELECTRICAL AND COMPUTER ENGINEERING,..."
675,jl_6f1969f9bde9a93f,1,Software Development Manager
676,jl_7c64f635318de445,1,Director of Engineering - Distributed Platform
677,jl_7ca7ec20e8a87bef,1,"Lead Data Scientist - very high traffic b2c/b2b, machine lea..."
678,jl_feab5ba8fe68447e,1,"Senior Statistician, Data Analysis"
679,jl_4f3b31156b84fb6b,1,Associate Director/Director Clinical Pharmacology (Oncology)...
680,jl_aff34bc4cc3381f6,1,"Sr. Medical Development Director, Oncology"
681,jl_6adaf4f68e92086b,1,"Sr. Medical Development Director, Neurology"
682,jl_859048e4c627ba37,1,"Senior Manager/Associate Director, Clinical Science & Medica..."
683,jl_0dfc0c67e59efbfc,1,"Senior Manager/Associate Director, Clinical Science & Medica..."
684,jl_fc1f842786c79ede,1,Associate Director Process Engineering Development
685,jl_feab5ba8fe68447e,1,"Senior Statistician, Data Analysis"
686,jl_a742c28826776c08,1,"Director, Personalized Cancer Vaccines, Development and Tech..."
687,jl_1130793f98655196,1,"Associate Director, Account Medical Advisor or Senior Associ..."
688,jl_4c7626db5e2e9dda,1,Director of Engineering
689,jl_7c64f635318de445,1,Director of Engineering - Distributed Platform
690,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
691,jl_85017d6b3a30bdd3,1,T-Cell Scientist
692,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
693,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
694,jl_85017d6b3a30bdd3,1,T-Cell Scientist
695,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
696,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
697,jl_85017d6b3a30bdd3,1,T-Cell Scientist
698,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
699,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
700,jl_85017d6b3a30bdd3,1,T-Cell Scientist
701,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
702,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
703,jl_85017d6b3a30bdd3,1,T-Cell Scientist
704,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
705,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
706,jl_85017d6b3a30bdd3,1,T-Cell Scientist
707,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
708,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
709,jl_85017d6b3a30bdd3,1,T-Cell Scientist
710,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
711,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
712,jl_85017d6b3a30bdd3,1,T-Cell Scientist
713,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
714,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
715,jl_85017d6b3a30bdd3,1,T-Cell Scientist
716,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
717,jl_9f936d171a73c26a,1,Head of Integrated Analysis and Patient Stratification Bioma...
718,jl_85017d6b3a30bdd3,1,T-Cell Scientist
719,jl_fd2cfc1660bcdd3b,1,"Director, Intellectual Property"
