,id,over_90k
549,jl_7379050fc325ed77,0
550,jl_d2c0f211ecf1fca5,0
551,jl_027e3c953609ef2c,0
552,jl_a1b8900ae7788e57,0
553,jl_9ad2d63fd0f8a0ea,0
554,jl_d9a8a4ac50a5b066,0
555,jl_82b1fab940f458d9,0
556,jl_a0e4299b58120c01,0
557,jl_f4b2be3961cc8e11,0
558,jl_3fe0a21006973510,0
559,jl_9fad691a569ce00a,0
560,jl_c692f04727fbfbe4,0
561,jl_33ab36b68cf6db84,0
564,jl_74d6524c27713d38,0
566,jl_2cf5b91e7ea31bde,0
567,jl_1b9ca1fbf8bf94f4,0
570,jl_69dc0183e2a56e8f,0
571,jl_253517009207bdc8,0
572,jl_ddb41042541ddc73,0
573,jl_afddf842e893ea03,0
574,jl_e2c1985021f3c84b,0
575,jl_902fc29c22211586,0
576,jl_826471111e7b2c8d,0
577,jl_7c52b09d9780e6ff,0
578,jl_9747f523d56212cc,0
579,jl_14789512b5078b9f,0
580,jl_1f2c570c4a5700d1,0
581,jl_f8048108d8baff04,0
582,jl_8410cb78751c2c43,0
583,jl_0d1351822d3a6df5,0
584,jl_23ad9ed2df326bf2,0
585,jl_5246b82b2bc97597,0
586,jl_99767c9ba3ba1698,0
587,jl_7df94116a7371697,0
588,jl_aed31f65b4c2f312,0
589,jl_0d59d3744a323d2d,0
591,jl_3686f9b2c9019507,0
592,jl_84d4ceb1a4cc359e,0
593,jl_f7675564182cbb12,0
595,jl_c04abb68b602128e,0
597,jl_1fc0c9526d699259,0
598,jl_14448cabcc67a119,0
599,jl_a71e5e95a6e0c50c,0
600,jl_f6348b08419e4491,0
601,jl_27dea95f72ea337c,0
602,jl_045b9a3aa6563eef,0
603,jl_2b2f9db3749995e8,0
605,jl_3efe2d315de95474,0
606,jl_ed7ef62aaed6df44,0
607,jl_b8119df87292f52a,0
609,jl_efb9f74f42ba5f39,0
610,jl_dfecd1140b48eb5f,0
611,jl_44d4dc2baa6a519c,0
612,jl_8dbbfc6d02e52835,0
613,jl_8bb2bb3ae97e5288,0
614,jl_6110b97e9b4001e9,0
615,jl_a1b3b5ff71b258a6,0
616,jl_0c21238b066375a0,0
617,jl_40b7269ad9c6b89e,0
618,jl_caba321cede54de6,0
619,jl_a38a9139a2539005,0
620,jl_e8c75793de543c04,0
621,jl_f04f351cb80a4150,0
622,jl_e2711f6d66bb05ac,0
623,jl_c8662a3f98452573,0
624,jl_d38322e29962917c,0
625,jl_bf54ca107940128c,0
626,jl_3d7c51bac3bff5b0,0
627,jl_812588ce6a53724c,0
628,jl_bebf3effda9f263f,0
629,jl_d6dcbcd34d45ad40,0
630,jl_d09a81f96d7adef7,0
631,jl_efcc064917c2cedf,0
632,jl_283375167e91cd53,0
633,jl_c9f98f70c78a91bd,0
634,jl_f91843d934a9d80f,0
635,jl_9be439da5854a37f,0
636,jl_8a2e2cfe299d0293,0
637,jl_7092d131c354c2c6,0
638,jl_100daa4903ccb872,0
639,jl_7e8edbff28b1b3c3,0
641,jl_bae990bd1c4ff7cc,0
643,jl_d0a0a8d4118d6393,0
645,jl_1960eac165fffe54,0
647,jl_42ff990ea0ae6805,0
648,jl_e3414a7fbcabf8e4,0
649,jl_ae5dc308c4e548a6,0
651,jl_2c6a4bb98eb1727c,0
654,jl_c25e538ac1574b0f,0
655,jl_b21f6ad45815fb62,0
656,jl_295a5eb128dfe437,0
657,jl_e198cda6240db139,0
658,jl_11ece9a05ade2380,0
659,jl_85017d6b3a30bdd3,0
660,jl_dda2b70d1865371e,0
664,jl_61956da39b445a3c,1
665,jl_b59a64d3298e7fe8,1
666,jl_f43cd8061406b3d7,1
667,jl_fbadb59b5f73dc18,1
668,jl_f5945f64ec7013e3,1
669,jl_70351b5092814475,1
670,jl_50022587c7a4a8d9,1
671,jl_4fbc1d778df8203e,1
672,jl_04a882314da504d4,1
673,jl_44da2bd2b0b7e145,1
674,jl_9a65d867c55198db,1
675,jl_b0b4a4c5be84240c,1
676,jl_32062be6a68c7531,1
677,jl_6c9d0349b46d0aae,1
678,jl_90603c7f1f0af480,1
679,jl_9315b3a96ad20ac0,1
680,jl_25732595a7113f45,1
681,jl_2370348e80d8c420,1
682,jl_ada8a7b4477d3923,1
683,jl_2d63f589c7b4584b,1
684,jl_cccc5118af562f28,1
685,jl_4ec3c1a1ffc6ff64,1
686,jl_45aa9a89795b5d2b,1
687,jl_b5b7c26924376b59,1
688,jl_ffb7f83fa7858f6a,1
689,jl_ba19b2e0984e8e1f,1
690,jl_b8658ac1d1483ab5,1
691,jl_e80b58b3976b3590,1
692,jl_a638c3a55a1cfe96,1
693,jl_5f30454eae8a42bd,1
696,jl_8dcb69dd20ec366f,1
697,jl_00e49ce025b8313b,1
698,jl_01a41531e800513c,1
699,jl_62f334a900a46076,1
700,jl_61ebef7e64d12ccb,1
701,jl_24087644f126296d,1
702,jl_49945a260d999eaf,1
703,jl_8d188c08bf77e2fc,1
704,jl_bddee21cf5be8648,1
705,jl_dfef34cc5989dfbe,1
706,jl_765c6fe3235a3127,1
707,jl_5184ebe09a412e43,1
708,jl_42e2d8b24d8c9d77,1
709,jl_2880167bb92def60,1
710,jl_c28f0284f9a5d601,1
711,jl_dcc9b0bba01a9ef4,1
712,jl_021a7edb5cf4793f,1
713,jl_b8bdbec632b9e81b,1
714,jl_46dd5d3b34eb8095,1
715,jl_46f9749df0d852a5,1
716,jl_b856f9a5bc9b6cef,1
717,jl_3fe35a3fd27ebd9e,1
718,jl_72ed95a4455c8cf8,1
719,jl_ef63d9af1db6f2a3,1
720,jl_d1a877c30ca7a5e6,1
721,jl_033222419605ed3f,1
722,jl_1a11bd8fbe3b50ce,1
723,jl_3d766c8404b3e286,1
724,jl_5a95e9f625751e1e,1
725,jl_2cb218213ebed890,1
726,jl_bcc9dbeff863aadc,1
727,jl_a7e71b866947d01e,1
728,jl_de6b3fb121b5f655,1
729,jl_c12d42479c76b035,1
730,jl_7d23fb51a6d2b792,1
731,jl_c6971ecdae3a7a30,1
732,jl_765d5d6d1e3c30af,1
733,jl_349882fce8422849,1
734,jl_9fecada5ca60d6f8,1
735,jl_62948e9c407ca034,1
736,jl_4d9c42761434f0e0,1
737,jl_069e91ac98318cac,1
738,jl_3eafa8edc774cce0,1
739,jl_3b58a2212af3ba86,1
740,jl_aef9f7ae2dc40433,1
741,jl_a4cb78b4a8c25e15,1
742,jl_7134025708fe7144,1
743,jl_1c81b34b23854260,1
744,jl_bf971d59ae92d952,1
746,jl_cb5fcfa7b0df11f9,1
748,jl_fd766cb0b544acf9,1
750,jl_31572b6e494bcd16,1
751,jl_eac13a64d7059549,1
753,jl_104372296a1d5292,1
754,jl_1a043154658e5166,1
756,jl_89b3b83a5b0fd82c,1
757,jl_e40649282f4e0b97,1
758,jl_f24414be419168a0,1
759,jl_5b215c1ea0687d2a,1
760,jl_c8d5cf12236e7ad2,1
761,jl_62f348807c98380f,1
762,jl_0aca95ef4434c6ee,1
763,jl_04a294feed2acb5a,1
764,jl_3f4451e9ba7610d4,1
766,jl_747d7a9796cc5430,1
767,jl_21d15e6f125bf3f4,1
768,jl_6059a43bec56d8f4,1
771,jl_9c5b351c29cb5686,1
774,jl_78cd346bfca06105,1
775,jl_a097dba8f6b662a5,1
776,jl_5f758137c97b6296,1
777,jl_4ed85ce1d965e27a,1
778,jl_6d0ea7974f64ab6b,1
779,jl_5d28fc7ff1e3bac0,1
780,jl_81cf0927167605ca,1
781,jl_14d68df50c17fb50,1
782,jl_b68b9094b18389f8,1
783,jl_c3e4287a6aa69722,1
784,jl_7fd98a87cf190b3a,1
785,jl_9778928e030197b4,1
786,jl_a7e5cadd2d2cf906,1
787,jl_770ee63428ff8a22,1
788,jl_d3d2760a9b93e139,1
789,jl_1c5341f06a933eb2,1
790,jl_210293386959b995,1
791,jl_7a492d50ee9478d6,1
792,jl_ae5b9956e76c1984,1
793,jl_edf3a3681ef7d8b0,1
795,jl_7da7da1ee19795e3,1
797,jl_2e6ac746438cf653,1
798,jl_86ee9e143418385c,1
800,jl_0d10ec5c2c7c0452,1
801,jl_3e69a31c43713fe1,1
802,jl_0238b5505daeda02,1
803,jl_ec0c0eb870136905,1
804,jl_b9f2b2216a555168,1
805,jl_5dd9ce0381739250,1
806,jl_fe2abf553834a492,1
807,jl_2d3a9d02c1b6f231,1
808,jl_81c5ad491188bbcb,1
809,jl_2a31438012a7a082,1
811,jl_3d221f094c0db8df,1
813,jl_e339bb0f06dd3eff,1
814,jl_070fbed177deef77,1
815,jl_eb5126d8471fad97,1
816,jl_c70a89b5b8927e98,1
817,jl_13bc1e588fba6589,1
819,jl_7c4bf4ba3b390ba4,1
820,jl_baa3869ed9b0b696,1
821,jl_ddc4022f1fb62759,1
826,jl_f5e6050e63495755,1
827,jl_413557e57c52570c,1
828,jl_d745b642c469a467,1
829,jl_041ab3b2be328f5f,1
830,jl_94691dc1a219a73b,1
831,jl_0c91fdd07de88b93,1
832,jl_bb44b3b714d2e72e,1
834,jl_38ca74776ebc975e,1
836,jl_72a3dfa78f5b7c5e,1
838,jl_c48921aca733afe9,1
839,jl_51e6fd504a62dc78,1
840,jl_263a2f24f85debda,1
841,jl_290a462a7a902158,1
842,jl_796c8c5e76ef2c2d,1
843,jl_834e18841034374f,1
844,jl_169fef1d3acc08cb,1
846,jl_e7c85f4920c4e38c,1
847,jl_8682aecb8b54b7be,1
848,jl_3c6f8a3f85bf8718,1
849,jl_548d5d6f4e260c19,1
851,jl_2b3024870a95445f,1
854,jl_51f17bf245f2adb5,1
856,jl_5c4c561c417a3a0e,1
857,jl_fa8592452682f9a1,1
858,jl_72d61acf3427738a,1
859,jl_2f47af1fba61399f,1
860,jl_93f69e4971617b43,1
861,jl_5b31e234c3ed1ebf,1
862,jl_f0e5a5f3a4324009,1
863,jl_9111ab7b84e5d1eb,1
864,jl_981ea1cca891ad1d,1
865,jl_96b85df9263736cd,1
866,jl_9cd9e7b06aa64f5a,1
867,jl_6c5f8f457868ac8d,1
868,jl_98fbcf1df40d912b,1
869,jl_5d23f27794c61840,1
870,jl_222c67d86f642e7d,1
871,jl_a7f3995532167e78,1
872,jl_40fb12be97ac5ab3,1
873,jl_1b0708ad7e04ea1d,1
877,jl_85df5c44dfaaeed6,1
879,jl_e169e3e130593e06,1
880,jl_a67fe5b77afb9bcf,1
881,jl_23b719cdba1a6daf,1
882,jl_1d44c682610460d1,1
883,jl_df6c83c586335166,1
885,jl_d5000e1b28ef943a,1
886,jl_f98dce131b521345,1
887,jl_5348f8e5059d9c0d,1
888,jl_debcabe0e4fb3f6c,1
889,jl_0708474eb21f6cf6,1
891,jl_03a7134583d29211,1
893,jl_feee65f60f168d6e,1
895,jl_c3eb39943a76df84,1
896,jl_0775c714e6f41f6c,1
897,jl_88b93cf557fdfd70,1
898,jl_fb8286adb29faf68,1
899,jl_797026b99e3fb913,1
900,jl_8bb2f0604ca3130f,1
901,jl_7202bf4791ee168c,1
902,jl_76b1b84aae8e2fd1,1
903,jl_3e2ddf43a2b11919,1
904,jl_129c6a447b9af825,1
905,jl_8b76d398a82297ea,1
906,jl_1c1bfee3fe5e61c6,1
