,id,over_90k
907,jl_92771cfb5916cfb8,1
908,jl_e7565f7e6153540d,1
909,jl_296ab9058caf5e24,1
910,jl_2be39678142fa1a2,1
911,jl_f43e40458ae750f7,1
912,jl_899906041b34b07b,1
913,jl_53777f80cfd3de1d,1
914,jl_78e929012461d450,1
917,jl_c110f141fea2888f,1
918,jl_ba29f67e688108c5,1
919,jl_10becf8503b54a86,1
921,jl_bf84c091eac6c525,1
923,jl_a6e054a4c171a552,1
924,jl_ecb3f8dff0b8cfc0,1
925,jl_a6a332c03fae43ff,1
926,jl_6cc2143244cb3dae,1
927,jl_c70cb33067b1f007,1
928,jl_6454e8a52ec9fe83,1
930,jl_c2e361dbb71ecbf8,1
931,jl_81aecdad83c51b93,1
932,jl_e399641afa27d098,1
934,jl_4576f50fc80a54eb,1
935,jl_945d2c24951198ea,1
936,jl_c8c8d305379d71d2,1
937,jl_2297c2310db8a379,1
938,jl_7c6833653354142f,1
940,jl_c5fed7d21d5c5c5c,1
942,jl_4d96c101d81ece9b,1
943,jl_99e0374d2cd46091,1
946,jl_6d0b7bcd478dbb3c,1
948,jl_41d8a9a99327af72,1
949,jl_3057f60266379f36,1
951,jl_04bb52a92d4f229d,1
954,jl_860e0ccf2c016d3a,1
955,jl_009047ba89f82da3,1
956,jl_e8f8047093724ebf,1
957,jl_888c13a083803b8a,1
958,jl_1ef2bd28d19cbcde,1
961,jl_404bd34f24a158ba,1
962,jl_21a46de3c190c6cf,1
963,jl_fb61ba1d2469e928,1
964,jl_bac7bb8567ddcaa5,1
965,jl_adf47463432c3a11,1
966,jl_33f74adee38cf5dc,1
967,jl_80f2955f0cbfd8cd,1
968,jl_92307eb3ac5acb6d,1
969,jl_5f0f4fe544fd2c7e,1
971,jl_153dc9d7804c5c70,1
972,jl_ee39ae71ab74406d,1
973,jl_fb5f8a6be35f453d,1
974,jl_a93519cd9cc82925,1
975,jl_0eec3ed19f8d32df,1
976,jl_e257b07567e33a04,1
977,jl_b97a4744d470ac46,1
978,jl_40269c8463be3015,1
980,jl_f5264968f6e69951,1
981,jl_8db0cd92498e762e,1
982,jl_25caa726fe6d5e24,1
983,jl_91b954fe8609bc62,1
984,jl_77ec63e387b3bce8,1
985,jl_efe1f6009c414c19,1
987,jl_256cf445cff32ba8,1
988,jl_e81fef3c196bc1a6,1
989,jl_b5fbf95706d473b4,1
990,jl_07f0610171b9aaa1,1
991,jl_c588d107ec38a3c4,1
992,jl_3434e08258be7549,1
993,jl_2d567cadcdaf3888,1
995,jl_e82d2fa409c92914,1
999,jl_b4c7c825a7a6b003,1
1000,jl_27fb322b38cf33f8,1
1001,jl_b9d4a3dd221de435,1
1002,jl_0c9c4d12f6d795af,1
1004,jl_5a89ea030350bd4c,1
1005,jl_685de1553b1c8ac2,1
1006,jl_af1acc505fdeece5,1
1007,jl_dc9231ae5b1abeed,1
1008,jl_6afe6cf53719ff4d,1
1009,jl_b5539914daac6508,1
1010,jl_9441717ee65b9177,1
1011,jl_e5b80bea2dd0b64d,1
1012,jl_6819841d9c89bd86,1
1013,jl_30e157fb71ba8637,1
1018,jl_646ce7296f32f4e0,1
1019,jl_4e4376beed58ad79,1
1020,jl_876e38b6ddc4449e,1
1021,jl_f63f67b22c3e659b,1
1023,jl_b5ce6f6be95d20fa,1
1025,jl_74ca15f928a1ae74,1
1026,jl_06b836eb618ffa74,1
1028,jl_711f6870454f056c,1
1029,jl_ee36f52bb9bd3cc4,1
1030,jl_633a9c84744f3ab0,1
1031,jl_8d8bcc4b94231180,1
1032,jl_077fcaea78c12b7b,1
1033,jl_933aff337be8492f,1
1034,jl_952541280e473ae9,1
1035,jl_837284a697a315bb,1
1036,jl_df1d624f65f1a068,1
1037,jl_c3234fcad65e6300,1
1038,jl_a6a9559f32a9a269,1
1039,jl_7c7971f22ea79fe1,1
1040,jl_92444c8e49c260c6,1
1042,jl_97a90ab695f12337,1
1045,jl_f7807a6ff42fa9cd,1
1046,jl_1bcd8f5dff60d9ea,1
1047,jl_537c51a243de988e,1
1048,jl_064f558e10b67da0,1
1049,jl_0ec5dd47e2a91c42,1
1050,jl_b03c777983d5b739,1
1051,jl_50639cbfc6508f11,1
1052,jl_df8bf9b054a58b3c,1
1053,jl_278117f393ec7ada,1
1054,jl_032a4eee0ef08011,1
1055,jl_ead9b2b957b62c91,1
1056,jl_27952ac140bbbd06,1
1057,jl_9f11d88d32527285,1
1058,jl_68455d2dc943b499,1
1059,jl_b4b6456a72609881,1
1060,jl_d19269bd7b02ec4d,1
1061,jl_d82d9b3732788c99,1
1062,jl_988e8c1eefab7d3a,1
1063,jl_d9145a1c2f636c28,1
1064,jl_cded8d3d4ae27f2d,1
1065,jl_e7f2a6affb394fc9,1
1066,jl_c5c4be7df5600aff,1
1067,jl_089f591e30eeed8c,1
1068,jl_825908bad8fc45b8,1
1069,jl_c502cc5eeed7219b,1
1070,jl_ec9d038790d4c362,1
1071,jl_e411139b32fad4c4,1
1072,jl_6bfb87a89a0f2928,1
1073,jl_ba4614716f918819,1
1075,jl_8d01e6c535b4a890,1
1076,jl_425b55d25103b6cb,1
1080,jl_09fc86b6840a40ea,1
1081,jl_df85f4d467781d2b,1
1083,jl_7c0f0c72027254ef,1
1085,jl_cd9cddef657eb0ef,1
1086,jl_87031e141096a78e,1
1088,jl_924d8b45572f5e59,1
1089,jl_0355211d34b6c8da,1
1090,jl_0fbf587bef4e90eb,1
1091,jl_93681f0484115f0c,1
1092,jl_14682eae4320278e,1
1093,jl_496cf4c0a5e536d9,1
1094,jl_cd9d6a821ccebd35,1
1095,jl_1b70f9b746843e7e,1
1096,jl_747f6858a2be64e3,1
1097,jl_b5e0539887534cc2,1
1098,jl_1155b9c0cb2e9ea7,1
1099,jl_4323fcbd22a29a1a,1
1100,jl_9e903cec0f7fc7bb,1
1101,jl_56a526f9757fc61b,1
1102,jl_0e485591e9a7daff,1
1103,jl_8424422a297608b4,1
1104,jl_96b2276dc6ba782e,1
1105,jl_05f19a5d24137747,1
1106,jl_936f64d202f47fa3,1
1107,jl_f62e92d1bb2e7f06,1
1109,jl_05d122c5a0ad3761,1
1110,jl_046ce6aba3c4bf2c,1
1111,jl_bbc64dd2906bfedb,1
1112,jl_5b812ed8af350a74,1
1113,jl_d3952dc4c4d1b99a,1
1114,jl_2c7ee2718213fa32,1
1115,jl_710f66a6c716d386,1
1116,jl_6fce84d7aedcfa62,1
1117,jl_7fdc1099541d5aeb,1
1118,jl_5cef0c3c8fec89d8,1
1119,jl_2f952787f067faf8,1
1120,jl_57b148246084bd99,1
1121,jl_fc88fe68f05aaf18,1
1122,jl_32a011e572cc35b8,1
1123,jl_460decf55f256e18,1
1124,jl_2eae31bc9151c2c8,1
1125,jl_8a9efdfc6b44ded9,1
1126,jl_4648fe02ab7759d6,1
1127,jl_c0dfece2cb14d963,1
1128,jl_4dcb49af622cef2d,1
1129,jl_05057391e1c76b90,1
1130,jl_7e226087f46a55d2,1
1131,jl_439123a7f45c64f1,1
1132,jl_047b7e8442ef128a,1
1133,jl_560b29655820c67b,1
1134,jl_7d4fe7cf28a1f0ad,1
1135,jl_fc04adde63b4abd8,1
1136,jl_2e526d09ec2e5e11,1
1137,jl_dc7b575443d8a1d9,1
1138,jl_260a614757781bcf,1
1139,jl_363d957aa1aada51,1
1140,jl_3b6453d05750a5d3,1
1141,jl_430c72375af72021,1
1142,jl_65d088fbd9d17248,1
1143,jl_b0ee18cc14538704,1
1144,jl_d4af01204e873ebb,1
1148,jl_8b926687779de5d9,1
1149,jl_3d7d20fabddecd8f,1
1151,jl_38f5684d89814092,1
1154,jl_75a5388a6ec22e24,1
1155,jl_607a415fad0ea278,1
1156,jl_202272d85630250e,1
1157,jl_7cf08d1496ecb769,1
1158,jl_e8dcd5616a128c05,1
1159,jl_e1e0192be81ac2d3,1
1160,jl_0427e6a0fbbe079c,1
1161,jl_068a3979b3d7481e,1
1162,jl_f56b905b2d02273b,1
1163,jl_a4bbae96f02d4499,1
1164,jl_cd5a74e5f7dfee81,1
1165,jl_149d31c4f6d79b5e,1
1166,jl_87f40fcb796da2d6,1
1167,jl_252ce2d7bee328ac,1
1168,jl_58e0edacff347dd4,1
1169,jl_c9f3d74dfec2b58a,1
1170,jl_d8bcfdd349b22c22,1
1171,jl_e75063ec293d6d0f,1
1172,jl_526f27a8d12cfb36,1
1173,jl_7ff2615e4b62177e,1
1175,jl_7b94192d446afb79,1
1176,jl_47a1bf7305801ae9,1
1180,jl_a47c1eeebef5735e,1
1181,jl_0ec431f1262d6f80,1
1182,jl_87fb5100b56774da,1
1183,jl_05670f64b525a32b,1
1185,jl_8514967d25ce80d3,1
1186,jl_6ea9738fed1dfbbb,1
1187,jl_a4700d71c77467b2,1
1188,jl_8d82455aaea80d06,1
1189,jl_13dfdb937816c38b,1
1190,jl_8695d095dacc7a13,1
1191,jl_6af721714581f547,1
1192,jl_c5ba0dd2179cabfa,1
1193,jl_1cab93f7b55785d8,1
1194,jl_2c54b66cef2ad25f,1
1195,jl_778ec07a84ce71b3,1
1197,jl_bd531aa0b00fa421,1
1198,jl_eb1ada7e963b6f2b,1
1199,jl_7c388e417a4c39f2,1
1200,jl_acbc4bf3ea6401bb,1
1201,jl_506ead9021c7fd81,1
1202,jl_61fc0250265e49b9,1
1203,jl_12af4286e57c1164,1
1206,jl_4554fafebbcef9dc,1
1207,jl_ba3d69ed03904b9c,1
1208,jl_22b8fda60b261103,1
1210,jl_76af30a6c2f392e1,1
1211,jl_97a611caab239c99,1
1212,jl_6a0f588f119af7cb,1
1213,jl_312d2606c04afae2,1
1214,jl_50da5c3e5214740e,1
1215,jl_5c8ba2006575d4ed,1
1216,jl_70fcabbb2c6ee104,1
1217,jl_a6ea4510e7a307aa,1
1218,jl_5aea1585f02740da,1
1220,jl_0232e54f3dc8233a,1
1221,jl_c5ae07cfe3202e0a,1
1222,jl_4319a7b5e26f65bf,1
1223,jl_9a4712954b2ae843,1
1224,jl_32f5acfd7a7b7cbb,1
1225,jl_2534b1b7bcc5a4a4,1
1226,jl_2922d9e0c8b21613,1
1227,jl_ff62f477c813f686,1
1228,jl_18214d812acba678,1
1229,jl_20649ecb991873ed,1
1230,jl_90adc7e952924bb6,1
1231,jl_fc5751eca4401ecc,1
1232,jl_5dedeced904a85f7,1
1235,jl_e6ed0ac4745db0fa,1
1236,jl_692e7df17a61510a,1
1237,jl_24cb08371208a539,1
1238,jl_3355ed5bef8a1b80,1
1239,jl_8b277ada46fe0a50,1
1240,jl_ae9cfbef41233d6b,1
1241,jl_08b514f4a446280a,1
1242,jl_09c3e2ecd79a4809,1
1243,jl_d8de2180dc709548,1
1244,jl_5a067325a46c60da,1
1245,jl_d68c6ed113c980e5,1
1246,jl_3659418d8d2e4f95,1
1247,jl_d83a2b74995c9ec4,1
1248,jl_1ff91744c8e5ab32,1
1249,jl_4fdd3c07c35f1534,1
1250,jl_fdc80868e79f458a,1
1251,jl_0f87d0f659df75a5,1
1252,jl_9ffa35a19d0fab79,1
1253,jl_6708273de3aa053f,1
1254,jl_d6baff3e82b1db8f,1
1255,jl_0a8284dc7eb2838c,1
1256,jl_c664f2d9d5ab5708,1
1257,jl_17e09680e8e03c44,1
1258,jl_cdb163b6cc86c54c,1
1259,jl_75db9129d662a27b,1
1260,jl_e0d070fde70f4315,1
1261,jl_baa9d7201515ccaf,1
1262,jl_ec2404401bb94faf,1
1263,jl_2471538c70b44aaf,1
1264,jl_6f1969f9bde9a93f,1
1265,jl_46314eac15b370fb,1
1266,jl_fda42ac0efb2b26b,1
1267,jl_688311d0b8457ad7,1
1268,jl_a5e4263995d2c9b4,1
1269,jl_43481848e1116be4,1
1270,jl_b15a3aecc286f785,1
1271,jl_a15d50dc0c1c2035,1
1272,jl_de2022ddd527014b,1
1273,jl_17337709d0c856bb,1
1274,jl_05812ba77fa73922,1
1275,jl_60c00ae9e15f9b07,1
1276,jl_b39c4036169c614d,1
1277,jl_e4b8d9a769dc46f8,1
1278,jl_06c77350e7794eaa,1
1279,jl_0bf82be2cbdda685,1
1280,jl_21b8f2d75ccf375e,1
1281,jl_7f53f8a7cd5a7725,1
1282,jl_b05c63c4c15fc39a,1
1283,jl_2980b883c17f295e,1
1284,jl_0851b211dbf3e3e8,1
1285,jl_c8f54d2003b4e465,1
1286,jl_fac3198ce3e26fe8,1
1287,jl_245db200f5d3556e,1
1288,jl_5bb9b8fd7a2f6111,1
1289,jl_1251f9d97df48f19,1
1290,jl_04406a71a9e70212,1
1291,jl_0e2dd682ec7d0a23,1
1292,jl_ccd0d8f5006c1270,1
1293,jl_ee8f67b5ae176ca2,1
1294,jl_7031c6dd541a6f8c,1
1296,jl_fa70460613febfb0,1
1298,jl_5298143fd4cdc199,1
1299,jl_d0815b91b35fc73b,1
1300,jl_a86248808a0adf3c,1
1301,jl_6e39ed6e8d884048,1
1303,jl_cba03bc61748b82c,1
1304,jl_741d0d548041a226,1
1306,jl_49d8e621971193e3,1
1307,jl_6e6a4cd1484ba980,1
1308,jl_c8bc79a053042fad,1
1311,jl_c0b58f7118adfe7c,1
1312,jl_c92470f7720e0198,1
1313,jl_29c0202cfc89d948,1
1314,jl_6273aa1157ff787a,1
1315,jl_8d5beb279210b992,1
1316,jl_1e1193426396dad7,1
1318,jl_57d36d880dc90113,1
1319,jl_63bae70959e9b779,1
1320,jl_20eb70540763535f,1
1321,jl_ed98ec96c07dede6,1
1322,jl_e4a489c291e9abea,1
1323,jl_43eb2134fc17d0bf,1
1324,jl_dfa3709ac3503f76,1
1325,jl_14f72ccbbad6c125,1
1326,jl_a6333bbfef5e5f59,1
1327,jl_6d726d356420d872,1
1328,jl_c324e34081c43ddf,1
1329,jl_ff8cabc30ff0cef3,1
1330,jl_949cf516ca65f9ae,1
1331,jl_d4d9b14b3514459d,1
1332,jl_21256e89833ec14b,1
1333,jl_75a0849ad4ff3a1a,1
1334,jl_1130793f98655196,1
1335,jl_689430243e6a7bea,1
1336,jl_36ec4280da68fad1,1
1337,jl_15e88f9a846c0934,1
1338,jl_8a3e91781bf16ddb,1
1339,jl_849a440bd44fd715,1
1340,jl_204fc1c1fc7667e5,1
1341,jl_5002db1bbda7ff3b,1
1342,jl_7ca7ec20e8a87bef,1
1345,jl_79c5965a53eb6f49,1
1346,jl_fc1f842786c79ede,1
1350,jl_3e2ccec369db9512,1
1351,jl_7e2dba1124b29dcf,1
1352,jl_a742c28826776c08,1
1353,jl_4c69168b5581484e,1
1354,jl_6417b88c1e033352,1
1355,jl_e2f0fd8d785c83a3,1
1356,jl_69fb1078a82813db,1
1357,jl_7baab1e1b0e8e234,1
1358,jl_1510a78a5449aebd,1
1359,jl_72b70793a17036c8,1
