,id,years
753,jl_cb8cea591851c2a5,4
754,jl_834e18841034374f,4
755,jl_a6e054a4c171a552,4
756,jl_87cc4744248bbda8,4
757,jl_32122be46c858ee8,4
758,jl_413557e57c52570c,4
759,jl_ffdf08bfd382ea3e,4
760,jl_17f1aa06a0c4d34b,4
761,jl_5897b92b878474a6,4
762,jl_0d10ec5c2c7c0452,4
763,jl_ba7073323f646ec0,4
764,jl_8822f269cfc35271,4
765,jl_85df5c44dfaaeed6,4
766,jl_c8c8d305379d71d2,4
767,jl_5f0f4fe544fd2c7e,4
768,jl_29df1ba93a8ed1b1,4
769,jl_a120650e6abacf3d,4
770,jl_e399641afa27d098,4
771,jl_8b7ca6450e2a0ccf,4
772,jl_7c4dc318ab72839c,4
773,jl_980d81e309c8ed39,4
774,jl_8822f269cfc35271,4
775,jl_7c4bf4ba3b390ba4,4
776,jl_46f9749df0d852a5,4
777,jl_8b7ca6450e2a0ccf,4
778,jl_aed883c28a3fb71a,4
779,jl_15591348118a4b44,4
780,jl_14682eae4320278e,4
781,jl_d19269bd7b02ec4d,4
782,jl_8f00334a7d5ae38c,4
783,jl_ceca6d599f2c119e,4
784,jl_38ca74776ebc975e,4
785,jl_7c4bf4ba3b390ba4,4
786,jl_b4092d4e9365422c,4
787,jl_cded8d3d4ae27f2d,4
788,jl_98fbcf1df40d912b,4
789,jl_d19269bd7b02ec4d,4
790,jl_aed883c28a3fb71a,4
791,jl_4dcb49af622cef2d,4
792,jl_b4092d4e9365422c,4
793,jl_6d0b7bcd478dbb3c,4
794,jl_bf84c091eac6c525,4
795,jl_ceca6d599f2c119e,4
796,jl_6cc2143244cb3dae,4
797,jl_7fa77d836912f6a3,4
798,jl_68a88791d07ab688,4
799,jl_068a3979b3d7481e,4
800,jl_6c5f8f457868ac8d,4
801,jl_05f19a5d24137747,4
802,jl_2cfb85aac6a33d4b,4
803,jl_03a7134583d29211,4
804,jl_92307eb3ac5acb6d,4
805,jl_e7289f833bfae09f,4
806,jl_548d5d6f4e260c19,4
807,jl_b11c3ebbe249447e,4
808,jl_c2e361dbb71ecbf8,4
809,jl_6d0b7bcd478dbb3c,4
810,jl_60fd5ca58cfdac0a,4
811,jl_c502cc5eeed7219b,4
812,jl_92307eb3ac5acb6d,4
813,jl_1f0fc9f9c271e3c6,4
814,jl_2297c2310db8a379,4
815,jl_49c75ac9d7ae818a,4
816,jl_b333e4ed28d84a15,4
817,jl_1240e266831b0e8e,4
818,jl_e1e3c806589293d1,4
819,jl_548d5d6f4e260c19,4
820,jl_c502cc5eeed7219b,4
821,jl_f5264968f6e69951,4
822,jl_f5264968f6e69951,4
823,jl_5710482d98dde322,4
824,jl_1f0fc9f9c271e3c6,4
825,jl_6c1208bc7aac6c1a,4
826,jl_30e157fb71ba8637,4
827,jl_6437ecada5577748,4
828,jl_81c5ad491188bbcb,4
829,jl_148b08ffb48b5797,4
830,jl_49c75ac9d7ae818a,4
831,jl_2f8499bd7d25a30b,4
832,jl_e40649282f4e0b97,4
833,jl_ee36f52bb9bd3cc4,4
834,jl_b9f2b2216a555168,4
835,jl_97ef805231ce43b1,4
836,jl_8a9efdfc6b44ded9,4
837,jl_3825479dd089dc9f,4
838,jl_adb5c876631d27c4,4
839,jl_88f7cf12fa0a26ea,4
840,jl_860e0ccf2c016d3a,4
841,jl_8d188c08bf77e2fc,4
842,jl_866f0611498d20e9,4
843,jl_933aff337be8492f,4
844,jl_debcabe0e4fb3f6c,4
845,jl_a988b8b70a31fd60,4
846,jl_810e9aac17e3fdf4,4
847,jl_7d4fe7cf28a1f0ad,4
848,jl_3d7d20fabddecd8f,4
849,jl_db00a63829c3b92c,4
850,jl_646ce7296f32f4e0,4
851,jl_a6a9559f32a9a269,4
852,jl_3057f60266379f36,4
853,jl_31cd06b99a8d89bf,4
854,jl_23ad9ed2df326bf2,4
855,jl_cba03bc61748b82c,4
856,jl_dfef34cc5989dfbe,4
857,jl_ae5b9956e76c1984,4
858,jl_edf3a3681ef7d8b0,4
859,jl_83a939c502f1424d,4
860,jl_ee39ae71ab74406d,4
861,jl_15a70b8820b2ff47,4
862,jl_b140520982dd3d77,4
863,jl_05d122c5a0ad3761,4
864,jl_fb5f8a6be35f453d,4
865,jl_027e3c953609ef2c,4
866,jl_ec9d038790d4c362,4
867,jl_ad07c0f93d0bc43b,4
868,jl_87fb5100b56774da,4
869,jl_ed895388b91796a2,4
870,jl_06b836eb618ffa74,4
871,jl_d3952dc4c4d1b99a,4
872,jl_05d122c5a0ad3761,4
873,jl_ad07c0f93d0bc43b,4
874,jl_6de66d94621c0dd6,4
875,jl_5dedeced904a85f7,4
876,jl_1155b9c0cb2e9ea7,4
877,jl_13dfdb937816c38b,4
878,jl_87031e141096a78e,4
879,jl_c5f3c47b30bb0eba,4
880,jl_047b7e8442ef128a,4
881,jl_18214d812acba678,4
882,jl_619cfb62aa572757,4
883,jl_58e0edacff347dd4,4
884,jl_31572b6e494bcd16,4
885,jl_6957a6f0219d8499,4
886,jl_e1e0192be81ac2d3,4
887,jl_6ea9738fed1dfbbb,4
888,jl_1288cdf1a948add9,4
889,jl_4d1974f5a0582187,4
890,jl_90adc7e952924bb6,4
891,jl_a4bbae96f02d4499,4
892,jl_1939a81f21be2365,4
893,jl_4cf5ae4c9c4893d1,4
894,jl_25f16017787efd66,4
895,jl_23b719cdba1a6daf,4
896,jl_d628a3abc83f789c,4
897,jl_8410cb78751c2c43,4
898,jl_9b8c147ac3412790,4
899,jl_c0dfece2cb14d963,4
900,jl_496cf4c0a5e536d9,4
901,jl_ba3d69ed03904b9c,4
902,jl_e1e0192be81ac2d3,4
903,jl_0c91fdd07de88b93,4
904,jl_58e0edacff347dd4,4
905,jl_9b8c147ac3412790,4
906,jl_4319a7b5e26f65bf,4
907,jl_1cab93f7b55785d8,4
908,jl_8410cb78751c2c43,4
909,jl_cd5a74e5f7dfee81,4
910,jl_826471111e7b2c8d,4
911,jl_089f591e30eeed8c,4
912,jl_7c52b09d9780e6ff,4
913,jl_1bcd8f5dff60d9ea,4
914,jl_5a7aff08fd51ee2d,4
915,jl_2ba4b38ddb7b8f33,4
916,jl_d19c522878ece55f,4
917,jl_882be1672d0783ee,4
918,jl_b5e0539887534cc2,4
919,jl_5b215c1ea0687d2a,4
920,jl_149d31c4f6d79b5e,4
921,jl_c802e30b1a4ae8a1,4
922,jl_149d31c4f6d79b5e,4
923,jl_7c52b09d9780e6ff,4
924,jl_2ba4b38ddb7b8f33,4
925,jl_c802e30b1a4ae8a1,4
926,jl_4567b2175e6c3c31,4
927,jl_04406a71a9e70212,4
928,jl_460decf55f256e18,4
929,jl_f7ec88b5f2e80966,4
930,jl_22b8fda60b261103,4
931,jl_046ce6aba3c4bf2c,4
932,jl_04406a71a9e70212,4
933,jl_460decf55f256e18,4
934,jl_3355ed5bef8a1b80,4
935,jl_9a4712954b2ae843,4
936,jl_91b954fe8609bc62,4
937,jl_e4d7af91d7f0f389,4
938,jl_bc7fa792386da07c,4
939,jl_43481848e1116be4,4
940,jl_4648fe02ab7759d6,4
941,jl_e8dcd5616a128c05,4
942,jl_0ec5dd47e2a91c42,4
943,jl_bd531aa0b00fa421,4
944,jl_5b812ed8af350a74,4
945,jl_6fce84d7aedcfa62,4
946,jl_3597f52383677250,4
947,jl_0d330ad471e57ebb,4
948,jl_30dc9567f434ae4e,4
949,jl_569afe6d412e2980,4
950,jl_e8c75793de543c04,4
951,jl_eb1ada7e963b6f2b,4
952,jl_5a24dcb732d85a93,4
953,jl_8ae3342a8d253818,4
954,jl_569afe6d412e2980,4
955,jl_30dc9567f434ae4e,4
956,jl_0d330ad471e57ebb,4
957,jl_e8c75793de543c04,4
958,jl_eb1ada7e963b6f2b,4
959,jl_c692f04727fbfbe4,4
960,jl_a1b3b5ff71b258a6,4
961,jl_6e6a4cd1484ba980,4
962,jl_0e2dd682ec7d0a23,4
963,jl_7031c6dd541a6f8c,4
964,jl_17337709d0c856bb,4
965,jl_5298143fd4cdc199,4
966,jl_a04d9bc82f9a5fdb,4
967,jl_8a3e91781bf16ddb,4
968,jl_63bae70959e9b779,4
969,jl_ed7ef62aaed6df44,4
970,jl_9ffa35a19d0fab79,4
971,jl_0d1351822d3a6df5,4
972,jl_17337709d0c856bb,4
973,jl_63bae70959e9b779,4
974,jl_a15d50dc0c1c2035,4
975,jl_8ae3342a8d253818,4
976,jl_8d5beb279210b992,4
977,jl_a1b3b5ff71b258a6,4
978,jl_b44e982ce6acce01,4
979,jl_e3414a7fbcabf8e4,4
980,jl_1130793f98655196,4
981,jl_e2f0fd8d785c83a3,4
982,jl_7ca7ec20e8a87bef,4
983,jl_69fb1078a82813db,4
984,jl_1130793f98655196,4
985,jl_c25e538ac1574b0f,4
986,jl_b44e982ce6acce01,4
987,jl_e2f0fd8d785c83a3,4
988,jl_57d36d880dc90113,4
989,jl_b39c4036169c614d,4
990,jl_85017d6b3a30bdd3,4
991,jl_4e1a9f6ade6432c0,4
992,jl_60c00ae9e15f9b07,4
993,jl_b4c7c825a7a6b003,4
994,jl_c5fed7d21d5c5c5c,4
995,jl_69fb1078a82813db,4
996,jl_c25e538ac1574b0f,4
997,jl_b39c4036169c614d,4
998,jl_57d36d880dc90113,4
999,jl_85017d6b3a30bdd3,4
