account_key,join_date,cancel_date,days_active,status
292,2014-12-05,2015-08-27,266,1
293,2015-05-10,2015-08-17,100,0
294,2015-06-04,2015-08-27,85,1
295,2014-12-07,2015-08-27,264,1
296,2015-06-08,2015-08-27,81,1
297,2015-01-12,2015-08-27,228,1
298,2015-05-08,2015-08-27,112,1
299,2015-04-24,2015-08-27,126,1
300,2014-12-03,2015-08-27,268,1
301,2014-11-10,2015-08-27,291,1
302,2015-04-24,2015-08-27,126,1
303,2015-05-11,2015-08-27,109,1
304,2015-05-10,2015-08-27,110,1
305,2015-03-10,2015-08-27,171,1
306,2015-02-08,2015-08-27,201,1
307,2015-02-10,2015-08-27,199,1
308,2014-11-16,2015-08-27,285,1
309,2014-11-10,2015-08-27,291,1
310,2015-04-06,2015-08-27,144,1
311,2014-11-16,2015-08-27,285,1
313,2015-02-05,2015-08-27,204,1
314,2015-05-11,2015-08-27,109,1
315,2014-11-10,2015-05-17,189,0
316,2014-12-06,2015-06-13,190,0
317,2015-07-09,2015-08-27,50,1
318,2015-06-05,2015-08-27,84,1
319,2014-12-30,2015-08-27,241,1
320,2015-05-07,2015-08-27,113,1
321,2014-11-15,2015-08-27,286,1
322,2014-11-10,2015-08-27,291,1
323,2014-11-10,2015-04-17,159,0
324,2015-07-09,2015-08-27,50,1
325,2015-07-19,2015-08-27,40,1
326,2015-07-09,2015-08-27,50,1
327,2014-11-14,2015-08-27,287,1
328,2014-11-10,2015-08-27,291,1
329,2014-11-10,2015-08-27,291,1
330,2015-05-10,2015-08-27,110,1
331,2015-05-11,2015-08-27,109,1
332,2015-08-11,2015-08-27,17,1
333,2015-04-01,2015-08-27,149,1
334,2014-11-16,2015-08-27,285,1
335,2014-11-12,2015-05-19,189,0
336,2014-11-10,2015-08-27,291,1
337,2015-02-10,2015-08-27,199,1
338,2014-11-15,2015-08-27,286,1
339,2014-11-10,2015-06-17,220,0
340,2015-04-01,2015-08-27,149,1
341,2015-05-10,2015-08-27,110,1
342,2014-12-05,2015-08-27,266,1
343,2014-12-07,2015-03-14,98,0
344,2015-01-11,2015-08-27,229,1
345,2015-01-07,2015-08-27,233,1
346,2014-12-05,2015-08-27,266,1
347,2014-12-07,2015-08-27,264,1
348,2015-02-05,2015-08-27,204,1
349,2015-04-03,2015-08-27,147,1
350,2015-01-07,2015-08-27,233,1
351,2015-03-08,2015-08-27,173,1
352,2015-02-05,2015-08-27,204,1
353,2015-04-24,2015-08-27,126,1
354,2014-11-10,2015-08-27,291,1
355,2015-07-17,2015-08-27,42,1
356,2015-01-09,2015-08-27,231,1
357,2015-01-11,2015-08-27,229,1
358,2014-12-05,2015-08-27,266,1
359,2015-07-15,2015-08-27,44,1
360,2015-05-06,2015-08-27,114,1
361,2015-05-13,2015-06-20,39,0
362,2015-01-09,2015-04-16,98,0
363,2015-04-02,2015-08-27,148,1
364,2014-12-05,2015-08-27,266,1
365,2015-05-13,2015-08-27,107,1
366,2014-11-10,2015-04-17,159,0
367,2014-11-11,2015-04-02,143,0
368,2014-11-10,2015-08-27,291,1
369,2014-11-10,2015-08-27,291,1
370,2015-04-24,2015-08-27,126,1
371,2015-01-13,2015-08-27,227,1
372,2015-03-06,2015-08-27,175,1
373,2015-01-12,2015-08-27,228,1
374,2015-02-06,2015-08-27,203,1
375,2015-03-09,2015-08-27,172,1
376,2015-05-05,2015-08-27,115,1
377,2014-12-05,2015-08-27,266,1
378,2014-11-10,2015-04-17,159,0
379,2015-01-12,2015-08-27,228,1
380,2014-12-08,2015-08-27,263,1
381,2015-02-09,2015-08-27,200,1
382,2015-05-06,2015-08-27,114,1
383,2015-01-07,2015-08-27,233,1
384,2015-06-08,2015-08-27,81,1
385,2015-05-08,2015-08-27,112,1
386,2015-01-13,2015-06-13,152,0
387,2015-04-24,2015-08-27,126,1
388,2014-12-08,2015-08-27,263,1
389,2014-11-14,2015-08-27,287,1
390,2014-11-10,2015-08-27,291,1
391,2015-02-10,2015-08-27,199,1
392,2015-04-02,2015-08-27,148,1
393,2015-07-18,2015-08-27,41,1
394,2014-11-10,2015-04-17,159,0
395,2015-04-08,2015-08-27,142,1
396,2015-04-24,2015-08-27,126,1
397,2014-12-04,2015-08-27,267,1
398,2015-05-11,2015-08-27,109,1
399,2015-05-12,2015-08-27,108,1
400,2015-04-01,2015-08-27,149,1
401,2015-04-24,2015-08-27,126,1
402,2015-01-12,2015-08-27,228,1
403,2015-07-16,2015-08-27,43,1
404,2015-04-07,2015-08-17,133,0
405,2015-06-03,2015-08-27,86,1
406,2015-05-10,2015-08-27,110,1
407,2015-05-06,2015-08-13,100,0
408,2014-11-10,2015-04-17,159,0
409,2015-03-06,2015-08-27,175,1
410,2015-05-12,2015-08-19,100,0
411,2014-12-08,2015-06-15,190,0
412,2014-11-10,2015-08-27,291,1
413,2015-02-06,2015-05-13,97,0
414,2015-06-07,2015-08-27,82,1
415,2014-11-16,2015-08-27,285,1
416,2015-02-11,2015-07-15,155,0
417,2015-08-12,2015-08-27,16,1
418,2015-01-11,2015-07-18,189,0
419,2014-11-17,2015-08-08,265,0
420,2014-11-10,2015-08-27,291,1
421,2015-01-08,2015-08-27,232,1
422,2015-05-08,2015-08-27,112,1
423,2015-02-09,2015-08-27,200,1
424,2015-04-06,2015-08-27,144,1
425,2015-04-05,2015-08-27,145,1
426,2015-04-01,2015-08-14,136,0
427,2015-01-09,2015-06-16,159,0
428,2014-11-10,2015-08-27,291,1
429,2014-11-10,2015-06-17,220,0
430,2015-07-10,2015-08-27,49,1
431,2014-11-10,2015-03-17,128,0
432,2015-03-09,2015-08-27,172,1
433,2015-04-08,2015-08-27,142,1
434,2015-01-12,2015-06-03,143,0
435,2015-02-06,2015-08-27,203,1
436,2015-02-08,2015-08-27,201,1
437,2015-04-02,2015-08-27,148,1
438,2015-07-17,2015-08-27,42,1
439,2014-11-10,2015-08-27,291,1
440,2014-11-11,2015-02-18,100,0
441,2014-11-12,2015-06-19,220,0
442,2015-01-07,2015-08-27,233,1
443,2014-11-10,2015-08-27,291,1
444,2014-12-04,2015-08-27,267,1
445,2015-05-13,2015-08-27,107,1
446,2015-01-07,2015-08-27,233,1
447,2015-04-24,2015-06-04,42,0
449,2015-04-03,2015-08-27,147,1
450,2014-12-07,2015-08-27,264,1
451,2015-04-01,2015-08-27,149,1
452,2015-06-04,2015-08-27,85,1
453,2014-12-08,2015-08-27,263,1
454,2015-05-12,2015-08-27,108,1
455,2015-04-01,2015-08-27,149,1
456,2015-06-07,2015-08-27,82,1
457,2015-03-10,2015-08-27,171,1
458,2014-11-10,2015-08-27,291,1
459,2015-06-08,2015-08-27,81,1
460,2015-01-07,2015-08-27,233,1
461,2014-12-08,2015-08-27,263,1
462,2015-07-09,2015-08-27,50,1
463,2015-02-09,2015-08-27,200,1
464,2015-04-01,2015-08-27,149,1
465,2015-02-05,2015-08-12,189,0
466,2015-05-06,2015-08-27,114,1
467,2015-01-10,2015-07-02,174,0
468,2015-04-02,2015-08-27,148,1
469,2014-11-16,2015-08-27,285,1
471,2015-05-07,2015-08-27,113,1
472,2015-01-07,2015-08-27,233,1
473,2014-12-08,2015-04-15,129,0
474,2014-12-09,2015-03-16,98,0
475,2015-05-09,2015-08-27,111,1
476,2015-05-08,2015-08-27,112,1
477,2015-03-04,2015-07-11,130,0
478,2015-06-09,2015-08-27,80,1
479,2015-05-09,2015-08-27,111,1
480,2014-11-10,2015-08-27,291,1
481,2015-05-28,2015-08-27,92,1
482,2015-04-03,2015-08-27,147,1
483,2014-11-10,2015-04-20,162,0
484,2015-05-07,2015-08-27,113,1
485,2015-03-10,2015-08-27,171,1
486,2015-01-12,2015-08-27,228,1
487,2015-05-10,2015-08-27,110,1
488,2014-11-15,2015-08-27,286,1
489,2015-06-01,2015-08-27,88,1
490,2015-05-13,2015-08-27,107,1
491,2015-05-12,2015-08-27,108,1
492,2015-03-10,2015-08-27,171,1
493,2015-02-05,2015-08-27,204,1
494,2014-11-10,2015-08-27,291,1
495,2014-11-12,2015-08-27,289,1
496,2015-06-03,2015-08-27,86,1
497,2015-05-12,2015-08-27,108,1
498,2015-07-09,2015-08-27,50,1
499,2014-11-17,2015-05-13,178,0
500,2014-11-12,2015-08-27,289,1
501,2015-05-11,2015-08-27,109,1
502,2014-11-15,2015-08-27,286,1
503,2015-06-03,2015-08-27,86,1
504,2014-11-10,2015-06-17,220,0
505,2015-03-07,2015-05-14,69,0
506,2014-11-10,2015-08-27,291,1
507,2015-01-09,2015-08-27,231,1
508,2015-03-04,2015-08-27,177,1
509,2015-03-05,2015-08-27,176,1
510,2015-02-05,2015-08-27,204,1
511,2015-05-11,2015-08-27,109,1
512,2014-11-10,2015-03-17,128,0
513,2015-05-28,2015-08-27,92,1
514,2014-12-04,2015-06-11,190,0
515,2015-01-08,2015-08-27,232,1
516,2014-12-09,2015-08-27,262,1
517,2015-03-06,2015-08-27,175,1
518,2015-06-08,2015-08-27,81,1
519,2015-05-11,2015-08-27,109,1
520,2014-11-10,2015-03-17,128,0
521,2015-02-09,2015-07-16,158,0
522,2014-11-10,2015-08-27,291,1
523,2014-12-03,2015-08-27,268,1
524,2014-12-06,2015-08-27,265,1
525,2014-11-10,2015-07-17,250,0
526,2015-07-16,2015-08-27,43,1
527,2015-01-09,2015-08-27,231,1
528,2015-04-03,2015-08-10,130,0
529,2014-12-08,2015-08-27,263,1
530,2015-01-07,2015-08-27,233,1
531,2015-07-08,2015-08-27,51,1
532,2015-01-12,2015-06-19,159,0
533,2015-05-11,2015-08-27,109,1
534,2015-01-12,2015-04-19,98,0
535,2015-02-08,2015-08-27,201,1
536,2015-04-24,2015-08-27,126,1
537,2014-11-10,2015-08-27,291,1
538,2015-06-02,2015-08-27,87,1
539,2014-12-03,2015-08-27,268,1
540,2015-05-08,2015-08-27,112,1
541,2014-11-12,2015-06-19,220,0
542,2015-07-10,2015-08-27,49,1
543,2015-04-01,2015-08-27,149,1
544,2014-11-10,2015-05-17,189,0
545,2015-05-28,2015-08-27,92,1
546,2014-12-05,2015-08-27,266,1
547,2014-12-09,2015-08-16,251,0
548,2015-07-20,2015-08-27,39,1
549,2014-12-03,2015-06-10,190,0
550,2014-11-10,2015-07-04,237,0
551,2015-04-24,2015-08-27,126,1
552,2015-08-14,2015-08-27,14,1
553,2014-11-10,2015-08-27,291,1
554,2015-06-07,2015-08-27,82,1
555,2015-04-09,2015-08-27,141,1
556,2015-05-12,2015-08-27,108,1
557,2014-12-08,2015-08-27,263,1
558,2014-12-03,2015-08-27,268,1
559,2015-05-07,2015-08-27,113,1
560,2014-12-06,2015-08-27,265,1
561,2015-02-05,2015-08-27,204,1
562,2014-11-10,2015-08-27,291,1
563,2014-12-03,2015-07-10,220,0
564,2015-02-08,2015-08-27,201,1
565,2015-06-08,2015-08-27,81,1
566,2015-05-12,2015-08-27,108,1
567,2015-01-12,2015-08-27,228,1
568,2014-11-10,2015-08-27,291,1
569,2015-06-02,2015-08-09,69,0
570,2014-12-07,2015-08-27,264,1
571,2014-12-08,2015-08-27,263,1
572,2015-05-28,2015-08-27,92,1
573,2015-06-07,2015-08-27,82,1
574,2015-04-24,2015-08-27,126,1
575,2015-07-17,2015-08-27,42,1
576,2014-11-10,2015-02-17,100,0
577,2014-11-12,2015-07-12,243,0
578,2015-04-02,2015-08-27,148,1
579,2014-11-15,2015-08-27,286,1
580,2014-11-10,2015-07-17,250,0
581,2014-12-07,2015-08-27,264,1
582,2014-11-10,2015-08-27,291,1
583,2014-12-08,2015-05-15,159,0
584,2014-11-10,2015-08-27,291,1
585,2015-04-01,2015-08-27,149,1
586,2015-03-10,2015-08-27,171,1
587,2014-11-10,2015-08-27,291,1
588,2015-04-02,2015-08-27,148,1
589,2015-02-05,2015-08-27,204,1
590,2014-12-03,2015-08-27,268,1
591,2014-11-12,2015-08-27,289,1
592,2015-01-07,2015-08-27,233,1
593,2015-04-02,2015-08-27,148,1
594,2014-12-05,2015-08-27,266,1
595,2014-11-10,2015-08-27,291,1
596,2015-05-12,2015-08-27,108,1
597,2015-01-12,2015-07-19,189,0
598,2015-01-12,2015-08-27,228,1
599,2014-11-12,2015-08-27,289,1
600,2015-04-07,2015-08-27,143,1
601,2014-11-10,2015-08-27,291,1
602,2015-02-06,2015-08-13,189,0
603,2015-02-09,2015-08-27,200,1
604,2014-11-10,2015-08-27,291,1
605,2015-02-06,2015-08-27,203,1
606,2015-04-08,2015-06-15,69,0
607,2015-03-05,2015-08-27,176,1
608,2015-05-10,2015-08-27,110,1
609,2015-04-24,2015-08-27,126,1
610,2015-01-07,2015-03-14,67,0
611,2014-12-08,2015-01-15,39,0
612,2014-11-10,2015-03-17,128,0
613,2014-12-05,2015-08-27,266,1
614,2015-03-06,2015-08-27,175,1
615,2015-03-05,2015-08-27,176,1
616,2015-05-28,2015-08-27,92,1
617,2014-11-12,2015-08-27,289,1
618,2014-12-05,2015-04-12,129,0
619,2015-06-06,2015-08-27,83,1
620,2014-11-10,2015-08-27,291,1
621,2015-05-12,2015-08-27,108,1
622,2015-01-08,2015-06-15,159,0
623,2014-12-07,2015-04-15,130,0
624,2015-03-04,2015-06-26,115,0
625,2015-04-02,2015-08-27,148,1
626,2014-11-10,2015-05-11,183,0
627,2014-11-16,2015-08-27,285,1
628,2015-06-09,2015-08-27,80,1
629,2015-06-09,2015-08-27,80,1
630,2014-11-11,2015-03-18,128,0
631,2014-12-03,2015-07-15,225,0
632,2015-04-07,2015-08-27,143,1
633,2015-07-17,2015-08-27,42,1
634,2014-12-09,2015-06-16,190,0
635,2015-05-07,2015-08-27,113,1
636,2015-02-09,2015-08-12,185,0
637,2014-12-06,2015-08-13,251,0
639,2014-11-13,2015-03-20,128,0
640,2014-11-12,2015-08-27,289,1
641,2014-12-09,2015-06-14,188,0
642,2015-01-11,2015-08-27,229,1
643,2014-12-03,2015-08-27,268,1
644,2015-05-13,2015-08-27,107,1
645,2015-02-09,2015-05-16,97,0
646,2015-06-04,2015-08-27,85,1
647,2015-05-06,2015-08-27,114,1
648,2015-05-11,2015-08-27,109,1
649,2014-11-10,2015-03-17,128,0
650,2014-12-04,2015-08-11,251,0
651,2015-04-06,2015-06-13,69,0
652,2015-03-10,2015-08-27,171,1
653,2015-03-05,2015-08-27,176,1
654,2014-12-03,2014-12-04,2,0
655,2014-11-10,2015-01-20,72,0
656,2015-05-12,2015-08-27,108,1
657,2015-01-13,2015-03-20,67,0
658,2015-04-06,2015-04-10,5,0
659,2015-03-10,2015-03-15,6,0
660,2014-12-03,2015-01-10,39,0
661,2015-05-12,2015-06-19,39,0
662,2015-07-17,2015-07-21,5,0
663,2015-06-02,2015-06-15,14,0
664,2015-01-08,2015-01-08,1,0
665,2015-05-12,2015-08-27,108,1
666,2015-02-09,2015-04-16,67,0
667,2014-12-09,2015-01-16,39,0
668,2014-12-09,2015-01-20,43,0
669,2015-05-12,2015-07-19,69,0
670,2015-01-08,2015-04-15,98,0
671,2014-12-09,2015-02-03,57,0
672,2014-11-14,2015-08-27,287,1
673,2015-06-01,2015-08-27,88,1
674,2015-05-12,2015-08-27,108,1
675,2014-11-11,2014-11-16,6,0
676,2015-04-13,2015-08-27,137,1
677,2015-04-08,2015-04-14,7,0
678,2015-01-08,2015-02-15,39,0
679,2015-06-08,2015-06-13,6,0
680,2015-03-09,2015-03-12,4,0
681,2015-04-01,2015-06-15,76,0
682,2014-12-07,2015-05-15,160,0
683,2014-11-14,2014-11-15,2,0
684,2014-11-16,2014-11-21,6,0
685,2015-03-10,2015-03-17,8,0
686,2015-08-23,2015-08-27,5,1
687,2015-07-20,2015-08-27,39,1
688,2015-01-09,2015-01-11,3,0
689,2015-07-17,2015-08-27,42,1
690,2015-02-05,2015-08-27,204,1
691,2015-01-07,2015-01-10,4,0
692,2015-02-11,2015-02-24,14,0
693,2014-11-15,2015-01-23,70,0
694,2015-07-10,2015-08-27,49,1
695,2014-12-09,2014-12-15,7,0
696,2014-11-10,2015-01-20,72,0
697,2014-12-08,2015-01-15,39,0
698,2015-01-08,2015-02-15,39,0
699,2015-08-11,2015-08-18,8,0
700,2014-11-10,2014-11-16,7,0
701,2015-07-16,2015-07-20,5,0
702,2014-11-13,2015-08-27,288,1
703,2015-03-06,2015-03-09,4,0
704,2015-05-06,2015-07-13,69,0
705,2014-12-08,2015-04-28,142,0
706,2015-04-07,2015-07-14,99,0
707,2014-12-03,2014-12-03,1,0
708,2015-06-05,2015-06-10,6,0
709,2015-02-08,2015-03-15,36,0
710,2014-12-08,2015-02-15,70,0
711,2015-05-08,2015-05-08,1,0
712,2014-11-13,2015-03-20,128,0
713,2015-05-12,2015-07-04,54,0
714,2015-05-11,2015-07-12,63,0
715,2015-05-12,2015-08-27,108,1
716,2015-02-11,2015-02-15,5,0
717,2014-12-04,2014-12-04,1,0
718,2015-05-08,2015-06-19,43,0
719,2014-11-17,2014-11-25,9,0
720,2015-03-04,2015-04-11,39,0
721,2015-06-09,2015-07-15,37,0
722,2015-01-12,2015-05-19,128,0
723,2015-04-03,2015-04-06,4,0
724,2015-01-12,2015-01-18,7,0
725,2014-12-06,2014-12-06,1,0
726,2015-04-08,2015-05-15,38,0
727,2014-12-07,2014-12-07,1,0
728,2014-12-05,2014-12-05,1,0
729,2015-04-03,2015-04-25,23,0
730,2015-01-08,2015-01-30,23,0
731,2015-06-03,2015-06-07,5,0
732,2015-01-12,2015-05-19,128,0
733,2015-01-12,2015-01-12,1,0
734,2015-05-13,2015-05-17,5,0
735,2015-04-14,2015-06-09,57,0
736,2014-12-04,2015-03-11,98,0
737,2014-11-10,2014-11-10,1,0
738,2015-02-07,2015-02-13,7,0
739,2015-04-05,2015-04-05,1,0
740,2014-11-11,2014-11-15,5,0
741,2015-02-09,2015-02-15,7,0
742,2015-08-14,2015-08-27,14,1
743,2014-12-09,2015-01-16,39,0
744,2014-11-14,2014-12-21,38,0
745,2014-11-11,2014-11-13,3,0
746,2015-02-05,2015-03-12,36,0
747,2014-12-07,2015-08-27,264,1
748,2015-06-08,2015-08-27,81,1
749,2015-03-05,2015-03-05,1,0
750,2015-06-06,2015-06-06,1,0
751,2015-08-11,2015-08-27,17,1
752,2014-11-10,2014-11-19,10,0
753,2015-03-05,2015-04-12,39,0
754,2015-08-21,2015-08-27,7,1
755,2014-11-10,2015-08-27,291,1
756,2014-11-12,2015-01-15,65,0
757,2015-01-11,2015-02-18,39,0
758,2015-05-12,2015-05-17,6,0
759,2014-12-08,2015-04-15,129,0
760,2014-11-10,2014-11-13,4,0
761,2015-01-11,2015-02-18,39,0
762,2015-06-08,2015-07-15,38,0
763,2015-06-08,2015-06-14,7,0
764,2015-07-17,2015-08-27,42,1
765,2015-01-13,2015-01-18,6,0
766,2015-05-10,2015-05-10,1,0
767,2014-12-08,2014-12-11,4,0
768,2015-03-10,2015-03-11,2,0
769,2015-04-03,2015-04-25,23,0
770,2014-11-15,2014-11-19,5,0
771,2014-12-09,2015-08-27,262,1
772,2015-05-12,2015-05-19,8,0
773,2015-07-17,2015-08-27,42,1
774,2015-01-11,2015-01-15,5,0
775,2015-07-17,2015-07-24,8,0
776,2014-12-08,2015-02-03,58,0
777,2015-06-08,2015-08-15,69,0
778,2014-12-07,2014-12-29,23,0
779,2015-05-10,2015-06-18,40,0
780,2015-01-11,2015-02-18,39,0
781,2015-04-02,2015-08-27,148,1
782,2015-07-17,2015-08-27,42,1
783,2015-07-13,2015-07-19,7,0
784,2015-08-17,2015-08-27,11,1
785,2015-01-12,2015-05-19,128,0
786,2015-04-02,2015-05-09,38,0
787,2014-11-16,2014-12-23,38,0
788,2015-04-01,2015-04-06,6,0
789,2015-02-06,2015-02-06,1,0
790,2014-12-09,2014-12-15,7,0
791,2015-01-08,2015-08-27,232,1
792,2015-02-09,2015-06-16,128,0
793,2015-02-10,2015-04-17,67,0
794,2015-08-13,2015-08-27,15,1
795,2015-03-09,2015-03-13,5,0
796,2015-04-07,2015-04-16,10,0
797,2015-04-24,2015-08-27,126,1
798,2015-07-19,2015-08-27,40,1
799,2015-02-06,2015-02-06,1,0
800,2014-11-12,2015-05-11,181,0
801,2014-12-08,2015-02-03,58,0
802,2015-01-08,2015-01-08,1,0
803,2015-01-08,2015-01-08,1,0
804,2015-06-09,2015-07-16,38,0
805,2015-08-11,2015-08-27,17,1
806,2015-07-15,2015-08-27,44,1
807,2015-07-20,2015-07-22,3,0
808,2014-12-08,2014-12-30,23,0
809,2015-03-10,2015-03-14,5,0
810,2014-11-10,2014-11-13,4,0
811,2015-05-06,2015-06-13,39,0
812,2015-07-09,2015-08-27,50,1
813,2015-07-11,2015-07-17,7,0
814,2015-06-02,2015-06-07,6,0
815,2015-05-12,2015-05-18,7,0
816,2015-08-20,2015-08-27,8,1
817,2014-12-09,2014-12-09,1,0
819,2015-03-04,2015-03-04,1,0
820,2014-12-06,2014-12-09,4,0
821,2014-11-10,2014-11-16,7,0
822,2014-11-17,2015-08-27,284,1
823,2015-02-10,2015-05-17,97,0
824,2015-01-09,2015-03-04,55,0
825,2015-05-06,2015-06-16,42,0
826,2015-06-05,2015-06-09,5,0
827,2015-07-08,2015-07-12,5,0
828,2015-03-09,2015-04-16,39,0
829,2014-11-14,2014-12-22,39,0
830,2015-04-03,2015-04-06,4,0
831,2014-12-03,2015-01-10,39,0
832,2015-07-16,2015-08-27,43,1
833,2015-02-09,2015-03-03,23,0
834,2015-08-13,2015-08-27,15,1
835,2014-12-03,2015-01-10,39,0
836,2014-12-09,2015-08-27,262,1
837,2014-11-10,2014-11-11,2,0
838,2014-11-10,2014-11-11,2,0
839,2014-11-13,2015-01-15,64,0
840,2015-08-21,2015-08-27,7,1
841,2014-11-12,2014-11-12,1,0
842,2015-01-07,2015-01-09,3,0
843,2015-06-02,2015-08-27,87,1
844,2015-04-07,2015-05-12,36,0
845,2014-11-16,2014-11-23,8,0
846,2015-05-12,2015-06-19,39,0
847,2015-01-12,2015-01-19,8,0
848,2015-03-06,2015-08-14,162,0
849,2015-07-17,2015-07-19,3,0
850,2015-07-18,2015-07-22,5,0
851,2015-08-22,2015-08-27,6,1
852,2015-05-12,2015-08-27,108,1
853,2015-04-06,2015-08-27,144,1
854,2015-08-23,2015-08-27,5,1
855,2014-11-14,2014-12-21,38,0
856,2015-07-18,2015-08-09,23,0
857,2015-02-06,2015-08-27,203,1
858,2015-05-12,2015-07-19,69,0
859,2014-11-15,2015-02-18,96,0
860,2015-03-07,2015-03-11,5,0
861,2014-11-16,2014-11-19,4,0
862,2015-01-12,2015-01-18,7,0
863,2015-04-10,2015-04-12,3,0
864,2014-11-10,2014-11-19,10,0
865,2014-12-07,2014-12-13,7,0
866,2014-12-07,2015-01-14,39,0
867,2014-12-09,2014-12-31,23,0
868,2014-11-16,2014-12-08,23,0
869,2014-11-14,2014-11-21,8,0
870,2015-05-12,2015-05-12,1,0
871,2014-11-13,2014-11-13,1,0
872,2015-03-06,2015-08-27,175,1
873,2015-01-08,2015-01-30,23,0
874,2015-08-22,2015-08-27,6,1
875,2014-11-17,2014-11-17,1,0
876,2015-01-08,2015-01-11,4,0
877,2015-05-13,2015-06-04,23,0
878,2014-11-10,2014-11-10,1,0
879,2015-07-18,2015-07-24,7,0
880,2015-08-23,2015-08-27,5,1
881,2015-05-11,2015-05-14,4,0
882,2014-11-10,2014-12-17,38,0
883,2015-07-19,2015-08-27,40,1
884,2015-01-08,2015-01-08,1,0
885,2015-07-16,2015-08-27,43,1
886,2015-05-08,2015-05-13,6,0
887,2015-06-08,2015-08-27,81,1
888,2015-06-09,2015-08-27,80,1
889,2015-08-11,2015-08-11,1,0
890,2014-11-10,2014-11-11,2,0
891,2015-07-09,2015-07-15,7,0
892,2014-11-10,2014-11-12,3,0
893,2015-08-18,2015-08-27,10,1
894,2015-05-06,2015-05-12,7,0
895,2014-11-11,2014-11-19,9,0
896,2014-12-08,2015-08-27,263,1
897,2015-06-08,2015-07-15,38,0
898,2015-07-18,2015-07-24,7,0
899,2015-03-11,2015-03-17,7,0
900,2015-01-10,2015-08-27,230,1
901,2015-07-17,2015-08-27,42,1
902,2015-05-29,2015-05-29,1,0
903,2014-11-16,2014-11-21,6,0
904,2015-03-05,2015-03-10,6,0
905,2015-01-08,2015-03-15,67,0
906,2014-11-17,2015-08-27,284,1
907,2014-12-09,2014-12-15,7,0
908,2014-11-15,2014-11-16,2,0
909,2014-12-05,2014-12-28,24,0
910,2015-06-08,2015-06-15,8,0
911,2015-06-01,2015-06-03,3,0
912,2015-06-06,2015-08-13,69,0
913,2014-11-10,2015-02-17,100,0
914,2015-04-02,2015-07-17,107,0
915,2015-07-16,2015-07-22,7,0
916,2015-02-08,2015-04-15,67,0
917,2014-12-09,2014-12-14,6,0
918,2015-04-06,2015-05-28,53,0
919,2014-11-10,2015-03-17,128,0
920,2015-04-12,2015-08-27,138,1
921,2015-08-17,2015-08-21,5,0
922,2014-12-03,2014-12-08,6,0
923,2014-11-16,2015-08-27,285,1
924,2015-08-11,2015-08-27,17,1
925,2014-12-04,2014-12-05,2,0
926,2015-04-06,2015-04-06,1,0
927,2015-05-06,2015-07-20,76,0
928,2015-05-11,2015-08-27,109,1
929,2014-11-12,2014-11-17,6,0
930,2014-11-13,2014-11-17,5,0
931,2015-08-11,2015-08-27,17,1
932,2014-12-09,2015-01-16,39,0
933,2014-12-09,2014-12-14,6,0
934,2015-01-11,2015-02-18,39,0
