account_key,delta001,delta002,delta003,delta004,delta005,delta006,delta007,delta008,delta009,delta010,delta011,delta012,delta013,delta014,delta015,delta016,delta017,delta018,delta019,delta020,delta021,delta022,delta023,delta024,delta025,delta026,delta027,delta028,delta029,delta030,delta031,delta032,delta033,delta034,delta035,delta036,delta037,delta038,delta039,delta040,delta041,delta042,delta043,delta044,delta045,delta046,delta047,delta048,delta049,delta050,delta051,delta052,delta053,delta054,delta055,delta056,delta057,delta058,delta059,delta060,delta061,delta062,delta063,delta064,delta065,delta066,delta067,delta068,delta069,delta070,delta071,delta072,delta073,delta074,delta075,delta076,delta077,delta078,delta079,delta080,delta081,delta082,delta083,delta084,delta085,delta086,delta087,delta088,delta089,delta090,delta091,delta092,delta093,delta094,delta095,delta096,delta097,delta098,delta099,delta100,delta101,delta102,delta103,delta104,delta105,delta106,delta107,delta108,delta109,delta110,delta111,delta112,delta113,delta114,delta115,delta116,delta117,delta118,delta119,delta120,delta121,delta122,delta123,delta124,delta125,delta126,delta127,delta128,delta129,delta130,delta131,delta132,delta133,delta134,delta135,delta136,delta137,delta138,delta139,delta140,delta141,delta142,delta143,delta144,delta145,delta146,delta147,delta148,delta149,delta150,delta151,delta152,delta153,delta154,delta155,delta156,delta157,delta158,delta159,delta160,delta161,delta162,delta163,delta164,delta165,delta166,delta167,delta168,delta169,delta170,delta171
53.0,1,9,1,1,166,1,2,7,1,3,1,1,1,2,2,1,1,1,1,1,2,1,6,1,7,1,1,1,4,9,13,7,5,1,1,1,11,1,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,1,3,1,1,1,1,1,2,1,7,1,1,1,1,1,1,1,1,12,3,10,1,1,2,1,1,2,7,2,1,11,9,1,11,1,7,1,1,1,7,1,5,1,6,6,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,3,1,2,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,5,1,1,1,1,1,2,1,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,2,1,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,4,7,1,3,22,9,1,8,1,1,2,1,1,2,4,6,2,1,1,1,1,1,1,1,1,2,1,1,1,2,7,3,1,1,1,1,19,10,23,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,4,1,1,3,2,4,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,3,1,1,5,6,2,81,3,1,8,2,2,2,1,2,1,2,3,2,1,1,12,2,1,1,1,2,2,1,6,3,1,1,1,4,2,4,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,18,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,8,11,2,1,1,1,1,1,1,1,1,6,1,3,3,1,1,4,4,6,8,8,5,1,1,2,2,1,1,1,13,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,1,1,1,1,1,1,1,12,3,25,7,9,20,1,54,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,1,1,1,1,1,1,3,1,1,2,5,3,3,1,8,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,25,1,2,1,4,10,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,2,28,2,3,1,1,2,1,2,1,3,7,7,4,6,1,1,2,12,22,3,1,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,1,2,1,2,1,1,1,8,5,3,1,1,5,2,1,1,3,1,1,1,1,6,7,4,8,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,1,2,3,1,5,1,4,19,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,1,1,1,1,1,10,11,10,1,2,1,1,2,1,1,7,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,10,2,1,1,3,2,1,1,1,1,1,1,1,1,6,4,1,1,6,1,7,2,4,17,2,1,1,2,2,1,1,1,2,2,1,3,2,2,2,3,1,4,1,1,8,4,2,1,1,4,10,1,1,20,1,7,3,1,4,3,1,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,2,2,1,1,3,1,1,1,1,3,1,1,2,1,1,1,3,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,7,1,3,1,1,1,4,1,2,1,1,2,3,1,1,2,1,1,1,1,3,1,2,1,4,1,1,1,4,9,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,7,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,5,2,5,1,5,7,1,10,59,1,1,1,13,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,2,2,7,1,6,1,1,2,3,1,6,3,7,6,5,1,5,2,7,1,15,14,1,1,1,2,49,11,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,55,1,4,9,90,3,2,3,1,2,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,4,1,1,29,5,2,2,3,14,7,2,1,8,1,1,1,1,1,3,1,4,12,11,2,6,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,25,3,1,1,1,1,4,1,1,1,3,2,1,4,1,1,6,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,2,13,1,1,1,1,1,1,2,1,2,1,2,3,1,1,1,1,2,1,3,1,1,1,5,2,1,1,1,1,1,2,2,1,3,2,1,3,1,1,7,5,3,2,8,1,1,1,4,3,4,3,1,3,1,6,1,1,1,6,1,1,3,1,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,22,1,8,1,1,1,1,1,1,1,1,6,1,1,5,1,5,2,1,4,2,8,27,1,6,2,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,1,60,1,1,3,1,7,1,5,3,1,1,2,1,1,2,1,3,1,1,1,1,2,12,1,1,1,21,17,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,46,3,1,1,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,1,1,4,1,1,1,1,2,1,1,1,3,1,1,2,1,5,1,3,1,1,7,8,1,1,3,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,10,10,1,4,1,1,1,3,2,14,2,3,1,1,2,20,1,3,1,1,1,1,3,1,1,5,3,4,15,24,10,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,2,1,1,1,2,1,1,6,6,1,1,1,1,2,2,1,1,3,1,1,1,1,2,2,2,2,11,2,1,1,3,1,1,1,1,3,2,1,1,1,10,1,1,4,1,1,1,1,1,1,1,1,1,1,32,2,1,2,1,1,53,1,1,1,13,1,1,1,1,1,2,1,1,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,2,1,24,1,1,2,1,2,1,1,1,2,4,1,2,2,4,3,4,1,3,7,7,4,1,1,1,1,1,1,1,1,1,4,1,1,3,9,1,2,1,2,1,5,2,11,3,8,5,8,1,7,2,2,1,31,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,1,5,21,1,1,3,1,1,1,5,1,1,1,5,7,5,2,1,1,1,2,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,3,1,4,3,1,3,1,13,1,2,1,2,1,20,1,1,22,12,1,6,1,1,1,2,1,1,6,1,1,2,19,4,1,1,1,4,3,1,1,2,2,1,1,1,2,62,1,1,11,3,18,6,3,1,1,1,1,3,1,1,9,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,1,2,1,1,1,1,4,1,1,4,1,2,13,10,3,1,4,1,4,6,11,3,1,6,2,5,16,3,14,1,2,5,1,5,2,2,1,2,1,19,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,3,1,2,1,1,1,1,1,2,4,1,1,1,3,3,5,1,2,3,2,1,1,18,1,4,1,1,1,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,1,1,1,1,1,1,1,2,1,1,10,1,1,7,4,17,1,3,2,5,1,5,1,2,5,1,12,2,1,4,2,3,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,1,2,2,4,1,1,1,1,4,4,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,3,1,1,8,1,1,1,2,1,1,1,2,1,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,9,22,1,1,3,1,5,1,1,1,1,1,2,1,1,6,1,7,5,14,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,1,1,1,3,5,1,1,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,1,7,1,3,6,1,1,22,11,17,2,5,1,1,18,8,1,5,4,3,1,3,1,1,2,3,2,1,3,1,1,3,1,6,1,1,1,1,1,1,1,7,8,1,2,3,1,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,1,1,3,1,1,1,13,1,4,10,1,1,1,1,1,4,1,7,1,8,2,12,27,1,1,1,2,3,7,1,6,1,6,1,27,1,34,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,1,2,6,1,1,1,1,1,2,1,1,1,1,1,2,3,5,1,16,1,2,1,1,2,1,3,4,2,1,1,1,1,1,2,1,1,1,1,1,8,1,1,1,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,8,2,1,3,1,1,1,3,13,1,1,1,1,4,1,1,1,5,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,9,1,1,1,7,2,2,3,1,3,4,3,5,2,1,1,1,2,20,2,4,1,3,11,1,2,21,3,2,1,1,1,15,4,1,5,1,2,3,5,6,9,19,1,10,2,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,1,10,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,30,8,1,1,7,1,1,1,4,1,5,5,1,2,2,1,6,1,1,1,4,28,1,1,2,9,1,12,1,6,28,2,8,1,6,1,1,1,1,1,1,1,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,1,2,1,1,2,2,2,10,4,3,1,5,1,3,8,4,1,1,1,1,1,2,4,3,1,1,11,2,1,4,1,7,1,2,2,8,1,19,1,1,13,1,3,1,1,1,3,18,8,2,1,2,8,1,1,1,1,3,6,30,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,1,1,3,1,1,1,3,1,2,1,3,1,1,1,1,2,2,1,1,1,1,5,1,1,4,1,1,5,1,1,2,2,1,6,7,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,1,1,1,1,1,2,1,4,1,1,1,1,1,3,1,1,1,1,1,3,1,2,1,2,4,2,1,11,3,1,1,5,1,1,1,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,7,1,2,1,6,1,1,5,1,2,1,4,4,3,1,1,1,1,1,3,1,1,1,4,1,9,1,4,7,12,1,1,1,1,1,1,5,1,1,3,1,1,3,1,1,1,1,1,1,2,4,2,16,5,1,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,33,24,19,1,1,1,1,3,1,1,10,1,1,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,1,1,1,1,1,1,17,3,1,2,7,1,1,2,1,1,1,1,1,1,1,1,2,2,8,1,3,25,8,10,5,1,2,2,4,1,1,1,3,3,1,11,1,3,1,1,1,7,1,1,3,5,1,1,1,1,2,1,1,1,1,3,1,2,2,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,1,1,1,3,1,2,1,4,1,3,5,1,1,2,1,1,1,4,6,3,9,1,1,1,1,1,1,1,2,6,1,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,2,5,1,2,1,1,1,1,1,1,1,4,7,5,5,2,4,7,3,1,1,1,2,3,1,1,1,6,1,1,5,1,2,2,1,4,15,7,1,6,1,1,1,1,5,1,6,3,1,3,1,6,2,1,5,1,1,3,4,2,5,4,1,1,2,1,1,1,6,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,5,1,1,10,1,1,1,1,3,1,1,1,4,1,1,1,1,3,1,1,1,4,1,1,1,1,1,2,1,6,1,2,1,5,1,1,2,1,2,1,1,3,1,3,3,8,1,4,1,6,8,20,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,15,2,3,1,4,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,1,1,2,1,1,3,3,1,1,1,1,1,5,2,1,1,1,1,1,1,1,8,1,8,1,1,8,2,1,1,5,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,4,2,1,3,1,7,3,2,1,1,3,3,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,3,9,1,3,1,8,16,1,2,2,1,1,1,1,1,1,1,1,5,11,3,1,10,4,1,7,6,4,3,1,1,4,1,2,3,38,1,1,1,4,1,1,1,1,1,1,3,8,5,6,1,1,1,1,1,2,1,6,1,1,7,2,2,1,1,2,10,1,4,11,1,1,5,13,2,1,2,1,1,1,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,1,1,1,2,1,1,1,1,1,4,1,2,1,3,1,1,1,3,1,1,1,1,1,2,10,5,1,29,5,1,1,1,2,1,1,1,4,4,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,9,1,1,1,1,2,1,18,7,2,1,1,1,1,1,5,1,1,2,1,1,1,1,3,5,2,1,1,1,1,4,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,2,1,1,1,1,6,1,1,2,1,1,1,1,1,2,1,1,1,1,5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,10,2,5,1,1,1,2,1,1,1,1,1,3,1,1,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,2,1,3,1,1,6,2,2,1,1,1,1,1,10,23,4,1,3,3,1,1,1,1,1,1,1,2,1,1,5,1,2,1,1,1,29,10,10,4,2,3,1,2,11,1,16,1,14,1,78,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,1,2,4,1,1,4,22,2,5,3,1,6,11,1,2,7,6,13,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,1,1,1,2,1,1,1,1,1,1,4,1,3,1,2,1,1,1,1,3,4,1,1,1,1,1,3,1,1,1,1,1,1,9,2,1,1,1,3,1,1,1,2,1,3,1,1,1,1,1,1,1,4,1,1,3,1,2,1,4,1,1,1,3,1,1,1,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,1,1,1,2,1,1,1,7,1,1,2,1,1,2,3,1,4,1,1,1,2,1,1,5,2,3,9,4,3,4,2,5,1,2,1,4,1,1,1,8,1,1,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,3,1,1,1,1,1,1,1,1,2,1,1,1,1,33,1,1,5,1,1,1,1,1,1,1,3,1,2,4,1,1,4,1,1,1,1,1,1,1,2,2,41,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,4,5,1,1,12,1,10,1,2,1,2,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,1,1,1,1,1,17,3,6,1,3,1,1,1,1,4,1,1,6,1,3,7,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
