account_key,projects_completed,completed_one_or_more,first_completion,join_date,days_to_completion,minutes_to_completion,visits_to_completion
352.0,3.0,1.0,2015-04-13,2015-02-05,67.0,4160.76925533,32.0
354.0,4.0,1.0,2015-01-23,2014-11-10,74.0,3099.68079034,40.0
355.0,3.0,1.0,2015-07-18,2015-07-17,1.0,745.413268166,2.0
356.0,2.0,1.0,2015-04-14,2015-01-09,95.0,2039.879998,31.0
357.0,2.0,1.0,2015-04-13,2015-01-11,92.0,4064.73126617,35.0
358.0,1.0,1.0,2015-06-01,2014-12-05,178.0,3973.596254,49.0
359.0,4.0,1.0,2015-07-15,2015-07-15,0.0,672.964380167,1.0
360.0,2.0,1.0,2015-06-03,2015-05-06,28.0,1915.58428583,21.0
361.0,2.0,1.0,2015-05-23,2015-05-13,10.0,1338.46528734,7.0
362.0,4.0,1.0,2015-01-26,2015-01-09,17.0,675.163442834,13.0
363.0,2.0,1.0,2015-06-28,2015-04-02,87.0,2200.04354567,28.0
364.0,3.0,1.0,2015-02-11,2014-12-05,68.0,2324.24245183,31.0
365.0,2.0,1.0,2015-08-04,2015-05-13,83.0,790.573954834,16.0
366.0,1.0,1.0,2015-02-04,2014-11-10,86.0,6151.774918,48.0
367.0,1.0,1.0,2015-03-25,2014-11-11,134.0,3450.20014567,71.0
368.0,4.0,1.0,2014-12-09,2014-11-10,29.0,2754.97818917,26.0
369.0,3.0,1.0,2015-01-23,2014-11-10,74.0,5052.77019367,39.0
371.0,3.0,1.0,2015-03-19,2015-01-13,65.0,2034.41674467,11.0
372.0,3.0,1.0,2015-05-03,2015-03-06,58.0,1443.67722867,21.0
373.0,3.0,1.0,2015-03-10,2015-01-12,57.0,2191.030993,24.0
374.0,2.0,1.0,2015-04-13,2015-02-06,66.0,2018.03260617,24.0
375.0,2.0,1.0,2015-05-22,2015-03-09,74.0,2484.5517055,18.0
376.0,4.0,1.0,2015-06-14,2015-05-05,40.0,1589.525643,17.0
377.0,2.0,1.0,2015-01-05,2014-12-05,31.0,2034.1433175,15.0
378.0,1.0,1.0,2015-01-23,2014-11-10,74.0,1256.72626533,28.0
379.0,4.0,1.0,2015-04-20,2015-01-12,98.0,1913.36693517,10.0
380.0,2.0,1.0,2015-05-02,2014-12-08,145.0,4983.502601,56.0
381.0,3.0,1.0,2015-04-13,2015-02-09,63.0,2436.71511617,23.0
382.0,1.0,1.0,2015-07-25,2015-05-06,80.0,1361.32572533,16.0
383.0,3.0,1.0,2015-04-17,2015-01-07,100.0,2966.579203,44.0
384.0,1.0,1.0,2015-07-23,2015-06-08,45.0,1463.1322555,11.0
385.0,2.0,1.0,2015-06-21,2015-05-08,44.0,1982.59754783,22.0
386.0,1.0,1.0,2015-05-28,2015-01-13,135.0,2432.01208717,33.0
388.0,2.0,1.0,2015-03-02,2014-12-08,84.0,2295.80686267,20.0
389.0,4.0,1.0,2015-03-04,2014-11-14,110.0,3704.99289,53.0
390.0,3.0,1.0,2015-02-22,2014-11-10,104.0,3222.731928,48.0
391.0,2.0,1.0,2015-04-30,2015-02-10,79.0,3471.03528317,48.0
392.0,3.0,1.0,2015-05-31,2015-04-02,59.0,993.7459725,20.0
393.0,3.0,1.0,2015-07-27,2015-07-18,9.0,3.3318835,2.0
394.0,5.0,1.0,2014-12-09,2014-11-10,29.0,3987.57325783,23.0
395.0,1.0,1.0,2015-06-10,2015-04-08,63.0,1516.6762705,17.0
396.0,1.0,1.0,2015-05-29,2015-04-24,35.0,80.2154731666,3.0
397.0,3.0,1.0,2015-03-11,2014-12-04,97.0,4158.56303867,56.0
398.0,1.0,1.0,2015-07-06,2015-05-11,56.0,2918.712431,26.0
399.0,1.0,1.0,2015-07-19,2015-05-12,68.0,2486.19520017,22.0
400.0,1.0,1.0,2015-06-03,2015-04-01,63.0,1930.72016733,27.0
402.0,1.0,1.0,2015-05-04,2015-01-12,112.0,1808.59345967,22.0
403.0,3.0,1.0,2015-07-23,2015-07-16,7.0,743.107415833,6.0
404.0,1.0,1.0,2015-06-02,2015-04-07,56.0,3022.17020333,28.0
405.0,1.0,1.0,2015-06-30,2015-06-03,27.0,2205.613278,18.0
406.0,1.0,1.0,2015-07-11,2015-05-10,62.0,931.882684166,18.0
407.0,1.0,1.0,2015-07-01,2015-05-06,56.0,1391.9641995,19.0
408.0,1.0,1.0,2015-01-23,2014-11-10,74.0,1539.92949833,34.0
409.0,2.0,1.0,2015-04-23,2015-03-06,48.0,1823.2746025,16.0
410.0,1.0,1.0,2015-06-07,2015-05-12,26.0,2641.38707917,22.0
411.0,1.0,1.0,2015-05-05,2014-12-08,148.0,1385.71554517,21.0
412.0,1.0,1.0,2015-01-31,2014-11-10,82.0,4463.28739733,35.0
413.0,1.0,1.0,2015-05-02,2015-02-06,85.0,1977.29713483,20.0
414.0,2.0,1.0,2015-07-26,2015-06-07,49.0,1742.31570533,21.0
415.0,1.0,1.0,2015-02-09,2014-11-16,85.0,4057.48981833,31.0
416.0,1.0,1.0,2015-06-01,2015-02-11,110.0,2608.23632633,41.0
417.0,1.0,1.0,2015-08-13,2015-08-12,1.0,0.0,1.0
418.0,2.0,1.0,2015-04-30,2015-01-11,109.0,4233.61935417,39.0
419.0,1.0,1.0,2015-01-22,2014-11-17,66.0,2105.84798283,30.0
420.0,5.0,1.0,2014-12-24,2014-11-10,44.0,622.134538833,11.0
421.0,4.0,1.0,2015-03-10,2015-01-08,61.0,1939.684125,8.0
422.0,2.0,1.0,2015-07-01,2015-05-08,54.0,1146.64954,17.0
423.0,1.0,1.0,2015-06-01,2015-02-09,112.0,1260.40872167,18.0
424.0,1.0,1.0,2015-07-10,2015-04-06,95.0,2490.26797667,25.0
425.0,5.0,1.0,2015-04-20,2015-04-05,15.0,1437.81521367,10.0
426.0,6.0,1.0,2015-05-25,2015-04-01,54.0,1855.12970717,11.0
427.0,5.0,1.0,2015-04-13,2015-01-09,94.0,11392.2533802,78.0
428.0,4.0,1.0,2015-01-15,2014-11-10,66.0,6641.094569,54.0
429.0,1.0,1.0,2015-03-03,2014-11-10,113.0,2386.12630133,33.0
430.0,3.0,1.0,2015-07-13,2015-07-10,3.0,480.8557345,3.0
431.0,2.0,1.0,2015-01-17,2014-11-10,68.0,5427.2929285,36.0
432.0,2.0,1.0,2015-05-21,2015-03-09,73.0,4966.4669565,54.0
433.0,2.0,1.0,2015-06-10,2015-04-08,63.0,1543.947374,10.0
434.0,1.0,1.0,2015-03-13,2015-01-12,60.0,1850.0164645,24.0
435.0,3.0,1.0,2015-03-26,2015-02-06,48.0,2891.61332317,41.0
436.0,3.0,1.0,2015-03-30,2015-02-08,50.0,3769.3287985,29.0
437.0,3.0,1.0,2015-07-14,2015-04-02,103.0,1286.42289167,16.0
438.0,3.0,1.0,2015-07-22,2015-07-17,5.0,338.284391667,4.0
439.0,4.0,1.0,2015-01-07,2014-11-10,58.0,2533.507003,36.0
440.0,1.0,1.0,2015-01-23,2014-11-11,73.0,3370.07425433,34.0
441.0,2.0,1.0,2014-12-02,2014-11-12,20.0,2549.70018833,17.0
442.0,3.0,1.0,2015-05-21,2015-01-07,134.0,3407.33938366,34.0
443.0,4.0,1.0,2015-01-16,2014-11-10,67.0,2679.36125467,30.0
444.0,1.0,1.0,2015-08-01,2014-12-04,240.0,2840.98670683,39.0
445.0,1.0,1.0,2015-07-13,2015-05-13,61.0,1271.3059195,17.0
446.0,3.0,1.0,2015-03-20,2015-01-07,72.0,1657.01351333,27.0
449.0,3.0,1.0,2015-05-21,2015-04-03,48.0,1373.02863433,17.0
450.0,2.0,1.0,2015-01-30,2014-12-07,54.0,3488.60413933,35.0
451.0,1.0,1.0,2015-06-08,2015-04-01,68.0,1652.08908267,18.0
452.0,4.0,1.0,2015-07-10,2015-06-04,36.0,2315.62866667,11.0
453.0,2.0,1.0,2015-01-07,2014-12-08,30.0,4949.42455733,28.0
454.0,1.0,1.0,2015-07-03,2015-05-12,52.0,1215.78771567,19.0
455.0,2.0,1.0,2015-05-21,2015-04-01,50.0,5545.7600455,40.0
456.0,4.0,1.0,2015-07-15,2015-06-07,38.0,2517.02712033,18.0
457.0,3.0,1.0,2015-03-30,2015-03-10,20.0,1316.82793767,11.0
458.0,2.0,1.0,2015-02-24,2014-11-10,106.0,1604.92272133,22.0
459.0,2.0,1.0,2015-06-24,2015-06-08,16.0,1468.23108967,14.0
460.0,3.0,1.0,2015-05-21,2015-01-07,134.0,7530.07065367,75.0
461.0,4.0,1.0,2015-03-04,2014-12-08,86.0,4322.245495,38.0
462.0,3.0,1.0,2015-07-16,2015-07-09,7.0,749.194206334,3.0
463.0,3.0,1.0,2015-04-13,2015-02-09,63.0,1783.17611383,22.0
464.0,4.0,1.0,2015-04-19,2015-04-01,18.0,1354.304258,9.0
465.0,2.0,1.0,2015-04-13,2015-02-05,67.0,2603.12097117,33.0
466.0,1.0,1.0,2015-07-05,2015-05-06,60.0,2646.020186,32.0
467.0,1.0,1.0,2015-03-31,2015-01-10,80.0,4194.68486316,43.0
468.0,1.0,1.0,2015-06-15,2015-04-02,74.0,5034.08631117,34.0
469.0,2.0,1.0,2015-01-12,2014-11-16,57.0,2860.94821167,33.0
471.0,5.0,1.0,2015-06-11,2015-05-07,35.0,1350.61762417,12.0
472.0,1.0,1.0,2015-03-23,2015-01-07,75.0,3813.78485217,32.0
473.0,1.0,1.0,2015-03-17,2014-12-08,99.0,1699.37817233,19.0
474.0,5.0,1.0,2015-01-28,2014-12-09,50.0,3948.79563717,26.0
475.0,3.0,1.0,2015-07-12,2015-05-09,64.0,2736.01072433,24.0
476.0,3.0,1.0,2015-07-27,2015-05-08,80.0,803.201218167,10.0
477.0,3.0,1.0,2015-05-21,2015-03-04,78.0,4300.52798367,29.0
478.0,1.0,1.0,2015-08-01,2015-06-09,53.0,3275.43619367,20.0
479.0,1.0,1.0,2015-07-06,2015-05-09,58.0,977.882355333,12.0
480.0,1.0,1.0,2015-01-22,2014-11-10,73.0,2090.02259117,18.0
481.0,3.0,1.0,2015-06-23,2015-05-28,26.0,1661.655719,13.0
482.0,1.0,1.0,2015-07-07,2015-04-03,95.0,1703.97730967,24.0
483.0,5.0,1.0,2014-12-04,2014-11-10,24.0,3173.146888,25.0
484.0,4.0,1.0,2015-06-14,2015-05-07,38.0,1606.290444,15.0
485.0,1.0,1.0,2015-05-05,2015-03-10,56.0,2149.9256185,29.0
486.0,3.0,1.0,2015-01-26,2015-01-12,14.0,464.838150834,7.0
487.0,2.0,1.0,2015-07-03,2015-05-10,54.0,1217.028674,20.0
488.0,2.0,1.0,2015-04-13,2014-11-15,149.0,4053.02643833,40.0
489.0,6.0,1.0,2015-06-27,2015-06-01,26.0,1882.75572233,17.0
490.0,2.0,1.0,2015-07-14,2015-05-13,62.0,1728.13569033,19.0
491.0,2.0,1.0,2015-06-25,2015-05-12,44.0,3156.32138567,33.0
492.0,2.0,1.0,2015-05-30,2015-03-10,81.0,1895.665241,12.0
493.0,2.0,1.0,2015-04-01,2015-02-05,55.0,1432.698845,29.0
494.0,2.0,1.0,2015-04-13,2014-11-10,154.0,3147.27434966,34.0
495.0,3.0,1.0,2015-01-21,2014-11-12,70.0,2695.14848233,24.0
496.0,2.0,1.0,2015-06-20,2015-06-03,17.0,1302.57158167,11.0
497.0,1.0,1.0,2015-07-15,2015-05-12,64.0,2116.797491,26.0
498.0,4.0,1.0,2015-07-12,2015-07-09,3.0,356.0445865,3.0
499.0,3.0,1.0,2015-02-10,2014-11-17,85.0,260.631845167,5.0
500.0,2.0,1.0,2015-04-13,2014-11-12,152.0,3021.02505384,29.0
501.0,4.0,1.0,2015-07-15,2015-05-11,65.0,242.156040333,3.0
502.0,3.0,1.0,2015-02-24,2014-11-15,101.0,2710.68269033,53.0
503.0,2.0,1.0,2015-07-21,2015-06-03,48.0,974.383995167,13.0
504.0,2.0,1.0,2015-01-23,2014-11-10,74.0,2972.28827833,24.0
505.0,1.0,1.0,2015-05-05,2015-03-07,59.0,1867.290597,20.0
506.0,3.0,1.0,2014-12-17,2014-11-10,37.0,2745.71864633,25.0
507.0,1.0,1.0,2015-03-30,2015-01-09,80.0,2154.88051233,30.0
508.0,5.0,1.0,2015-04-29,2015-03-04,56.0,3476.57275383,27.0
509.0,2.0,1.0,2015-05-27,2015-03-05,83.0,3111.17625667,39.0
510.0,3.0,1.0,2015-04-13,2015-02-05,67.0,5451.03519883,41.0
511.0,1.0,1.0,2015-07-03,2015-05-11,53.0,1342.7807905,18.0
512.0,2.0,1.0,2015-01-09,2014-11-10,60.0,2092.01835683,30.0
513.0,2.0,1.0,2015-06-27,2015-05-28,30.0,931.970235333,13.0
514.0,2.0,1.0,2015-04-13,2014-12-04,130.0,2752.47606517,62.0
515.0,3.0,1.0,2015-04-01,2015-01-08,83.0,690.558897333,12.0
516.0,2.0,1.0,2015-07-16,2014-12-09,219.0,1617.355047,33.0
517.0,3.0,1.0,2015-06-02,2015-03-06,88.0,5012.0136765,36.0
518.0,1.0,1.0,2015-06-17,2015-06-08,9.0,1510.76543367,8.0
519.0,1.0,1.0,2015-06-30,2015-05-11,50.0,1960.22719967,12.0
520.0,1.0,1.0,2015-02-12,2014-11-10,94.0,2170.05711283,36.0
521.0,2.0,1.0,2015-06-24,2015-02-09,135.0,5561.17615784,43.0
522.0,3.0,1.0,2015-01-21,2014-11-10,72.0,1452.31494367,25.0
523.0,3.0,1.0,2015-04-13,2014-12-03,131.0,2298.54424333,31.0
524.0,1.0,1.0,2015-08-07,2014-12-06,244.0,1088.75750717,19.0
525.0,4.0,1.0,2015-01-09,2014-11-10,60.0,1016.72969717,12.0
526.0,3.0,1.0,2015-07-19,2015-07-16,3.0,284.7524475,3.0
527.0,2.0,1.0,2015-04-13,2015-01-09,94.0,2512.5890075,28.0
528.0,1.0,1.0,2015-05-04,2015-04-03,31.0,1895.14529633,18.0
529.0,1.0,1.0,2015-03-16,2014-12-08,98.0,2131.5503825,38.0
530.0,3.0,1.0,2015-03-04,2015-01-07,56.0,5803.45006483,39.0
531.0,3.0,1.0,2015-07-13,2015-07-08,5.0,572.072529834,4.0
532.0,5.0,1.0,2015-04-13,2015-01-12,91.0,8108.504852,60.0
533.0,2.0,1.0,2015-07-06,2015-05-11,56.0,1339.1731985,30.0
534.0,1.0,1.0,2015-03-12,2015-01-12,59.0,1530.42831767,16.0
535.0,2.0,1.0,2015-04-13,2015-02-08,64.0,2007.80894733,21.0
536.0,1.0,1.0,2015-06-15,2015-04-24,52.0,210.459632833,4.0
537.0,2.0,1.0,2015-01-13,2014-11-10,64.0,1391.23159917,12.0
538.0,3.0,1.0,2015-07-26,2015-06-02,54.0,1324.79078233,10.0
539.0,3.0,1.0,2015-03-26,2014-12-03,113.0,3049.2182495,41.0
540.0,2.0,1.0,2015-07-01,2015-05-08,54.0,2287.84851483,27.0
541.0,5.0,1.0,2015-02-07,2014-11-12,87.0,4619.07902016,32.0
542.0,2.0,1.0,2015-08-16,2015-07-10,37.0,2489.80572183,26.0
543.0,1.0,1.0,2015-05-28,2015-04-01,57.0,3082.33808017,31.0
544.0,5.0,1.0,2015-01-14,2014-11-10,65.0,3722.60261933,36.0
545.0,1.0,1.0,2015-07-22,2015-05-28,55.0,2644.72627583,34.0
546.0,3.0,1.0,2015-03-30,2014-12-05,115.0,10611.7356268,66.0
547.0,2.0,1.0,2015-04-13,2014-12-09,125.0,1374.038868,14.0
548.0,4.0,1.0,2015-07-20,2015-07-20,0.0,129.743905333,1.0
549.0,2.0,1.0,2015-02-11,2014-12-03,70.0,890.528477166,14.0
550.0,5.0,1.0,2014-12-12,2014-11-10,32.0,1918.19998733,24.0
552.0,3.0,1.0,2015-08-16,2015-08-14,2.0,487.026789833,3.0
553.0,5.0,1.0,2014-12-31,2014-11-10,51.0,3345.2282055,27.0
554.0,1.0,1.0,2015-08-03,2015-06-07,57.0,2961.89050083,22.0
555.0,2.0,1.0,2015-05-27,2015-04-09,48.0,1417.7668905,23.0
556.0,2.0,1.0,2015-06-16,2015-05-12,35.0,1508.20692017,24.0
557.0,4.0,1.0,2015-04-13,2014-12-08,126.0,5200.08276633,54.0
558.0,3.0,1.0,2015-02-16,2014-12-03,75.0,5678.47054933,33.0
559.0,3.0,1.0,2015-06-26,2015-05-07,50.0,3250.93396467,35.0
560.0,2.0,1.0,2015-03-09,2014-12-06,93.0,3649.28023667,45.0
561.0,3.0,1.0,2015-04-13,2015-02-05,67.0,1585.03978733,18.0
562.0,4.0,1.0,2015-01-06,2014-11-10,57.0,2504.9135835,25.0
563.0,5.0,1.0,2015-03-27,2014-12-03,114.0,6468.23791533,50.0
564.0,1.0,1.0,2015-04-19,2015-02-08,70.0,3347.02997767,40.0
565.0,4.0,1.0,2015-07-28,2015-06-08,50.0,977.691613333,8.0
566.0,1.0,1.0,2015-07-06,2015-05-12,55.0,2339.030154,27.0
567.0,1.0,1.0,2015-04-13,2015-01-12,91.0,2641.3806835,39.0
568.0,4.0,1.0,2015-01-30,2014-11-10,81.0,2549.35450116,22.0
569.0,7.0,1.0,2015-06-03,2015-06-02,1.0,498.543718833,2.0
570.0,6.0,1.0,2015-02-16,2014-12-07,71.0,3473.1159945,44.0
571.0,1.0,1.0,2015-02-09,2014-12-08,63.0,1795.00594517,24.0
572.0,1.0,1.0,2015-07-07,2015-05-28,40.0,1485.26510683,18.0
573.0,1.0,1.0,2015-06-27,2015-06-07,20.0,2068.66392433,18.0
575.0,4.0,1.0,2015-07-20,2015-07-17,3.0,224.753647833,3.0
576.0,1.0,1.0,2014-12-06,2014-11-10,26.0,3107.0412535,20.0
577.0,2.0,1.0,2015-01-08,2014-11-12,57.0,3423.82445667,41.0
578.0,2.0,1.0,2015-06-04,2015-04-02,63.0,2541.48426567,27.0
579.0,4.0,1.0,2015-01-21,2014-11-15,67.0,1570.984891,18.0
580.0,3.0,1.0,2015-02-10,2014-11-10,92.0,6019.76012683,59.0
581.0,3.0,1.0,2015-02-24,2014-12-07,79.0,1307.39105667,13.0
582.0,3.0,1.0,2015-01-27,2014-11-10,78.0,3934.48775233,23.0
583.0,2.0,1.0,2014-12-26,2014-12-08,18.0,1086.24080617,12.0
584.0,1.0,1.0,2015-07-16,2014-11-10,248.0,2745.64714117,26.0
585.0,3.0,1.0,2015-05-02,2015-04-01,31.0,2364.19035583,19.0
586.0,1.0,1.0,2015-04-13,2015-03-10,34.0,3079.58997316,26.0
587.0,1.0,1.0,2015-08-01,2014-11-10,264.0,3240.66098667,63.0
588.0,1.0,1.0,2015-06-03,2015-04-02,62.0,2280.13519433,33.0
589.0,1.0,1.0,2015-05-05,2015-02-05,89.0,2316.6949315,45.0
590.0,1.0,1.0,2015-02-19,2014-12-03,78.0,3747.26242083,49.0
591.0,1.0,1.0,2015-02-16,2014-11-12,96.0,2261.38557967,29.0
592.0,4.0,1.0,2015-03-20,2015-01-07,72.0,4414.215536,48.0
593.0,2.0,1.0,2015-05-24,2015-04-02,52.0,2607.71439,20.0
594.0,2.0,1.0,2015-03-25,2014-12-05,110.0,2940.6877235,20.0
595.0,4.0,1.0,2015-01-13,2014-11-10,64.0,3367.02183833,31.0
596.0,4.0,1.0,2015-06-03,2015-05-12,22.0,875.133387667,15.0
597.0,5.0,1.0,2015-02-06,2015-01-12,25.0,2522.60801733,16.0
598.0,3.0,1.0,2015-01-14,2015-01-12,2.0,226.627374166,3.0
599.0,1.0,1.0,2015-08-25,2014-11-12,286.0,2128.09108733,40.0
600.0,2.0,1.0,2015-08-02,2015-04-07,117.0,1796.07664317,21.0
601.0,1.0,1.0,2014-12-01,2014-11-10,21.0,1016.0566015,13.0
602.0,1.0,1.0,2015-04-13,2015-02-06,66.0,1759.83799417,29.0
603.0,3.0,1.0,2015-04-23,2015-02-09,73.0,3658.5685875,39.0
604.0,2.0,1.0,2015-01-26,2014-11-10,77.0,4335.09276367,33.0
605.0,1.0,1.0,2015-05-21,2015-02-06,104.0,1698.44940833,23.0
606.0,1.0,1.0,2015-06-01,2015-04-08,54.0,2306.54962317,29.0
607.0,3.0,1.0,2015-04-20,2015-03-05,46.0,3158.2108945,33.0
608.0,1.0,1.0,2015-06-12,2015-05-10,33.0,1672.2010695,17.0
610.0,1.0,1.0,2015-03-12,2015-01-07,64.0,3845.47837866,34.0
611.0,3.0,1.0,2014-12-31,2014-12-08,23.0,1500.76790017,17.0
612.0,1.0,1.0,2015-02-03,2014-11-10,85.0,3427.32731667,37.0
613.0,4.0,1.0,2015-03-07,2014-12-05,92.0,2404.55342933,28.0
614.0,3.0,1.0,2015-05-03,2015-03-06,58.0,1644.17906417,23.0
615.0,1.0,1.0,2015-05-21,2015-03-05,77.0,4108.24019583,30.0
616.0,6.0,1.0,2015-06-12,2015-05-28,15.0,578.692602,8.0
617.0,3.0,1.0,2015-01-22,2014-11-12,71.0,4800.21125083,46.0
618.0,1.0,1.0,2015-02-10,2014-12-05,67.0,1308.82741783,14.0
619.0,4.0,1.0,2015-06-18,2015-06-06,12.0,2760.69159817,11.0
620.0,1.0,1.0,2015-03-17,2014-11-10,127.0,4968.15502716,43.0
621.0,1.0,1.0,2015-07-06,2015-05-12,55.0,2169.42612833,22.0
622.0,2.0,1.0,2015-05-30,2015-01-08,142.0,5622.62875167,79.0
623.0,1.0,1.0,2015-03-11,2014-12-07,94.0,2773.34965583,35.0
624.0,1.0,1.0,2015-04-13,2015-03-04,40.0,3751.0679035,26.0
625.0,2.0,1.0,2015-06-09,2015-04-02,68.0,1554.24784667,22.0
626.0,5.0,1.0,2015-03-07,2014-11-10,117.0,189.496695833,6.0
627.0,2.0,1.0,2015-01-14,2014-11-16,59.0,3178.9333425,25.0
628.0,2.0,1.0,2015-07-09,2015-06-09,30.0,1848.268852,14.0
629.0,1.0,1.0,2015-08-05,2015-06-09,57.0,1142.51956867,11.0
630.0,2.0,1.0,2015-01-24,2014-11-11,74.0,2923.70830883,40.0
631.0,1.0,1.0,2015-07-09,2014-12-03,218.0,3400.55472417,49.0
632.0,2.0,1.0,2015-06-09,2015-04-07,63.0,4187.65278267,16.0
633.0,4.0,1.0,2015-07-17,2015-07-17,0.0,489.042620667,1.0
634.0,2.0,1.0,2015-04-13,2014-12-09,125.0,2607.52990417,42.0
635.0,1.0,1.0,2015-07-06,2015-05-07,60.0,88.4753146667,3.0
636.0,5.0,1.0,2015-04-29,2015-02-09,79.0,1795.9057285,33.0
637.0,1.0,1.0,2015-04-13,2014-12-06,128.0,4937.479257,42.0
639.0,2.0,1.0,2014-12-23,2014-11-13,40.0,2234.40837167,22.0
640.0,1.0,1.0,2015-02-05,2014-11-12,85.0,2509.1795095,20.0
641.0,5.0,1.0,2015-04-16,2014-12-09,128.0,957.987252167,13.0
642.0,3.0,1.0,2015-02-21,2015-01-11,41.0,3332.5144715,30.0
643.0,2.0,1.0,2015-05-06,2014-12-03,154.0,5649.7355905,44.0
644.0,1.0,1.0,2015-07-06,2015-05-13,54.0,3789.46046683,37.0
645.0,5.0,1.0,2015-02-16,2015-02-09,7.0,1122.85546833,8.0
646.0,4.0,1.0,2015-07-06,2015-06-04,32.0,2278.23847283,27.0
647.0,1.0,1.0,2015-07-02,2015-05-06,57.0,1634.67684517,19.0
648.0,1.0,1.0,2015-07-22,2015-05-11,72.0,1969.35105533,24.0
649.0,5.0,1.0,2014-11-24,2014-11-10,14.0,2484.49193017,13.0
650.0,6.0,1.0,2015-04-02,2014-12-04,119.0,2152.26815683,17.0
651.0,1.0,1.0,2015-05-21,2015-04-06,45.0,4060.62246083,24.0
652.0,3.0,1.0,2015-04-03,2015-03-10,24.0,1984.53300483,18.0
653.0,2.0,1.0,2015-07-12,2015-03-05,129.0,542.528512334,4.0
690.0,1.0,1.0,2015-08-12,2015-02-05,188.0,350.135802,6.0
694.0,1.0,1.0,2015-07-15,2015-07-10,5.0,198.696263167,4.0
715.0,1.0,1.0,2015-08-08,2015-05-12,88.0,2510.66825667,27.0
742.0,1.0,1.0,2015-08-15,2015-08-14,1.0,192.158396833,2.0
748.0,1.0,1.0,2015-08-05,2015-06-08,58.0,984.504197834,15.0
751.0,1.0,1.0,2015-08-12,2015-08-11,1.0,52.1289673334,2.0
782.0,1.0,1.0,2015-07-23,2015-07-17,6.0,277.848902166,5.0
784.0,2.0,1.0,2015-08-20,2015-08-17,3.0,176.3818005,4.0
791.0,1.0,1.0,2015-05-01,2015-01-08,113.0,3686.082845,28.0
794.0,1.0,1.0,2015-08-16,2015-08-13,3.0,43.8001581667,1.0
798.0,1.0,1.0,2015-07-24,2015-07-19,5.0,384.698817333,5.0
812.0,2.0,1.0,2015-07-11,2015-07-09,2.0,1472.57560533,3.0
843.0,2.0,1.0,2015-07-28,2015-06-02,56.0,2068.41570417,16.0
852.0,1.0,1.0,2015-08-20,2015-05-12,100.0,4904.5471625,57.0
858.0,1.0,1.0,2015-07-11,2015-05-12,60.0,1761.691043,25.0
883.0,1.0,1.0,2015-07-27,2015-07-19,8.0,448.047331499,5.0
885.0,2.0,1.0,2015-07-16,2015-07-16,0.0,259.832342667,1.0
901.0,1.0,1.0,2015-07-31,2015-07-17,14.0,240.875449,4.0
919.0,2.0,1.0,2014-12-18,2014-11-10,38.0,5234.3080185,31.0
924.0,1.0,1.0,2015-08-14,2015-08-11,3.0,39.4386166667,1.0
928.0,1.0,1.0,2015-07-13,2015-05-11,63.0,529.691515667,11.0
940.0,2.0,1.0,2015-07-19,2015-07-17,2.0,158.577354333,3.0
950.0,1.0,1.0,2015-07-23,2015-07-19,4.0,107.352314667,3.0
955.0,1.0,1.0,2015-07-07,2015-05-11,57.0,270.461222167,7.0
973.0,1.0,1.0,2015-08-05,2015-07-13,23.0,66.5084470001,3.0
979.0,2.0,1.0,2015-07-21,2015-07-17,4.0,492.859023501,5.0
984.0,1.0,1.0,2015-08-18,2015-02-05,194.0,332.113538167,10.0
1000.0,1.0,1.0,2015-07-15,2015-07-11,4.0,147.740038667,5.0
1014.0,2.0,1.0,2015-07-20,2015-07-18,2.0,294.083208666,2.0
1056.0,1.0,1.0,2015-08-16,2015-08-12,4.0,155.494902833,3.0
1058.0,1.0,1.0,2015-08-17,2014-11-10,280.0,2691.60917183,50.0
1070.0,1.0,1.0,2015-07-20,2015-07-19,1.0,504.528610167,2.0
1087.0,2.0,1.0,2015-07-29,2015-07-20,9.0,179.408051167,4.0
1098.0,2.0,1.0,2015-03-26,2014-11-10,136.0,5270.82777867,76.0
1110.0,1.0,1.0,2015-08-14,2015-08-13,1.0,52.9038388333,2.0
1131.0,2.0,1.0,2015-07-22,2015-07-16,6.0,693.148515833,4.0
1143.0,2.0,1.0,2015-08-11,2015-08-11,0.0,125.215976166,1.0
1150.0,2.0,1.0,2015-07-22,2015-07-16,6.0,150.810125167,2.0
1176.0,2.0,1.0,2015-08-12,2015-08-12,0.0,89.9813851667,1.0
1183.0,2.0,1.0,2015-07-19,2015-05-11,69.0,2779.6266625,35.0
1209.0,1.0,1.0,2015-07-18,2015-07-09,9.0,314.513898333,3.0
1216.0,1.0,1.0,2015-07-18,2015-07-16,2.0,144.443011833,3.0
1217.0,2.0,1.0,2015-07-17,2015-06-06,41.0,1414.50142817,12.0
1224.0,1.0,1.0,2015-07-29,2015-07-20,9.0,433.137015833,5.0
1231.0,2.0,1.0,2015-07-12,2015-07-09,3.0,319.790468666,2.0
1235.0,1.0,1.0,2015-08-17,2015-08-12,5.0,172.7787235,3.0
1263.0,1.0,1.0,2015-08-18,2015-08-16,2.0,170.423326,3.0
1274.0,1.0,1.0,2015-07-11,2015-07-08,3.0,438.504958167,3.0
