account_key,cancel_date,days_to_cancel,join_date,cancel_year,cancel_month,cancel_day,join_year,join_month,join_day
639,2015-03-20,127.0,2014-11-13,2015.0,3.0,20.0,2014,11,13
1303,2015-01-14,61.0,2014-11-14,2015.0,1.0,14.0,2014,11,14
1303,2015-04-08,29.0,2015-03-10,2015.0,4.0,8.0,2015,3,10
1303,2015-04-21,13.0,2015-04-08,2015.0,4.0,21.0,2015,4,8
1303,2015-02-03,20.0,2015-01-14,2015.0,2.0,3.0,2015,1,14
1303,2015-03-10,35.0,2015-02-03,2015.0,3.0,10.0,2015,2,3
969,2014-12-22,38.0,2014-11-14,2014.0,12.0,22.0,2014,11,14
869,2014-11-21,7.0,2014-11-14,2014.0,11.0,21.0,2014,11,14
972,2015-01-14,60.0,2014-11-15,2015.0,1.0,14.0,2014,11,15
972,2015-03-10,55.0,2015-01-14,2015.0,3.0,10.0,2015,1,14
972,2015-03-22,12.0,2015-03-10,2015.0,3.0,22.0,2015,3,10
334,2015-03-10,114.0,2014-11-16,2015.0,3.0,10.0,2014,11,16
684,2014-11-21,5.0,2014-11-16,2014.0,11.0,21.0,2014,11,16
1012,2014-11-21,4.0,2014-11-17,2014.0,11.0,21.0,2014,11,17
1109,2015-01-16,4.0,2015-01-12,2015.0,1.0,16.0,2015,1,12
862,2015-01-18,6.0,2015-01-12,2015.0,1.0,18.0,2015,1,12
765,2015-01-18,5.0,2015-01-13,2015.0,1.0,18.0,2015,1,13
1277,2015-01-22,8.0,2015-01-14,2015.0,1.0,22.0,2015,1,14
1277,2015-01-14,61.0,2014-11-14,2015.0,1.0,14.0,2014,11,14
1071,2015-03-17,62.0,2015-01-14,2015.0,3.0,17.0,2015,1,14
1071,2015-01-14,65.0,2014-11-10,2015.0,1.0,14.0,2014,11,10
923,2015-03-10,55.0,2015-01-14,2015.0,3.0,10.0,2015,1,14
923,2015-01-14,59.0,2014-11-16,2015.0,1.0,14.0,2014,11,16
640,2015-01-15,1.0,2015-01-14,2015.0,1.0,15.0,2015,1,14
640,2015-01-14,63.0,2014-11-12,2015.0,1.0,14.0,2014,11,12
640,2015-01-15,0.0,2015-01-15,2015.0,1.0,15.0,2015,1,15
640,2015-03-10,54.0,2015-01-15,2015.0,3.0,10.0,2015,1,15
640,2015-04-01,22.0,2015-03-10,2015.0,4.0,1.0,2015,3,10
1174,2015-02-03,20.0,2015-01-14,2015.0,2.0,3.0,2015,1,14
1174,2015-01-14,65.0,2014-11-10,2015.0,1.0,14.0,2014,11,10
1174,2015-02-17,14.0,2015-02-03,2015.0,2.0,17.0,2015,2,3
1019,2015-01-18,4.0,2015-01-14,2015.0,1.0,18.0,2015,1,14
1019,2015-01-14,64.0,2014-11-11,2015.0,1.0,14.0,2014,11,11
655,2015-01-20,6.0,2015-01-14,2015.0,1.0,20.0,2015,1,14
655,2015-01-14,65.0,2014-11-10,2015.0,1.0,14.0,2014,11,10
529,2015-02-03,57.0,2014-12-08,2015.0,2.0,3.0,2014,12,8
256,2015-04-01,119.0,2014-12-03,2015.0,4.0,1.0,2014,12,3
256,2015-06-10,70.0,2015-04-01,2015.0,6.0,10.0,2015,4,1
523,2015-01-12,40.0,2014-12-03,2015.0,1.0,12.0,2014,12,3
523,2015-03-10,57.0,2015-01-12,2015.0,3.0,10.0,2015,1,12
24,2015-06-10,189.0,2014-12-03,2015.0,6.0,10.0,2014,12,3
922,2014-12-08,5.0,2014-12-03,2014.0,12.0,8.0,2014,12,3
707,2014-12-03,0.0,2014-12-03,2014.0,12.0,3.0,2014,12,3
397,2015-04-01,118.0,2014-12-04,2015.0,4.0,1.0,2014,12,4
925,2014-12-05,1.0,2014-12-04,2014.0,12.0,5.0,2014,12,4
265,2015-01-11,38.0,2014-12-04,2015.0,1.0,11.0,2014,12,4
650,2014-12-10,6.0,2014-12-04,2014.0,12.0,10.0,2014,12,4
650,2015-08-11,160.0,2015-03-04,2015.0,8.0,11.0,2015,3,4
717,2014-12-04,0.0,2014-12-04,2014.0,12.0,4.0,2014,12,4
1013,2015-04-01,118.0,2014-12-04,2015.0,4.0,1.0,2014,12,4
1013,2015-04-11,10.0,2015-04-01,2015.0,4.0,11.0,2015,4,1
618,2015-04-12,128.0,2014-12-05,2015.0,4.0,12.0,2014,12,5
1236,2015-02-03,60.0,2014-12-05,2015.0,2.0,3.0,2014,12,5
1152,2014-12-07,2.0,2014-12-05,2014.0,12.0,7.0,2014,12,5
1152,2015-05-14,3.0,2015-05-11,2015.0,5.0,14.0,2015,5,11
1152,2015-07-22,6.0,2015-07-16,2015.0,7.0,22.0,2015,7,16
1225,2014-12-10,5.0,2014-12-05,2014.0,12.0,10.0,2014,12,5
727,2014-12-07,0.0,2014-12-07,2014.0,12.0,7.0,2014,12,7
866,2015-01-14,38.0,2014-12-07,2015.0,1.0,14.0,2014,12,7
1201,2015-01-14,38.0,2014-12-07,2015.0,1.0,14.0,2014,12,7
982,2014-12-09,1.0,2014-12-08,2014.0,12.0,9.0,2014,12,8
193,2015-04-01,114.0,2014-12-08,2015.0,4.0,1.0,2014,12,8
710,2015-02-03,57.0,2014-12-08,2015.0,2.0,3.0,2014,12,8
710,2015-02-15,12.0,2015-02-03,2015.0,2.0,15.0,2015,2,3
1273,2015-01-12,0.0,2015-01-12,2015.0,1.0,12.0,2015,1,12
1280,2015-01-15,3.0,2015-01-12,2015.0,1.0,15.0,2015,1,12
180,2015-03-10,57.0,2015-01-12,2015.0,3.0,10.0,2015,1,12
180,2015-04-08,29.0,2015-03-10,2015.0,4.0,8.0,2015,3,10
722,2015-03-10,57.0,2015-01-12,2015.0,3.0,10.0,2015,1,12
722,2015-05-19,70.0,2015-03-10,2015.0,5.0,19.0,2015,3,10
954,2015-03-10,55.0,2015-01-14,2015.0,3.0,10.0,2015,1,14
954,2015-04-02,23.0,2015-03-10,2015.0,4.0,2.0,2015,3,10
954,2015-01-14,65.0,2014-11-10,2015.0,1.0,14.0,2014,11,10
140,2015-01-14,65.0,2014-11-10,2015.0,1.0,14.0,2014,11,10
1139,2015-01-16,2.0,2015-01-14,2015.0,1.0,16.0,2015,1,14
1139,2015-02-18,33.0,2015-01-16,2015.0,2.0,18.0,2015,1,16
1139,2015-01-14,64.0,2014-11-11,2015.0,1.0,14.0,2014,11,11
388,2015-02-03,57.0,2014-12-08,2015.0,2.0,3.0,2014,12,8
147,2015-02-03,62.0,2014-12-03,2015.0,2.0,3.0,2014,12,3
119,2015-04-08,64.0,2015-02-03,2015.0,4.0,8.0,2015,2,3
119,2015-02-03,62.0,2014-12-03,2015.0,2.0,3.0,2014,12,3
97,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
962,2015-02-06,1.0,2015-02-05,2015.0,2.0,6.0,2015,2,5
962,2014-12-05,1.0,2014-12-04,2014.0,12.0,5.0,2014,12,4
984,2015-03-12,35.0,2015-02-05,2015.0,3.0,12.0,2015,2,5
444,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
444,2014-12-06,2.0,2014-12-04,2014.0,12.0,6.0,2014,12,4
386,2015-04-08,61.0,2015-02-06,2015.0,4.0,8.0,2015,2,6
386,2015-06-13,66.0,2015-04-08,2015.0,6.0,13.0,2015,4,8
386,2015-01-17,4.0,2015-01-13,2015.0,1.0,17.0,2015,1,13
649,2015-03-17,127.0,2014-11-10,2015.0,3.0,17.0,2014,11,10
165,2015-03-17,127.0,2014-11-10,2015.0,3.0,17.0,2014,11,10
580,2015-07-17,249.0,2014-11-10,2015.0,7.0,17.0,2014,11,10
919,2015-03-17,127.0,2014-11-10,2015.0,3.0,17.0,2014,11,10
90,2015-03-10,120.0,2014-11-10,2015.0,3.0,10.0,2014,11,10
90,2015-04-01,22.0,2015-03-10,2015.0,4.0,1.0,2015,3,10
864,2014-11-19,9.0,2014-11-10,2014.0,11.0,19.0,2014,11,10
963,2014-11-14,4.0,2014-11-10,2014.0,11.0,14.0,2014,11,10
1122,2014-11-17,7.0,2014-11-10,2014.0,11.0,17.0,2014,11,10
626,2014-11-19,9.0,2014-11-10,2014.0,11.0,19.0,2014,11,10
626,2015-05-11,68.0,2015-03-04,2015.0,5.0,11.0,2015,3,4
1238,2014-11-10,0.0,2014-11-10,2014.0,11.0,10.0,2014,11,10
1117,2015-01-15,65.0,2014-11-11,2015.0,1.0,15.0,2014,11,11
187,2015-04-19,158.0,2014-11-12,2015.0,4.0,19.0,2014,11,12
547,2015-08-16,194.0,2015-02-03,2015.0,8.0,16.0,2015,2,3
547,2015-02-03,56.0,2014-12-09,2015.0,2.0,3.0,2014,12,9
159,2015-02-12,7.0,2015-02-05,2015.0,2.0,12.0,2015,2,5
159,2015-02-03,56.0,2014-12-09,2015.0,2.0,3.0,2014,12,9
1226,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
1226,2015-05-12,34.0,2015-04-08,2015.0,5.0,12.0,2015,4,8
857,2015-04-08,61.0,2015-02-06,2015.0,4.0,8.0,2015,2,6
1044,2015-02-08,0.0,2015-02-08,2015.0,2.0,8.0,2015,2,8
143,2015-06-16,127.0,2015-02-09,2015.0,6.0,16.0,2015,2,9
138,2015-04-08,57.0,2015-02-10,2015.0,4.0,8.0,2015,2,10
952,2015-03-18,35.0,2015-02-11,2015.0,3.0,18.0,2015,2,11
716,2015-02-15,4.0,2015-02-11,2015.0,2.0,15.0,2015,2,11
1233,2015-02-16,5.0,2015-02-11,2015.0,2.0,16.0,2015,2,11
416,2015-02-16,5.0,2015-02-11,2015.0,2.0,16.0,2015,2,11
416,2015-07-15,98.0,2015-04-08,2015.0,7.0,15.0,2015,4,8
477,2015-07-11,129.0,2015-03-04,2015.0,7.0,11.0,2015,3,4
132,2015-06-11,99.0,2015-03-04,2015.0,6.0,11.0,2015,3,4
624,2015-06-26,114.0,2015-03-04,2015.0,6.0,26.0,2015,3,4
1297,2015-03-09,5.0,2015-03-04,2015.0,3.0,9.0,2015,3,4
1297,2015-02-08,3.0,2015-02-05,2015.0,2.0,8.0,2015,2,5
749,2015-03-05,0.0,2015-03-05,2015.0,3.0,5.0,2015,3,5
1247,2015-04-12,38.0,2015-03-05,2015.0,4.0,12.0,2015,3,5
971,2015-02-08,2.0,2015-02-06,2015.0,2.0,8.0,2015,2,6
251,2015-04-08,61.0,2015-02-06,2015.0,4.0,8.0,2015,2,6
709,2015-03-15,35.0,2015-02-08,2015.0,3.0,15.0,2015,2,8
564,2015-04-08,59.0,2015-02-08,2015.0,4.0,8.0,2015,2,8
741,2015-02-15,6.0,2015-02-09,2015.0,2.0,15.0,2015,2,9
792,2015-06-16,127.0,2015-02-09,2015.0,6.0,16.0,2015,2,9
494,2014-11-17,7.0,2014-11-10,2014.0,11.0,17.0,2014,11,10
833,2015-03-03,22.0,2015-02-09,2015.0,3.0,3.0,2015,2,9
823,2015-04-08,57.0,2015-02-10,2015.0,4.0,8.0,2015,2,10
823,2015-05-17,39.0,2015-04-08,2015.0,5.0,17.0,2015,4,8
348,2015-02-27,22.0,2015-02-05,2015.0,2.0,27.0,2015,2,5
1097,2015-03-11,6.0,2015-03-05,2015.0,3.0,11.0,2015,3,5
1129,2015-03-07,0.0,2015-03-07,2015.0,3.0,7.0,2015,3,7
1129,2015-02-11,0.0,2015-02-11,2015.0,2.0,11.0,2015,2,11
185,2015-03-10,118.0,2014-11-12,2015.0,3.0,10.0,2014,11,12
185,2015-04-01,22.0,2015-03-10,2015.0,4.0,1.0,2015,3,10
855,2014-12-21,37.0,2014-11-14,2014.0,12.0,21.0,2014,11,14
683,2014-11-15,1.0,2014-11-14,2014.0,11.0,15.0,2014,11,14
1041,2014-11-21,6.0,2014-11-15,2014.0,11.0,21.0,2014,11,15
908,2014-11-16,1.0,2014-11-15,2014.0,11.0,16.0,2014,11,15
191,2015-03-10,114.0,2014-11-16,2015.0,3.0,10.0,2014,11,16
261,2015-02-23,99.0,2014-11-16,2015.0,2.0,23.0,2014,11,16
1017,2014-11-20,4.0,2014-11-16,2014.0,11.0,20.0,2014,11,16
415,2015-03-10,114.0,2014-11-16,2015.0,3.0,10.0,2014,11,16
868,2014-12-08,22.0,2014-11-16,2014.0,12.0,8.0,2014,11,16
935,2014-11-23,7.0,2014-11-16,2014.0,11.0,23.0,2014,11,16
719,2014-11-25,8.0,2014-11-17,2014.0,11.0,25.0,2014,11,17
974,2014-12-12,4.0,2014-12-08,2014.0,12.0,12.0,2014,12,8
668,2014-12-15,6.0,2014-12-09,2014.0,12.0,15.0,2014,12,9
668,2015-01-20,7.0,2015-01-13,2015.0,1.0,20.0,2015,1,13
1180,2014-12-13,4.0,2014-12-09,2014.0,12.0,13.0,2014,12,9
1027,2014-12-13,4.0,2014-12-09,2014.0,12.0,13.0,2014,12,9
836,2015-01-16,38.0,2014-12-09,2015.0,1.0,16.0,2014,12,9
108,2015-04-20,103.0,2015-01-07,2015.0,4.0,20.0,2015,1,7
108,2015-05-14,24.0,2015-04-20,2015.0,5.0,14.0,2015,4,20
285,2015-03-10,62.0,2015-01-07,2015.0,3.0,10.0,2015,1,7
1008,2015-01-14,7.0,2015-01-07,2015.0,1.0,14.0,2015,1,7
71,2015-01-13,6.0,2015-01-07,2015.0,1.0,13.0,2015,1,7
71,2015-02-18,7.0,2015-02-11,2015.0,2.0,18.0,2015,2,11
842,2015-01-09,2.0,2015-01-07,2015.0,1.0,9.0,2015,1,7
698,2015-02-15,38.0,2015-01-08,2015.0,2.0,15.0,2015,1,8
144,2015-01-10,1.0,2015-01-09,2015.0,1.0,10.0,2015,1,9
427,2015-06-16,158.0,2015-01-09,2015.0,6.0,16.0,2015,1,9
1212,2015-02-01,22.0,2015-01-10,2015.0,2.0,1.0,2015,1,10
1212,2015-07-27,8.0,2015-07-19,2015.0,7.0,27.0,2015,7,19
1140,2015-02-17,38.0,2015-01-10,2015.0,2.0,17.0,2015,1,10
703,2015-03-09,3.0,2015-03-06,2015.0,3.0,9.0,2015,3,6
505,2015-05-14,68.0,2015-03-07,2015.0,5.0,14.0,2015,3,7
171,2015-06-15,99.0,2015-03-08,2015.0,6.0,15.0,2015,3,8
1102,2015-04-08,29.0,2015-03-10,2015.0,4.0,8.0,2015,3,10
1102,2015-03-10,61.0,2015-01-08,2015.0,3.0,10.0,2015,1,8
1102,2015-06-15,68.0,2015-04-08,2015.0,6.0,15.0,2015,4,8
1287,2015-05-20,71.0,2015-03-10,2015.0,5.0,20.0,2015,3,10
1287,2015-03-10,56.0,2015-01-13,2015.0,3.0,10.0,2015,1,13
1254,2015-03-17,7.0,2015-03-10,2015.0,3.0,17.0,2015,3,10
1254,2015-03-10,59.0,2015-01-10,2015.0,3.0,10.0,2015,1,10
1259,2015-03-10,56.0,2015-01-13,2015.0,3.0,10.0,2015,1,13
1128,2015-06-18,99.0,2015-03-11,2015.0,6.0,18.0,2015,3,11
78,2015-04-01,114.0,2014-12-08,2015.0,4.0,1.0,2014,12,8
558,2015-04-01,119.0,2014-12-03,2015.0,4.0,1.0,2014,12,3
153,2015-07-14,104.0,2015-04-01,2015.0,7.0,14.0,2015,4,1
153,2015-04-01,115.0,2014-12-07,2015.0,4.0,1.0,2014,12,7
473,2015-04-15,14.0,2015-04-01,2015.0,4.0,15.0,2015,4,1
473,2015-04-01,114.0,2014-12-08,2015.0,4.0,1.0,2014,12,8
1294,2015-03-16,6.0,2015-03-10,2015.0,3.0,16.0,2015,3,10
1294,2015-04-09,1.0,2015-04-08,2015.0,4.0,9.0,2015,4,8
106,2015-03-10,119.0,2014-11-11,2015.0,3.0,10.0,2014,11,11
74,2015-04-01,22.0,2015-03-10,2015.0,4.0,1.0,2015,3,10
74,2015-04-23,22.0,2015-04-01,2015.0,4.0,23.0,2015,4,1
74,2015-03-10,115.0,2014-11-15,2015.0,3.0,10.0,2014,11,15
591,2015-04-01,22.0,2015-03-10,2015.0,4.0,1.0,2015,3,10
591,2015-03-10,118.0,2014-11-12,2015.0,3.0,10.0,2014,11,12
419,2015-08-08,151.0,2015-03-10,2015.0,8.0,8.0,2015,3,10
419,2015-03-10,113.0,2014-11-17,2015.0,3.0,10.0,2014,11,17
31,2015-03-10,120.0,2014-11-10,2015.0,3.0,10.0,2014,11,10
69,2015-05-24,75.0,2015-03-10,2015.0,5.0,24.0,2015,3,10
69,2015-03-10,113.0,2014-11-17,2015.0,3.0,10.0,2014,11,17
906,2015-03-10,113.0,2014-11-17,2015.0,3.0,10.0,2014,11,17
601,2015-03-10,120.0,2014-11-10,2015.0,3.0,10.0,2014,11,10
321,2015-07-07,119.0,2015-03-10,2015.0,7.0,7.0,2015,3,10
321,2015-03-10,115.0,2014-11-15,2015.0,3.0,10.0,2014,11,15
99,2015-08-20,163.0,2015-03-10,2015.0,8.0,20.0,2015,3,10
99,2015-03-10,56.0,2015-01-13,2015.0,3.0,10.0,2015,1,13
1103,2015-07-20,132.0,2015-03-10,2015.0,7.0,20.0,2015,3,10
1103,2015-03-10,56.0,2015-01-13,2015.0,3.0,10.0,2015,1,13
685,2015-03-17,7.0,2015-03-10,2015.0,3.0,17.0,2015,3,10
1066,2015-05-02,53.0,2015-03-10,2015.0,5.0,2.0,2015,3,10
659,2015-03-15,5.0,2015-03-10,2015.0,3.0,15.0,2015,3,10
571,2015-04-01,114.0,2014-12-08,2015.0,4.0,1.0,2014,12,8
426,2015-04-02,1.0,2015-04-01,2015.0,4.0,2.0,2015,4,1
426,2015-08-14,99.0,2015-05-07,2015.0,8.0,14.0,2015,5,7
98,2015-07-09,98.0,2015-04-02,2015.0,7.0,9.0,2015,4,2
1193,2015-04-07,3.0,2015-04-04,2015.0,4.0,7.0,2015,4,4
757,2015-02-18,38.0,2015-01-11,2015.0,2.0,18.0,2015,1,11
151,2015-04-02,81.0,2015-01-11,2015.0,4.0,2.0,2015,1,11
534,2015-04-19,97.0,2015-01-12,2015.0,4.0,19.0,2015,1,12
597,2015-07-19,188.0,2015-01-12,2015.0,7.0,19.0,2015,1,12
1242,2015-03-10,57.0,2015-01-12,2015.0,3.0,10.0,2015,1,12
732,2015-05-19,127.0,2015-01-12,2015.0,5.0,19.0,2015,1,12
168,2015-01-19,7.0,2015-01-12,2015.0,1.0,19.0,2015,1,12
168,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
657,2015-03-10,56.0,2015-01-13,2015.0,3.0,10.0,2015,1,13
657,2015-03-20,10.0,2015-03-10,2015.0,3.0,20.0,2015,3,10
1166,2014-12-10,7.0,2014-12-03,2014.0,12.0,10.0,2014,12,3
1132,2014-12-08,5.0,2014-12-03,2014.0,12.0,8.0,2014,12,3
959,2014-12-08,5.0,2014-12-03,2014.0,12.0,8.0,2014,12,3
831,2015-01-10,38.0,2014-12-03,2015.0,1.0,10.0,2014,12,3
1015,2015-02-03,62.0,2014-12-03,2015.0,2.0,3.0,2014,12,3
1245,2014-12-09,4.0,2014-12-05,2014.0,12.0,9.0,2014,12,5
611,2015-01-15,38.0,2014-12-08,2015.0,1.0,15.0,2014,12,8
62,2015-07-15,219.0,2014-12-08,2015.0,7.0,15.0,2014,12,8
697,2015-01-15,38.0,2014-12-08,2015.0,1.0,15.0,2014,12,8
43,2015-03-30,112.0,2014-12-08,2015.0,3.0,30.0,2014,12,8
1037,2015-04-04,2.0,2015-04-02,2015.0,4.0,4.0,2015,4,2
769,2015-04-25,22.0,2015-04-03,2015.0,4.0,25.0,2015,4,3
1301,2015-04-04,1.0,2015-04-03,2015.0,4.0,4.0,2015,4,3
1123,2015-05-10,37.0,2015-04-03,2015.0,5.0,10.0,2015,4,3
853,2015-04-06,0.0,2015-04-06,2015.0,4.0,6.0,2015,4,6
918,2015-05-28,52.0,2015-04-06,2015.0,5.0,28.0,2015,4,6
1248,2015-05-13,37.0,2015-04-06,2015.0,5.0,13.0,2015,4,6
1189,2015-05-14,37.0,2015-04-07,2015.0,5.0,14.0,2015,4,7
1285,2015-05-14,37.0,2015-04-07,2015.0,5.0,14.0,2015,4,7
1296,2015-04-14,7.0,2015-04-07,2015.0,4.0,14.0,2015,4,7
1296,2015-04-15,0.0,2015-04-15,2015.0,4.0,15.0,2015,4,15
1296,2015-04-07,1.0,2015-04-06,2015.0,4.0,7.0,2015,4,6
844,2015-04-16,9.0,2015-04-07,2015.0,4.0,16.0,2015,4,7
844,2015-05-12,6.0,2015-05-06,2015.0,5.0,12.0,2015,5,6
690,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
926,2015-04-06,0.0,2015-04-06,2015.0,4.0,6.0,2015,4,6
379,2015-01-12,0.0,2015-01-12,2015.0,1.0,12.0,2015,1,12
1138,2015-04-12,5.0,2015-04-07,2015.0,4.0,12.0,2015,4,7
641,2015-06-14,68.0,2015-04-07,2015.0,6.0,14.0,2015,4,7
641,2014-12-15,6.0,2014-12-09,2014.0,12.0,15.0,2014,12,9
404,2015-04-08,1.0,2015-04-07,2015.0,4.0,8.0,2015,4,7
404,2015-08-17,131.0,2015-04-08,2015.0,8.0,17.0,2015,4,8
105,2015-05-14,37.0,2015-04-07,2015.0,5.0,14.0,2015,4,7
1299,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
589,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
793,2015-04-17,9.0,2015-04-08,2015.0,4.0,17.0,2015,4,8
793,2015-04-08,57.0,2015-02-10,2015.0,4.0,8.0,2015,2,10
677,2015-04-14,6.0,2015-04-08,2015.0,4.0,14.0,2015,4,8
243,2015-04-15,6.0,2015-04-09,2015.0,4.0,15.0,2015,4,9
243,2015-01-23,68.0,2014-11-16,2015.0,1.0,23.0,2014,11,16
1104,2015-04-17,7.0,2015-04-10,2015.0,4.0,17.0,2015,4,10
894,2015-05-12,6.0,2015-05-06,2015.0,5.0,12.0,2015,5,6
1163,2015-06-13,38.0,2015-05-06,2015.0,6.0,13.0,2015,5,6
948,2015-06-22,47.0,2015-05-06,2015.0,6.0,22.0,2015,5,6
1202,2015-06-14,38.0,2015-05-07,2015.0,6.0,14.0,2015,5,7
970,2015-05-14,6.0,2015-05-08,2015.0,5.0,14.0,2015,5,8
970,2015-07-23,6.0,2015-07-17,2015.0,7.0,23.0,2015,7,17
711,2015-05-08,0.0,2015-05-08,2015.0,5.0,8.0,2015,5,8
790,2014-12-15,6.0,2014-12-09,2014.0,12.0,15.0,2014,12,9
867,2014-12-31,22.0,2014-12-09,2014.0,12.0,31.0,2014,12,9
516,2014-12-11,2.0,2014-12-09,2014.0,12.0,11.0,2014,12,9
1292,2015-05-14,127.0,2015-01-07,2015.0,5.0,14.0,2015,1,7
93,2015-04-14,97.0,2015-01-07,2015.0,4.0,14.0,2015,1,7
460,2015-05-05,118.0,2015-01-07,2015.0,5.0,5.0,2015,1,7
610,2015-03-14,66.0,2015-01-07,2015.0,3.0,14.0,2015,1,7
670,2015-04-15,97.0,2015-01-08,2015.0,4.0,15.0,2015,1,8
1134,2015-01-09,1.0,2015-01-08,2015.0,1.0,9.0,2015,1,8
803,2015-01-08,0.0,2015-01-08,2015.0,1.0,8.0,2015,1,8
1141,2015-01-15,6.0,2015-01-09,2015.0,1.0,15.0,2015,1,9
900,2015-02-17,38.0,2015-01-10,2015.0,2.0,17.0,2015,1,10
774,2015-01-15,4.0,2015-01-11,2015.0,1.0,15.0,2015,1,11
1053,2015-03-18,66.0,2015-01-11,2015.0,3.0,18.0,2015,1,11
934,2015-02-18,38.0,2015-01-11,2015.0,2.0,18.0,2015,1,11
746,2015-03-12,35.0,2015-02-05,2015.0,3.0,12.0,2015,2,5
279,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
136,2015-04-08,62.0,2015-02-05,2015.0,4.0,8.0,2015,2,5
1092,2015-02-09,4.0,2015-02-05,2015.0,2.0,9.0,2015,2,5
799,2015-02-06,0.0,2015-02-06,2015.0,2.0,6.0,2015,2,6
1042,2015-02-28,22.0,2015-02-06,2015.0,2.0,28.0,2015,2,6
1042,2015-06-19,22.0,2015-05-28,2015.0,6.0,19.0,2015,5,28
789,2015-02-06,0.0,2015-02-06,2015.0,2.0,6.0,2015,2,6
413,2015-05-13,96.0,2015-02-06,2015.0,5.0,13.0,2015,2,6
738,2015-02-13,6.0,2015-02-07,2015.0,2.0,13.0,2015,2,7
306,2015-04-08,59.0,2015-02-08,2015.0,4.0,8.0,2015,2,8
1105,2015-02-13,4.0,2015-02-09,2015.0,2.0,13.0,2015,2,9
284,2015-04-08,58.0,2015-02-09,2015.0,4.0,8.0,2015,2,9
521,2015-04-08,58.0,2015-02-09,2015.0,4.0,8.0,2015,2,9
521,2015-07-16,99.0,2015-04-08,2015.0,7.0,16.0,2015,4,8
1229,2015-02-12,3.0,2015-02-09,2015.0,2.0,12.0,2015,2,9
1049,2015-03-04,22.0,2015-02-10,2015.0,3.0,4.0,2015,2,10
1198,2015-02-15,4.0,2015-02-11,2015.0,2.0,15.0,2015,2,11
1198,2015-04-11,38.0,2015-03-04,2015.0,4.0,11.0,2015,3,4
720,2015-04-11,38.0,2015-03-04,2015.0,4.0,11.0,2015,3,4
819,2015-03-04,0.0,2015-03-04,2015.0,3.0,4.0,2015,3,4
819,2015-03-04,0.0,2015-03-04,2015.0,3.0,4.0,2015,3,4
958,2015-06-07,95.0,2015-03-04,2015.0,6.0,7.0,2015,3,4
718,2015-06-19,42.0,2015-05-08,2015.0,6.0,19.0,2015,5,8
293,2015-08-17,99.0,2015-05-10,2015.0,8.0,17.0,2015,5,10
858,2015-07-19,68.0,2015-05-12,2015.0,7.0,19.0,2015,5,12
713,2015-07-04,53.0,2015-05-12,2015.0,7.0,4.0,2015,5,12
1040,2015-06-19,38.0,2015-05-12,2015.0,6.0,19.0,2015,5,12
1040,2014-11-17,6.0,2014-11-11,2014.0,11.0,17.0,2014,11,11
1305,2015-06-19,38.0,2015-05-12,2015.0,6.0,19.0,2015,5,12
1091,2015-05-18,6.0,2015-05-12,2015.0,5.0,18.0,2015,5,12
1192,2015-05-17,5.0,2015-05-12,2015.0,5.0,17.0,2015,5,12
25,2015-02-18,99.0,2014-11-11,2015.0,2.0,18.0,2014,11,11
734,2015-05-17,4.0,2015-05-13,2015.0,5.0,17.0,2015,5,13
988,2015-07-20,68.0,2015-05-13,2015.0,7.0,20.0,2015,5,13
771,2014-12-15,6.0,2014-12-09,2014.0,12.0,15.0,2014,12,9
1016,2015-05-19,6.0,2015-05-13,2015.0,5.0,19.0,2015,5,13
877,2015-06-04,22.0,2015-05-13,2015.0,6.0,4.0,2015,5,13
902,2015-05-29,0.0,2015-05-29,2015.0,5.0,29.0,2015,5,29
996,2015-05-29,0.0,2015-05-29,2015.0,5.0,29.0,2015,5,29
42,2015-05-11,68.0,2015-03-04,2015.0,5.0,11.0,2015,3,4
704,2015-07-13,68.0,2015-05-06,2015.0,7.0,13.0,2015,5,6
407,2015-08-13,99.0,2015-05-06,2015.0,8.0,13.0,2015,5,6
886,2015-05-13,5.0,2015-05-08,2015.0,5.0,13.0,2015,5,8
1275,2015-05-11,2.0,2015-05-09,2015.0,5.0,11.0,2015,5,9
1064,2015-05-12,1.0,2015-05-11,2015.0,5.0,12.0,2015,5,11
714,2015-05-14,3.0,2015-05-11,2015.0,5.0,14.0,2015,5,11
714,2015-07-12,3.0,2015-07-09,2015.0,7.0,12.0,2015,7,9
1029,2015-07-04,53.0,2015-05-12,2015.0,7.0,4.0,2015,5,12
1265,2015-04-14,6.0,2015-04-08,2015.0,4.0,14.0,2015,4,8
1213,2015-01-12,0.0,2015-01-12,2015.0,1.0,12.0,2015,1,12
991,2015-01-18,6.0,2015-01-12,2015.0,1.0,18.0,2015,1,12
733,2015-01-12,0.0,2015-01-12,2015.0,1.0,12.0,2015,1,12
1240,2015-01-19,7.0,2015-01-12,2015.0,1.0,19.0,2015,1,12
