0,1,2,3,4,5,6
129,463,0.936599423631,{'C': 0.001},"[[10, 4], [9, 93]]",0.932482503088,0.933993423456
130,458,0.927113702624,{'C': 0.001},"[[14, 1], [6, 94]]",0.921282798834,0.924118864937
131,453,0.923303834808,{'C': 1},"[[8, 5], [3, 98]]",0.9199325748,0.923339822626
132,453,0.941002949853,{'C': 0.001},"[[9, 4], [6, 95]]",0.931731984829,0.935193597231
133,452,0.93215339233,{'C': 1},"[[15, 3], [5, 90]]",0.921196797303,0.932121998702
134,451,0.934911242604,{'C': 1},"[[12, 4], [5, 92]]",0.932375316991,0.935026737968
135,450,0.928783382789,{'C': 10},"[[10, 4], [3, 96]]",0.920305214074,0.925856014047
136,450,0.922848664688,{'C': 0.001},"[[11, 1], [3, 98]]",0.916066129716,0.914047410009
137,449,0.928571428571,{'C': 1},"[[8, 4], [2, 99]]",0.918792517007,0.928569718254
138,447,0.925373134328,{'C': 1},"[[10, 4], [3, 95]]",0.922388059701,0.925499507809
139,446,0.931137724551,{'C': 0.001},"[[11, 8], [0, 93]]",0.922155688623,0.922243062761
140,446,0.940119760479,{'C': 10},"[[12, 4], [7, 89]]",0.931137724551,0.937036741427
141,444,0.93993993994,{'C': 0.001},"[[12, 4], [4, 91]]",0.928356928357,0.930885678559
142,443,0.942771084337,{'C': 0.001},"[[9, 5], [4, 93]]",0.938898450947,0.939887276902
143,438,0.951219512195,{'C': 10},"[[8, 6], [7, 89]]",0.946428571429,0.948061093136
144,432,0.938271604938,{'C': 0.001},"[[9, 3], [6, 90]]",0.933862433862,0.93215472028
145,427,0.928125,{'C': 10},"[[9, 6], [1, 91]]",0.919196428571,0.924741300366
146,425,0.924528301887,{'C': 1},"[[8, 3], [2, 94]]",0.912398921833,0.924397130647
147,424,0.924528301887,{'C': 0.001},"[[10, 0], [7, 89]]",0.92362982929,0.924544413919
148,420,0.92380952381,{'C': 0.001},"[[5, 2], [3, 95]]",0.921541950113,0.920634920635
149,406,0.917763157895,{'C': 0.001},"[[8, 3], [2, 89]]",0.91212406015,0.917696104354
150,392,0.931972789116,{'C': 100},"[[9, 4], [2, 83]]",0.921768707483,0.928638223261
151,392,0.931972789116,{'C': 1},"[[10, 4], [3, 81]]",0.921768707483,0.931969608416
152,391,0.928327645051,{'C': 1},"[[6, 3], [2, 87]]",0.913700633837,0.928575676479
153,390,0.945205479452,{'C': 1},"[[11, 7], [4, 76]]",0.938356164384,0.945236703682
154,390,0.945205479452,{'C': 10},"[[7, 6], [4, 81]]",0.941291585127,0.94178842782
155,390,0.928082191781,{'C': 10},"[[5, 4], [2, 87]]",0.915362035225,0.924597291007
156,389,0.917525773196,{'C': 1},"[[6, 2], [2, 88]]",0.912616593029,0.917708942139
157,389,0.938144329897,{'C': 0.001},"[[9, 7], [2, 80]]",0.929798723613,0.927989172229
158,389,0.93470790378,{'C': 1},"[[6, 4], [4, 84]]",0.928325969563,0.93476063039
159,388,0.945017182131,{'C': 10},"[[7, 3], [5, 82]]",0.935689739813,0.938150460898
160,368,0.938405797101,{'C': 10},"[[7, 5], [0, 80]]",0.927536231884,0.931363636364
161,365,0.934065934066,{'C': 100},"[[5, 3], [0, 84]]",0.916274201988,0.923361921098
162,365,0.934065934066,{'C': 10},"[[8, 3], [2, 79]]",0.923076923077,0.919516594517
163,363,0.941176470588,{'C': 10},"[[5, 2], [4, 80]]",0.923319327731,0.937705355441
164,363,0.9375,{'C': 0.001},"[[1, 9], [1, 80]]",0.926995798319,0.933597883598
165,363,0.933823529412,{'C': 10},"[[6, 3], [1, 81]]",0.921218487395,0.922895622896
166,363,0.944852941176,{'C': 100},"[[9, 5], [3, 74]]",0.933298319328,0.930033670034
167,363,0.933823529412,{'C': 0.001},"[[4, 2], [3, 82]]",0.925945378151,0.930235690236
168,363,0.9375,{'C': 100},"[[5, 4], [1, 81]]",0.925945378151,0.933872053872
169,363,0.933823529412,{'C': 100},"[[5, 4], [2, 80]]",0.922794117647,0.930168350168
170,363,0.933823529412,{'C': 1},"[[7, 3], [3, 78]]",0.923844537815,0.933862433862
171,360,0.933333333333,{'C': 1},"[[3, 3], [0, 84]]",0.920634920635,0.933325709929
172,352,0.962121212121,{'C': 10},"[[4, 5], [7, 72]]",0.946428571429,0.954644412192
173,350,0.946564885496,{'C': 10},"[[6, 1], [6, 75]]",0.934023991276,0.942743105951
174,349,0.927203065134,{'C': 10},"[[7, 3], [0, 78]]",0.91789819376,0.915808645664
175,347,0.930769230769,{'C': 1},"[[4, 3], [1, 79]]",0.918131868132,0.930827570506
176,339,0.94094488189,{'C': 10},"[[6, 2], [3, 74]]",0.928008998875,0.933254901961
177,334,0.94,{'C': 100},"[[7, 2], [2, 73]]",0.924,0.916212885154
178,330,0.951417004049,{'C': 1},"[[4, 1], [6, 72]]",0.939271255061,0.951346938776
179,329,0.943089430894,{'C': 10},"[[5, 5], [2, 71]]",0.927409988386,0.926425170068
180,329,0.930894308943,{'C': 1},"[[1, 1], [2, 79]]",0.9262485482,0.930775510204
181,329,0.934959349593,{'C': 10},"[[6, 2], [2, 73]]",0.922764227642,0.927173469388
182,328,0.939024390244,{'C': 100},"[[4, 2], [1, 75]]",0.927409988386,0.935020408163
183,328,0.951219512195,{'C': 100},"[[5, 4], [1, 72]]",0.937282229965,0.947006802721
184,327,0.951020408163,{'C': 1},"[[3, 7], [0, 72]]",0.93527696793,0.951091836735
185,327,0.934693877551,{'C': 1},"[[3, 1], [0, 78]]",0.920699708455,0.935006802721
186,326,0.959016393443,{'C': 0.001},"[[3, 3], [3, 73]]",0.94262295082,0.950765306122
187,325,0.942386831276,{'C': 1},"[[3, 2], [0, 77]]",0.924750146972,0.942261904762
188,325,0.962962962963,{'C': 10},"[[7, 5], [1, 69]]",0.944738389183,0.946683673469
189,324,0.946502057613,{'C': 1},"[[3, 1], [3, 74]]",0.929453262787,0.946421768707
190,311,0.965665236052,{'C': 100},"[[3, 4], [3, 68]]",0.942979767014,0.96142075239
191,304,0.956140350877,{'C': 1},"[[4, 1], [5, 66]]",0.942355889724,0.955942028986
192,304,0.947368421053,{'C': 0.001},"[[3, 1], [1, 71]]",0.937343358396,0.938932806324
193,304,0.956140350877,{'C': 100},"[[6, 2], [2, 66]]",0.936090225564,0.951787439614
194,304,0.951754385965,{'C': 10},"[[7, 1], [2, 66]]",0.93671679198,0.942898550725
195,304,0.951754385965,{'C': 1},"[[5, 2], [2, 67]]",0.941102756892,0.952060849008
196,304,0.947368421053,{'C': 1},"[[5, 2], [0, 69]]",0.927318295739,0.947330660911
197,304,0.951754385965,{'C': 10},"[[1, 1], [2, 72]]",0.941102756892,0.947238153973
198,304,0.951754385965,{'C': 1},"[[4, 4], [0, 68]]",0.931704260652,0.951884057971
199,302,0.96017699115,{'C': 10},"[[4, 4], [1, 67]]",0.941213653603,0.955845410628
200,296,0.95045045045,{'C': 10},"[[4, 2], [2, 66]]",0.933075933076,0.945652173913
201,290,0.94930875576,{'C': 10},"[[1, 1], [1, 70]]",0.931533903884,0.944926004228
202,285,0.943661971831,{'C': 1},"[[4, 2], [0, 66]]",0.927565392354,0.943722943723
203,285,0.957746478873,{'C': 100},"[[9, 4], [0, 59]]",0.947015425889,0.948610323313
204,280,0.952380952381,{'C': 10},"[[2, 3], [1, 64]]",0.946258503401,0.947608243524
205,266,0.974874371859,{'C': 1},"[[6, 4], [1, 56]]",0.949030868629,0.975
206,266,0.954773869347,{'C': 1},"[[3, 1], [1, 62]]",0.94615936827,0.954859287054
207,266,0.969849246231,{'C': 1},"[[5, 3], [0, 59]]",0.950466618808,0.969981238274
208,266,0.959798994975,{'C': 1},"[[6, 1], [0, 60]]",0.934673366834,0.959865540963
209,266,0.964824120603,{'C': 100},"[[5, 1], [3, 58]]",0.94687724336,0.96
210,266,0.964824120603,{'C': 1},"[[3, 2], [0, 62]]",0.94615936827,0.964871794872
211,266,0.959798994975,{'C': 1},"[[5, 1], [0, 61]]",0.942569992821,0.96
212,266,0.969849246231,{'C': 0.01},"[[2, 1], [0, 64]]",0.960516870065,0.969981238274
213,265,0.979797979798,{'C': 1},"[[5, 4], [0, 58]]",0.954545454545,0.979987492183
214,265,0.954545454545,{'C': 0.001},"[[3, 0], [0, 64]]",0.944444444444,0.954853033146
215,265,0.949494949495,{'C': 1},"[[4, 1], [0, 62]]",0.935786435786,0.949487179487
216,265,0.974747474747,{'C': 10},"[[4, 3], [1, 59]]",0.94733044733,0.969487179487
217,265,0.964646464646,{'C': 1},"[[3, 0], [2, 62]]",0.948773448773,0.965231394622
218,265,0.969696969697,{'C': 1},"[[6, 0], [1, 60]]",0.950937950938,0.969736842105
219,265,0.969696969697,{'C': 1},"[[6, 2], [1, 58]]",0.951659451659,0.969230769231
220,265,0.974747474747,{'C': 1},"[[4, 3], [1, 59]]",0.953102453102,0.974871794872
221,252,0.957671957672,{'C': 0.01},"[[5, 2], [0, 56]]",0.950113378685,0.958434547908
222,251,0.978723404255,{'C': 1},"[[5, 4], [0, 54]]",0.955927051672,0.97880512091
223,251,0.968085106383,{'C': 10},"[[5, 1], [2, 55]]",0.945288753799,0.962731152205
224,251,0.978723404255,{'C': 1},"[[4, 3], [1, 55]]",0.957446808511,0.978940073677
225,251,0.968085106383,{'C': 1},"[[4, 2], [0, 57]]",0.946808510638,0.967852062589
226,250,0.973262032086,{'C': 1},"[[2, 2], [2, 57]]",0.961802902979,0.973541963016
227,249,0.97311827957,{'C': 1},"[[4, 2], [0, 57]]",0.942396313364,0.972957167694
228,246,0.961956521739,{'C': 1},"[[6, 0], [1, 55]]",0.947204968944,0.961996206733
229,230,0.96511627907,{'C': 1},"[[6, 0], [0, 52]]",0.943521594684,0.965210084034
230,226,0.970414201183,{'C': 100},"[[9, 0], [0, 48]]",0.947590870668,0.941125541126
231,222,0.987951807229,{'C': 10},"[[3, 3], [0, 50]]",0.956110154905,0.963970588235
232,217,0.969135802469,{'C': 10},"[[2, 0], [4, 49]]",0.953262786596,0.963446969697
233,211,0.974683544304,{'C': 1},"[[4, 2], [0, 47]]",0.944846292948,0.974798387097
234,193,0.972222222222,{'C': 1},"[[3, 0], [0, 46]]",0.946428571429,0.972413793103
235,193,0.986111111111,{'C': 1},"[[3, 0], [0, 46]]",0.957341269841,0.986206896552
236,193,0.993055555556,{'C': 10},"[[5, 1], [0, 43]]",0.959325396825,0.952167487685
237,193,0.993055555556,{'C': 10},"[[3, 1], [0, 45]]",0.957341269841,0.986206896552
238,192,0.965277777778,{'C': 10},"[[5, 0], [0, 43]]",0.944444444444,0.958095238095
239,192,0.986111111111,{'C': 10},"[[6, 1], [0, 41]]",0.956349206349,0.937438423645
240,192,0.986111111111,{'C': 10},"[[4, 1], [0, 43]]",0.955357142857,0.98
241,192,0.986111111111,{'C': 10},"[[5, 0], [0, 43]]",0.958333333333,0.98
242,191,0.986013986014,{'C': 1},"[[2, 0], [0, 46]]",0.971028971029,0.985960591133
243,191,0.993006993007,{'C': 10},"[[2, 1], [0, 45]]",0.958041958042,0.979310344828
244,190,0.985915492958,{'C': 0.001},"[[7, 0], [0, 41]]",0.969818913481,0.971921182266
245,190,0.985915492958,{'C': 10},"[[5, 0], [0, 43]]",0.961770623742,0.97881773399
246,190,0.978873239437,{'C': 1},"[[4, 0], [0, 44]]",0.954728370221,0.978799489144
247,190,0.978873239437,{'C': 10},"[[4, 0], [1, 43]]",0.956740442656,0.972167487685
248,188,0.978723404255,{'C': 1},"[[3, 0], [0, 44]]",0.953394123607,0.978553183726
249,187,1.0,{'C': 10},"[[3, 2], [0, 42]]",0.962244897959,0.97190293742
250,187,0.985714285714,{'C': 10},"[[2, 0], [0, 45]]",0.945918367347,0.971674876847
251,181,0.985185185185,{'C': 10},"[[5, 2], [0, 39]]",0.95873015873,0.948636548637
252,178,0.984962406015,{'C': 10},"[[1, 0], [0, 44]]",0.96455424275,0.977185185185
253,178,0.992481203008,{'C': 10},"[[4, 1], [0, 40]]",0.957035445757,0.954700854701
254,178,0.992481203008,{'C': 10},"[[5, 1], [0, 39]]",0.960257787325,0.940148148148
255,178,0.984962406015,{'C': 10},"[[4, 0], [0, 41]]",0.952738990333,0.948371998372
256,178,0.992481203008,{'C': 10},"[[4, 0], [1, 40]]",0.958109559613,0.970614570615
257,178,0.984962406015,{'C': 10},"[[2, 0], [0, 43]]",0.947368421053,0.962962962963
258,178,0.984962406015,{'C': 10},"[[4, 1], [0, 40]]",0.955961331901,0.962678062678
259,178,0.992481203008,{'C': 10},"[[3, 0], [2, 40]]",0.957035445757,0.970614570615
260,178,0.984962406015,{'C': 10},"[[5, 0], [0, 40]]",0.953813104189,0.954700854701
261,178,0.992481203008,{'C': 10},"[[3, 0], [1, 41]]",0.953813104189,0.977757427757
262,178,0.992481203008,{'C': 100},"[[4, 0], [1, 40]]",0.958109559613,0.970065120065
263,173,0.984496124031,{'C': 10},"[[2, 0], [0, 42]]",0.954595791805,0.953538461538
264,160,0.991666666667,{'C': 10},"[[1, 0], [0, 39]]",0.957142857143,0.966666666667
265,154,0.991304347826,{'C': 10},"[[3, 1], [0, 35]]",0.96397515528,0.948155467721
266,150,0.982142857143,{'C': 10},"[[2, 0], [0, 36]]",0.957908163265,0.95652173913
267,138,1.0,{'C': 100},"[[1, 1], [0, 33]]",0.9653259362,0.942294372294
268,134,0.99,{'C': 10},"[[3, 0], [0, 31]]",0.964285714286,0.95
269,123,1.0,{'C': 100},"[[3, 1], [0, 27]]",0.97049689441,0.95730994152
270,123,0.978260869565,{'C': 10},"[[2, 0], [0, 29]]",0.953416149068,0.935555555556
271,123,0.989130434783,{'C': 10},"[[4, 0], [0, 27]]",0.97049689441,0.95730994152
272,123,1.0,{'C': 100},"[[1, 0], [2, 28]]",0.954968944099,0.924561403509
273,123,1.0,{'C': 100},"[[3, 1], [0, 27]]",0.972049689441,0.95730994152
274,123,0.989130434783,{'C': 10},"[[2, 0], [0, 29]]",0.954968944099,0.935555555556
275,122,0.978021978022,{'C': 10},"[[1, 0], [0, 30]]",0.94819466248,0.935018919849
276,122,0.989010989011,{'C': 10},"[[1, 0], [0, 30]]",0.94819466248,0.923907808738
277,122,0.989010989011,{'C': 10},"[[2, 0], [0, 29]]",0.954474097331,0.934502923977
278,122,0.989010989011,{'C': 10},"[[3, 0], [0, 28]]",0.960753532182,0.945029239766
279,122,0.978021978022,{'C': 10},"[[3, 0], [0, 28]]",0.956043956044,0.945029239766
