0,1,2,3,4
251,181,"[[4, 0], [0, 42]]",1.0,0.977770458205
252,178,"[[1, 0], [0, 44]]",1.0,0.977433247201
253,178,"[[3, 0], [1, 41]]",0.977777777778,0.992424242424
254,178,"[[7, 0], [1, 37]]",0.977777777778,0.984840654608
255,178,"[[2, 0], [0, 43]]",1.0,0.977272727273
256,178,"[[3, 0], [0, 42]]",1.0,0.977441077441
257,178,"[[4, 1], [1, 39]]",0.955555555556,0.992592592593
258,178,"[[1, 0], [0, 44]]",1.0,0.94677002584
259,178,"[[3, 0], [0, 42]]",1.0,0.985016835017
260,178,"[[3, 0], [0, 42]]",1.0,0.970202020202
261,178,"[[6, 0], [1, 38]]",0.977777777778,0.970033670034
262,178,"[[4, 0], [0, 41]]",1.0,0.970025839793
263,173,"[[2, 0], [0, 42]]",1.0,0.976735796503
264,160,"[[3, 1], [0, 36]]",0.975,1.0
265,154,"[[2, 0], [2, 35]]",0.948717948718,0.990990990991
266,150,"[[3, 0], [1, 34]]",0.973684210526,0.990990990991
267,138,"[[2, 1], [1, 31]]",0.942857142857,1.0
268,134,"[[1, 0], [0, 33]]",1.0,0.990196078431
