,store_number,zipcode,County,2015_margin_avg_$,2015_price_avg_$pL,2015_volume_total_L,2015_volume_avg_L,2015_sales_total_$,2015_sales_avg_$,city,County number,2015Q1_sales_total_$,2015Q1_volume_total_L,2016Q1_sales_total_$,2016Q1_volume_total_L,First Date,Last Date
11,2238,50009,Polk,64.30573770491803,22.55074941451991,705.75,11.569672131147541,11762.559999999994,192.8288524590163,ALTOONA,77,858.6099999999999,42.0,13998.439999999997,549.16,2015-01-13,2016-01-21
12,2248,50312,Polk,49.09676086956521,28.818619854463503,2815.35,6.1203260869565215,67682.05999999998,147.13491304347824,DES MOINES,77,12663.679999999998,649.5400000000001,12238.810000000001,663.5,2015-01-08,2016-03-31
13,2285,52240,Johnson,84.0555882352941,24.776982570806123,3860.3499999999995,12.61552287581699,76927.11000000002,251.39578431372553,IOWA CITY,52,10019.120000000003,503.45,12448.069999999992,858.1800000000002,2015-01-07,2016-03-30
14,2290,50588,Buena Vista,24.081229193341883,18.92268699261308,3620.449999999999,4.635659411011522,56289.65999999995,72.07382842509597,STORM LAKE,11,12085.150000000003,815.3299999999999,2196.57,159.1,2015-01-07,2016-03-30
15,2327,50841,Adams,18.082910052910062,17.32410367850845,822.2800000000001,4.350687830687831,10245.139999999996,54.207089947089926,CORNING,2,2253.6000000000004,183.26999999999998,2549.94,237.0,2015-01-06,2016-03-29
16,2353,52136,Howard,49.639806629834275,17.291378584583022,4486.65,12.394060773480662,53349.190000000024,147.37345303867409,CRESCO,45,17382.599999999995,1645.4,22925.670000000006,1597.5,2015-01-06,2016-02-23
17,2413,52001,Dubuque,62.58382536382544,15.880172012672023,6261.29,13.017234927234927,90065.01999999992,187.24536382536365,DUBUQUE,31,22459.159999999996,1538.37,1423.37,120.12,2015-01-06,2015-06-09
18,2445,51560,Pottawattamie,14.03035087719298,15.950097465886932,571.7900000000001,3.3438011695906438,7189.48,42.04374269005848,OAKLAND,78,1215.0800000000002,95.11000000000001,6738.18,413.5,2015-01-07,2016-03-29
19,2448,50125,Warren,14.414866180048664,17.03542800126839,1245.53,3.030486618004866,17740.699999999993,43.16472019464719,INDIANOLA,91,5655.920000000003,365.02,1803.9000000000003,141.0,2015-01-06,2016-03-29
20,2459,50115,Guthrie,22.76925925925926,13.574880108071604,607.24,5.622592592592593,7352.330000000003,68.07712962962965,GUTHRIE CENTER,39,1609.5700000000002,137.0,5269.8,345.83000000000004,2015-01-05,2016-03-28
21,2460,50441,Franklin,34.02576576576579,16.595960971369713,2782.4600000000005,8.355735735735736,33731.759999999995,101.29657657657656,HAMPTON,35,6746.6100000000015,575.26,4790.069999999999,473.24,2015-01-05,2016-03-28
22,2465,52003,Dubuque,22.071150895140672,20.77634968941052,1713.1999999999994,4.381585677749359,25831.799999999985,66.06598465473142,DUBUQUE,31,5615.989999999998,400.12,4462.62,225.0,2015-01-05,2015-12-26
23,2475,50597,Kossuth,48.14756756756758,15.482020592020595,1044.94,14.120810810810811,10681.07,144.33878378378378,WEST BEND,55,5672.76,654.1500000000001,780.3399999999999,64.27000000000001,2015-01-07,2016-03-29
24,2478,50009,Polk,76.92348837209308,24.755775193798456,1038.0,12.069767441860465,19840.650000000005,230.70523255813958,ALTOONA,77,4459.849999999999,210.0,33750.090000000026,2162.55,2015-01-06,2016-03-29
25,2487,52205,Jones,23.725110024449883,16.224105045556215,2547.8499999999995,6.229462102689485,28900.959999999995,70.66249388753054,ANAMOSA,53,7256.6,510.89,29515.640000000014,2065.45,2015-01-05,2016-03-28
26,2498,50606,Fayette,13.093448275862066,13.486032430213466,230.11999999999998,3.9675862068965513,2259.67,38.9598275862069,ARLINGTON,33,279.21999999999997,27.87,18874.209999999995,1283.1900000000003,2015-01-05,2015-11-02
27,2500,50010,Story,42.24044105173872,18.988761231717294,10039.150000000003,8.514970313825279,149121.62999999998,126.48145038167937,AMES,85,40234.89999999998,3160.7599999999998,14605.929999999997,1110.83,2015-01-05,2016-03-21
28,2501,50010,Story,37.80697111631535,18.840305936582283,9959.400000000009,7.774707259953169,144833.65999999986,113.06296643247452,AMES,85,31412.95,2168.6500000000005,32726.429999999997,2268.7799999999997,2015-01-07,2016-03-30
29,2502,50021,Polk,65.4685435630689,20.32036332608462,10698.090000000002,13.911690507152148,150094.01000000004,195.1807672301691,ANKENY,77,39420.059999999976,3134.9199999999996,6147.990000000002,502.00000000000006,2015-01-07,2016-03-30
